bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,cl_args,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
62088,Leviticus 15:29,Leviticus,Leviticus,Law,SBH,instruction,Q,הֵבִיאָ֤ה,הביאה,בוא,BW>[,come,wqtl,hif,p3,f,sg,,וְהֵבִיאָ֤ה אֹותָם֙ אֶל־הַכֹּהֵ֔ן אֶל־פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,וְהֵבִיאָ֤ה אֹותָם֙ אֶל־הַכֹּהֵ֔ן אֶל־פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,וְהֵבִיאָ֤ה אֹותָם֙ אֶל־הַכֹּהֵ֔ן אֶל־פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,NQQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 15:29,Lev. 15:29,1,VO,0,,,0
62098,Leviticus 15:30,Leviticus,Leviticus,Law,SBH,instruction,Q,עָשָׂ֤ה,עשׂה,עשׂה,<FH[,make,wqtl,qal,p3,m,sg,n.,וְעָשָׂ֤ה הַכֹּהֵן֙ אֶת־הָאֶחָ֣ד חַטָּ֔את ,וְעָשָׂ֤ה הַכֹּהֵן֙ אֶת־הָאֶחָ֣ד חַטָּ֔את ,וְעָשָׂ֤ה הַכֹּהֵן֙ אֶת־הָאֶחָ֣ד חַטָּ֔את וְאֶת־הָאֶחָ֖ד עֹלָ֑ה ,NQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 15:30,Lev. 15:30,1,VOO,0,,,0
62111,Leviticus 15:30,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֨ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֨ר עָלֶ֤יהָ הַכֹּהֵן֙ לִפְנֵ֣י יְהוָ֔ה מִזֹּ֖וב טֻמְאָתָֽהּ׃ ,וְכִפֶּ֨ר עָלֶ֤יהָ הַכֹּהֵן֙ לִפְנֵ֣י יְהוָ֔ה מִזֹּ֖וב טֻמְאָתָֽהּ׃ ,וְכִפֶּ֨ר עָלֶ֤יהָ הַכֹּהֵן֙ לִפְנֵ֣י יְהוָ֔ה מִזֹּ֖וב טֻמְאָתָֽהּ׃ ,NQQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 15:30,Lev. 15:30,0,,0,,,0
62122,Leviticus 15:31,Leviticus,Leviticus,Law,SBH,instruction,Q,הִזַּרְתֶּ֥ם,הזרתם,נזר,NZR[,dedicate,wqtl,hif,p2,m,pl,,וְהִזַּרְתֶּ֥ם אֶת־בְּנֵי־יִשְׂרָאֵ֖ל מִטֻּמְאָתָ֑ם ,וְהִזַּרְתֶּ֥ם אֶת־בְּנֵי־יִשְׂרָאֵ֖ל מִטֻּמְאָתָ֑ם ,וְהִזַּרְתֶּ֥ם אֶת־בְּנֵי־יִשְׂרָאֵ֖ל מִטֻּמְאָתָ֑ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 15:31,Lev. 15:31,1,VO,0,,,0
62277,Leviticus 16:4,Leviticus,Leviticus,Law,SBH,instruction,Q,רָחַ֥ץ,רחץ,רחץ,RXY[,wash,wqtl,qal,p3,m,sg,dp,וְרָחַ֥ץ בַּמַּ֛יִם אֶת־בְּשָׂרֹ֖ו ,וְרָחַ֥ץ בַּמַּ֛יִם אֶת־בְּשָׂרֹ֖ו ,וְרָחַ֥ץ בַּמַּ֛יִם אֶת־בְּשָׂרֹ֖ו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:4,Lev. 16:4,1,VO,0,,,0
62284,Leviticus 16:4,Leviticus,Leviticus,Law,SBH,instruction,Q,לְבֵשָֽׁם,לבשׁם,לבשׁ,LBC[,clothe,wqtl,qal,p3,m,sg,d-,וּלְבֵשָֽׁם׃ ,וּלְבֵשָֽׁם׃ ,וּלְבֵשָֽׁם׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:4,Lev. 16:4,1,VO?,0,,,0
62303,Leviticus 16:6,Leviticus,Leviticus,Law,SBH,instruction,Q,הִקְרִ֧יב,הקריב,קרב,QRB[,approach,wqtl,hif,p3,m,sg,,וְהִקְרִ֧יב אַהֲרֹ֛ן אֶת־פַּ֥ר הַחַטָּ֖את ,וְהִקְרִ֧יב אַהֲרֹ֛ן אֶת־פַּ֥ר הַחַטָּ֖את ,וְהִקְרִ֧יב אַהֲרֹ֛ן אֶת־פַּ֥ר הַחַטָּ֖את אֲשֶׁר־לֹ֑ו ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:6,Lev. 16:6,1,VO,0,,,0
62312,Leviticus 16:6,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֥ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֥ר בַּעֲדֹ֖ו וּבְעַ֥ד בֵּיתֹֽו׃ ,וְכִפֶּ֥ר בַּעֲדֹ֖ו וּבְעַ֥ד בֵּיתֹֽו׃ ,וְכִפֶּ֥ר בַּעֲדֹ֖ו וּבְעַ֥ד בֵּיתֹֽו׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:6,Lev. 16:6,0,,0,,,0
62318,Leviticus 16:7,Leviticus,Leviticus,Law,SBH,instruction,Q,לָקַ֖ח,לקח,לקח,LQX[,take,wqtl,qal,p3,m,sg,d-,וְלָקַ֖ח אֶת־שְׁנֵ֣י הַשְּׂעִירִ֑ם ,וְלָקַ֖ח אֶת־שְׁנֵ֣י הַשְּׂעִירִ֑ם ,וְלָקַ֖ח אֶת־שְׁנֵ֣י הַשְּׂעִירִ֑ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:7,Lev. 16:7,1,VO,0,,,0
62324,Leviticus 16:7,Leviticus,Leviticus,Law,SBH,instruction,Q,הֶעֱמִ֤יד,העמיד,עמד,<MD[,stand,wqtl,hif,p3,m,sg,,וְהֶעֱמִ֤יד אֹתָם֙ לִפְנֵ֣י יְהוָ֔ה פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,וְהֶעֱמִ֤יד אֹתָם֙ לִפְנֵ֣י יְהוָ֔ה פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,וְהֶעֱמִ֤יד אֹתָם֙ לִפְנֵ֣י יְהוָ֔ה פֶּ֖תַח אֹ֥הֶל מֹועֵֽד׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:7,Lev. 16:7,1,VO,1,NP,PTX/,0
62333,Leviticus 16:8,Leviticus,Leviticus,Law,SBH,instruction,Q,נָתַ֧ן,נתן,נתן,NTN[,give,wqtl,qal,p3,m,sg,dc,וְנָתַ֧ן אַהֲרֹ֛ן עַל־שְׁנֵ֥י הַשְּׂעִירִ֖ם גֹּורָלֹ֑ות ,וְנָתַ֧ן אַהֲרֹ֛ן עַל־שְׁנֵ֥י הַשְּׂעִירִ֖ם גֹּורָלֹ֑ות ,וְנָתַ֧ן אַהֲרֹ֛ן עַל־שְׁנֵ֥י הַשְּׂעִירִ֖ם גֹּורָלֹ֑ות ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:8,Lev. 16:8,1,VO,0,,,0
62350,Leviticus 16:9,Leviticus,Leviticus,Law,SBH,instruction,Q,הִקְרִ֤יב,הקריב,קרב,QRB[,approach,wqtl,hif,p3,m,sg,,וְהִקְרִ֤יב אַהֲרֹן֙ אֶת־הַשָּׂעִ֔יר ,וְהִקְרִ֤יב אַהֲרֹן֙ אֶת־הַשָּׂעִ֔יר ,וְהִקְרִ֤יב אַהֲרֹן֙ אֶת־הַשָּׂעִ֔יר אֲשֶׁ֨ר עָלָ֥ה עָלָ֛יו הַגֹּורָ֖ל לַיהוָ֑ה ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:9,Lev. 16:9,1,VO,0,,,0
62363,Leviticus 16:9,Leviticus,Leviticus,Law,SBH,instruction,Q,עָשָׂ֖הוּ,עשׂהו,עשׂה,<FH[,make,wqtl,qal,p3,m,sg,n.,וְעָשָׂ֖הוּ חַטָּֽאת׃ ,וְעָשָׂ֖הוּ חַטָּֽאת׃ ,וְעָשָׂ֖הוּ חַטָּֽאת׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:9,Lev. 16:9,1,VO,0,,,0
62391,Leviticus 16:11,Leviticus,Leviticus,Law,SBH,instruction,Q,הִקְרִ֨יב,הקריב,קרב,QRB[,approach,wqtl,hif,p3,m,sg,,וְהִקְרִ֨יב אַהֲרֹ֜ן אֶת־פַּ֤ר הַֽחַטָּאת֙ ,וְהִקְרִ֨יב אַהֲרֹ֜ן אֶת־פַּ֤ר הַֽחַטָּאת֙ ,וְהִקְרִ֨יב אַהֲרֹ֜ן אֶת־פַּ֤ר הַֽחַטָּאת֙ אֲשֶׁר־לֹ֔ו ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:11,Lev. 16:11,1,VO,0,,,0
62400,Leviticus 16:11,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֥ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֥ר בַּֽעֲדֹ֖ו וּבְעַ֣ד בֵּיתֹ֑ו ,וְכִפֶּ֥ר בַּֽעֲדֹ֖ו וּבְעַ֣ד בֵּיתֹ֑ו ,וְכִפֶּ֥ר בַּֽעֲדֹ֖ו וּבְעַ֣ד בֵּיתֹ֑ו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:11,Lev. 16:11,0,,0,,,0
62406,Leviticus 16:11,Leviticus,Leviticus,Law,SBH,instruction,Q,שָׁחַ֛ט,שׁחט,שׁחט,CXV[,slaughter,wqtl,qal,p3,m,sg,d-,וְשָׁחַ֛ט אֶת־פַּ֥ר הַֽחַטָּ֖את ,וְשָׁחַ֛ט אֶת־פַּ֥ר הַֽחַטָּ֖את ,וְשָׁחַ֛ט אֶת־פַּ֥ר הַֽחַטָּ֖את אֲשֶׁר־לֹֽו׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:11,Lev. 16:11,1,VO,0,,,0
62414,Leviticus 16:12,Leviticus,Leviticus,Law,SBH,instruction,Q,לָקַ֣ח,לקח,לקח,LQX[,take,wqtl,qal,p3,m,sg,dp,וְלָקַ֣ח מְלֹֽא־הַ֠מַּחְתָּה גַּֽחֲלֵי־אֵ֞שׁ מֵעַ֤ל הַמִּזְבֵּ֨חַ֙ מִלִּפְנֵ֣י יְהוָ֔ה ,וְלָקַ֣ח מְלֹֽא־הַ֠מַּחְתָּה גַּֽחֲלֵי־אֵ֞שׁ מֵעַ֤ל הַמִּזְבֵּ֨חַ֙ מִלִּפְנֵ֣י יְהוָ֔ה ,וְלָקַ֣ח מְלֹֽא־הַ֠מַּחְתָּה גַּֽחֲלֵי־אֵ֞שׁ מֵעַ֤ל הַמִּזְבֵּ֨חַ֙ מִלִּפְנֵ֣י יְהוָ֔ה וּמְלֹ֣א חָפְנָ֔יו קְטֹ֥רֶת סַמִּ֖ים דַּקָּ֑ה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:12,Lev. 16:12,1,VO,0,,,0
62435,Leviticus 16:12,Leviticus,Leviticus,Law,SBH,instruction,Q,הֵבִ֖יא,הביא,בוא,BW>[,come,wqtl,hif,p3,m,sg,,וְהֵבִ֖יא מִבֵּ֥ית לַפָּרֹֽכֶת׃ ,וְהֵבִ֖יא מִבֵּ֥ית לַפָּרֹֽכֶת׃ ,וְהֵבִ֖יא מִבֵּ֥ית לַפָּרֹֽכֶת׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:12,Lev. 16:12,0,,0,,,0
62442,Leviticus 16:13,Leviticus,Leviticus,Law,SBH,instruction,Q,נָתַ֧ן,נתן,נתן,NTN[,give,wqtl,qal,p3,m,sg,dc,וְנָתַ֧ן אֶֽת־הַקְּטֹ֛רֶת עַל־הָאֵ֖שׁ לִפְנֵ֣י יְהוָ֑ה ,וְנָתַ֧ן אֶֽת־הַקְּטֹ֛רֶת עַל־הָאֵ֖שׁ לִפְנֵ֣י יְהוָ֑ה ,וְנָתַ֧ן אֶֽת־הַקְּטֹ֛רֶת עַל־הָאֵ֖שׁ לִפְנֵ֣י יְהוָ֑ה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:13,Lev. 16:13,1,VO,0,,,0
62453,Leviticus 16:13,Leviticus,Leviticus,Law,SBH,instruction,Q,כִסָּ֣ה,כסה,כסה,KSH[,cover,wqtl,piel,p3,m,sg,,וְכִסָּ֣ה׀ עֲנַ֣ן הַקְּטֹ֗רֶת אֶת־הַכַּפֹּ֛רֶת ,וְכִסָּ֣ה׀ עֲנַ֣ן הַקְּטֹ֗רֶת אֶת־הַכַּפֹּ֛רֶת ,וְכִסָּ֣ה׀ עֲנַ֣ן הַקְּטֹ֗רֶת אֶת־הַכַּפֹּ֛רֶת אֲשֶׁ֥ר עַל־הָעֵד֖וּת ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:13,Lev. 16:13,1,VO,0,,,0
62468,Leviticus 16:14,Leviticus,Leviticus,Law,SBH,instruction,Q,לָקַח֙,לקח,לקח,LQX[,take,wqtl,qal,p3,m,sg,-c,וְלָקַח֙ מִדַּ֣ם הַפָּ֔ר ,וְלָקַח֙ מִדַּ֣ם הַפָּ֔ר ,וְלָקַח֙ מִדַּ֣ם הַפָּ֔ר ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:14,Lev. 16:14,0,,0,,,0
62474,Leviticus 16:14,Leviticus,Leviticus,Law,SBH,instruction,Q,הִזָּ֧ה,הזה,נזה,NZH[,spatter,wqtl,hif,p3,m,sg,,וְהִזָּ֧ה בְאֶצְבָּעֹ֛ו עַל־פְּנֵ֥י הַכַּפֹּ֖רֶת קֵ֑דְמָה ,וְהִזָּ֧ה בְאֶצְבָּעֹ֛ו עַל־פְּנֵ֥י הַכַּפֹּ֖רֶת קֵ֑דְמָה ,וְהִזָּ֧ה בְאֶצְבָּעֹ֛ו עַל־פְּנֵ֥י הַכַּפֹּ֖רֶת קֵ֑דְמָה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:14,Lev. 16:14,0,,1,AdvP,QDM/,0
62496,Leviticus 16:15,Leviticus,Leviticus,Law,SBH,instruction,Q,שָׁחַ֞ט,שׁחט,שׁחט,CXV[,slaughter,wqtl,qal,p3,m,sg,d-,וְשָׁחַ֞ט אֶת־שְׂעִ֤יר הַֽחַטָּאת֙ ,וְשָׁחַ֞ט אֶת־שְׂעִ֤יר הַֽחַטָּאת֙ ,וְשָׁחַ֞ט אֶת־שְׂעִ֤יר הַֽחַטָּאת֙ אֲשֶׁ֣ר לָעָ֔ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:15,Lev. 16:15,1,VO,0,,,0
62506,Leviticus 16:15,Leviticus,Leviticus,Law,SBH,instruction,Q,הֵבִיא֙,הביא,בוא,BW>[,come,wqtl,hif,p3,m,sg,,וְהֵבִיא֙ אֶת־דָּמֹ֔ו אֶל־מִבֵּ֖ית לַפָּרֹ֑כֶת ,וְהֵבִיא֙ אֶת־דָּמֹ֔ו אֶל־מִבֵּ֖ית לַפָּרֹ֑כֶת ,וְהֵבִיא֙ אֶת־דָּמֹ֔ו אֶל־מִבֵּ֖ית לַפָּרֹ֑כֶת ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:15,Lev. 16:15,1,VO,0,,,0
62516,Leviticus 16:15,Leviticus,Leviticus,Law,SBH,instruction,Q,עָשָׂ֣ה,עשׂה,עשׂה,<FH[,make,wqtl,qal,p3,m,sg,d-,וְעָשָׂ֣ה אֶת־דָּמֹ֗ו ,וְעָשָׂ֣ה אֶת־דָּמֹ֗ו ,וְעָשָׂ֣ה אֶת־דָּמֹ֗ו כַּאֲשֶׁ֤ר עָשָׂה֙ לְדַ֣ם הַפָּ֔ר ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:15,Lev. 16:15,1,VO,0,,,0
62527,Leviticus 16:15,Leviticus,Leviticus,Law,SBH,instruction,Q,הִזָּ֥ה,הזה,נזה,NZH[,spatter,wqtl,hif,p3,m,sg,,וְהִזָּ֥ה אֹתֹ֛ו עַל־הַכַּפֹּ֖רֶת ,וְהִזָּ֥ה אֹתֹ֛ו עַל־הַכַּפֹּ֖רֶת ,וְהִזָּ֥ה אֹתֹ֛ו עַל־הַכַּפֹּ֖רֶת וְלִפְנֵ֥י הַכַּפֹּֽרֶת׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:15,Lev. 16:15,1,VO,0,,,0
62538,Leviticus 16:16,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֣ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֣ר עַל־הַקֹּ֗דֶשׁ מִטֻּמְאֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וּמִפִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,וְכִפֶּ֣ר עַל־הַקֹּ֗דֶשׁ מִטֻּמְאֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וּמִפִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,וְכִפֶּ֣ר עַל־הַקֹּ֗דֶשׁ מִטֻּמְאֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וּמִפִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:16,Lev. 16:16,0,,0,,,0
62582,Leviticus 16:17,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֤ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֤ר בַּעֲדֹו֙ וּבְעַ֣ד בֵּיתֹ֔ו וּבְעַ֖ד כָּל־קְהַ֥ל יִשְׂרָאֵֽל׃ ,וְכִפֶּ֤ר בַּעֲדֹו֙ וּבְעַ֣ד בֵּיתֹ֔ו וּבְעַ֖ד כָּל־קְהַ֥ל יִשְׂרָאֵֽל׃ ,וְכִפֶּ֤ר בַּעֲדֹו֙ וּבְעַ֣ד בֵּיתֹ֔ו וּבְעַ֖ד כָּל־קְהַ֥ל יִשְׂרָאֵֽל׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:17,Lev. 16:17,0,,0,,,0
62593,Leviticus 16:18,Leviticus,Leviticus,Law,SBH,instruction,Q,יָצָ֗א,יצא,יצא,JY>[,go out,wqtl,qal,p3,m,sg,-p,וְיָצָ֗א אֶל־הַמִּזְבֵּ֛חַ ,וְיָצָ֗א אֶל־הַמִּזְבֵּ֛חַ ,וְיָצָ֗א אֶל־הַמִּזְבֵּ֛חַ אֲשֶׁ֥ר לִפְנֵֽי־יְהוָ֖ה ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:18,Lev. 16:18,0,,0,,,0
62602,Leviticus 16:18,Leviticus,Leviticus,Law,SBH,instruction,Q,כִפֶּ֣ר,כפר,כפר,KPR[,cover,wqtl,piel,p3,m,sg,,וְכִפֶּ֣ר עָלָ֑יו ,וְכִפֶּ֣ר עָלָ֑יו ,וְכִפֶּ֣ר עָלָ֑יו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:18,Lev. 16:18,0,,0,,,0
62605,Leviticus 16:18,Leviticus,Leviticus,Law,SBH,instruction,Q,לָקַ֞ח,לקח,לקח,LQX[,take,wqtl,qal,p3,m,sg,-c,וְלָקַ֞ח מִדַּ֤ם הַפָּר֙ וּמִדַּ֣ם הַשָּׂעִ֔יר ,וְלָקַ֞ח מִדַּ֤ם הַפָּר֙ וּמִדַּ֣ם הַשָּׂעִ֔יר ,וְלָקַ֞ח מִדַּ֤ם הַפָּר֙ וּמִדַּ֣ם הַשָּׂעִ֔יר ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:18,Lev. 16:18,0,,0,,,0
62616,Leviticus 16:18,Leviticus,Leviticus,Law,SBH,instruction,Q,נָתַ֛ן,נתן,נתן,NTN[,give,wqtl,qal,p3,m,sg,-p,וְנָתַ֛ן עַל־קַרְנֹ֥ות הַמִּזְבֵּ֖חַ סָבִֽיב׃ ,וְנָתַ֛ן עַל־קַרְנֹ֥ות הַמִּזְבֵּ֖חַ סָבִֽיב׃ ,וְנָתַ֛ן עַל־קַרְנֹ֥ות הַמִּזְבֵּ֖חַ סָבִֽיב׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:18,Lev. 16:18,0,,0,,,0
62623,Leviticus 16:19,Leviticus,Leviticus,Law,SBH,instruction,Q,הִזָּ֨ה,הזה,נזה,NZH[,spatter,wqtl,hif,p3,m,sg,,וְהִזָּ֨ה עָלָ֧יו מִן־הַדָּ֛ם בְּאֶצְבָּעֹ֖ו שֶׁ֣בַע פְּעָמִ֑ים ,וְהִזָּ֨ה עָלָ֧יו מִן־הַדָּ֛ם בְּאֶצְבָּעֹ֖ו שֶׁ֣בַע פְּעָמִ֑ים ,וְהִזָּ֨ה עָלָ֧יו מִן־הַדָּ֛ם בְּאֶצְבָּעֹ֖ו שֶׁ֣בַע פְּעָמִ֑ים ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:19,Lev. 16:19,0,,0,,,0
62633,Leviticus 16:19,Leviticus,Leviticus,Law,SBH,instruction,Q,טִהֲרֹ֣ו,טהרו,טהר,VHR[,be clean,wqtl,piel,p3,m,sg,,וְטִהֲרֹ֣ו ,וְטִהֲרֹ֣ו ,וְטִהֲרֹ֣ו ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:19,Lev. 16:19,1,VO?,0,,,0
62635,Leviticus 16:19,Leviticus,Leviticus,Law,SBH,instruction,Q,קִדְּשֹׁ֔ו,קדשׁו,קדשׁ,QDC[,be holy,wqtl,piel,p3,m,sg,,וְקִדְּשֹׁ֔ו מִטֻּמְאֹ֖ת בְּנֵ֥י יִשְׂרָאֵֽל׃ ,וְקִדְּשֹׁ֔ו מִטֻּמְאֹ֖ת בְּנֵ֥י יִשְׂרָאֵֽל׃ ,וְקִדְּשֹׁ֔ו מִטֻּמְאֹ֖ת בְּנֵ֥י יִשְׂרָאֵֽל׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:19,Lev. 16:19,1,VO?,0,,,0
62641,Leviticus 16:20,Leviticus,Leviticus,Law,SBH,instruction,Q,כִלָּה֙,כלה,כלה,KLH[,be complete,wqtl,piel,p3,m,sg,,וְכִלָּה֙ ,וְכִלָּה֙ ,וְכִלָּה֙ מִכַּפֵּ֣ר אֶת־הַקֹּ֔דֶשׁ וְאֶת־אֹ֥הֶל מֹועֵ֖ד וְאֶת־הַמִּזְבֵּ֑חַ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:20,Lev. 16:20,0,,0,,,0
62656,Leviticus 16:20,Leviticus,Leviticus,Law,SBH,instruction,Q,הִקְרִ֖יב,הקריב,קרב,QRB[,approach,wqtl,hif,p3,m,sg,,וְהִקְרִ֖יב אֶת־הַשָּׂעִ֥יר הֶחָֽי׃ ,וְהִקְרִ֖יב אֶת־הַשָּׂעִ֥יר הֶחָֽי׃ ,וְהִקְרִ֖יב אֶת־הַשָּׂעִ֥יר הֶחָֽי׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:20,Lev. 16:20,1,VO,0,,,0
62663,Leviticus 16:21,Leviticus,Leviticus,Law,SBH,instruction,Q,סָמַ֨ךְ,סמך,סמך,SMK[,support,wqtl,qal,p3,m,sg,dc,וְסָמַ֨ךְ אַהֲרֹ֜ן אֶת־שְׁתֵּ֣י יָדָ֗יו עַ֨ל רֹ֣אשׁ הַשָּׂעִיר֮ הַחַי֒ ,וְסָמַ֨ךְ אַהֲרֹ֜ן אֶת־שְׁתֵּ֣י יָדָ֗יו עַ֨ל רֹ֣אשׁ הַשָּׂעִיר֮ הַחַי֒ ,וְסָמַ֨ךְ אַהֲרֹ֜ן אֶת־שְׁתֵּ֣י יָדָ֗יו עַ֨ל רֹ֣אשׁ הַשָּׂעִיר֮ הַחַי֒ ,NQ,WQtX,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:21,Lev. 16:21,1,VO,0,,,0
62675,Leviticus 16:21,Leviticus,Leviticus,Law,SBH,instruction,Q,הִתְוַדָּ֣ה,התודה,ידה,JDH[,praise,wqtl,hit,p3,m,sg,,וְהִתְוַדָּ֣ה עָלָ֗יו אֶת־כָּל־עֲוֹנֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וְאֶת־כָּל־פִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,וְהִתְוַדָּ֣ה עָלָ֗יו אֶת־כָּל־עֲוֹנֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וְאֶת־כָּל־פִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,וְהִתְוַדָּ֣ה עָלָ֗יו אֶת־כָּל־עֲוֹנֹת֙ בְּנֵ֣י יִשְׂרָאֵ֔ל וְאֶת־כָּל־פִּשְׁעֵיהֶ֖ם לְכָל־חַטֹּאתָ֑ם ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:21,Lev. 16:21,1,VO,0,,,0
62690,Leviticus 16:21,Leviticus,Leviticus,Law,SBH,instruction,Q,נָתַ֤ן,נתן,נתן,NTN[,give,wqtl,qal,p3,m,sg,dc,וְנָתַ֤ן אֹתָם֙ עַל־רֹ֣אשׁ הַשָּׂעִ֔יר ,וְנָתַ֤ן אֹתָם֙ עַל־רֹ֣אשׁ הַשָּׂעִ֔יר ,וְנָתַ֤ן אֹתָם֙ עַל־רֹ֣אשׁ הַשָּׂעִ֔יר ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:21,Lev. 16:21,1,VO,0,,,0
62697,Leviticus 16:21,Leviticus,Leviticus,Law,SBH,instruction,Q,שִׁלַּ֛ח,שׁלח,שׁלח,CLX[,send,wqtl,piel,p3,m,sg,,וְשִׁלַּ֛ח בְּיַד־אִ֥ישׁ עִתִּ֖י הַמִּדְבָּֽרָה׃ ,וְשִׁלַּ֛ח בְּיַד־אִ֥ישׁ עִתִּ֖י הַמִּדְבָּֽרָה׃ ,וְשִׁלַּ֛ח בְּיַד־אִ֥ישׁ עִתִּ֖י הַמִּדְבָּֽרָה׃ ,NQ,WQt0,W,Main,_W_V,0,_W_,_conj_,_W_,Lev 16:21,Lev. 16:21,0,,0,,,0
