bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree
277708,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
277712,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
277745,VBP|VBN,VBP|VBN,PRES,PRES,VBP|VBN,VBP|VBN,PRES,PRES,1,PRES,PRES,1,1
277776,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
277782,PRP|MD|VB|VB|RP,VB|VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
277790,PRP|MD|VB|VB,VB|VB,FUT,FUT,PRP|MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
277805,PRP|MD|VB,VB,FUT,FUT,,,,,0,,,0,0
277841,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
278248,RB|VBP,VBP,PRES,PRES,MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278264,VB|RB,VB,PRES,PRES,PRP|MD|VB|NN,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278281,PRP|VBP|PRP|JJ,VBP,PRES,PRES,PRP|MD|VB|PRP$|NNS,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278285,VBD|IN|PRP$|NN,VBD,PRES,PRES,MD|VB|RP,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278288,PRP|VBP,VBP,PRES,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278296,PRP|VBP,VBP,PRES,PRES,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278302,NN,,,,VBP,VBP,PRES,PRES,0,,,0,0
278465,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278471,VB,VB,MOD shall,MOD shall,VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278478,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278528,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
278580,PRP|VBD,VBD,PAST,PAST,PRP|VBD,VBD,PAST,PAST,1,PAST,PAST,1,1
278698,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
278707,PRP|MD|VB|PRP$|NN,VB,FUT,FUT,PRP|MD|VB|NN,VB,FUT,FUT,1,FUT,FUT,1,1
278711,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278720,VB|PRP$|NN,VB,PRES,PRES,VBP|PRP|JJ,VBP,PRES,PRES,1,PRES,PRES,1,1
278723,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278731,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278741,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278764,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278785,VB|PRP$|NN,VB,PRES,PRES,PRP|MD|VB|PRP|JJ,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
278792,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278802,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278807,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278810,NN,,,,NN,,,,0,,,0,0
278813,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278827,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278869,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
278896,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278901,VB|VBP,VB|VBP,FUT,FUT,VB|VBP,VB|VBP,FUT,FUT,1,FUT,FUT,1,1
278907,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
278920,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
278952,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
278974,VBD,VBD,PAST,PAST,PRP|VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1
278984,VBD|VB,VBD|VB,PAST,PAST,VBD|VBN,VBD|VBN,PAST,PAST,1,PAST,PAST,1,1
278998,MD|VB|RP,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279004,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279012,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279030,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279061,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279081,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279088,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279111,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
279116,VB|RB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279124,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279141,PRP|MD|VB|JJ,VB,FUT,FUT,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
279163,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279239,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279242,VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279245,VB,VB,MOD shall,MOD shall,VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279248,PRP|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
279285,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279300,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
279329,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279339,VBZ|VBN|RB,VBZ|VBN,PRES,PRES,MD|VB|VBN|RB,VB|VBN,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
279342,VBP|VBN|RP,VBP|VBN,PRES,PRES,VBN|RP,VBN,,,0,,,0,0
279369,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279373,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279387,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279400,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279410,VBP|VBN,VBP|VBN,PRES,PRES,VBP|VBN,VBP|VBN,PRES,PRES,1,PRES,PRES,1,1
279432,MD|VB,VB,MOD shall,MOD shall,MD|VB|NN|IN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279446,PRP|MD|VB|DT|NN,VB,FUT,FUT,PRP|MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
279467,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279472,VB,VB,MOD shall,MOD shall,VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279478,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
279482,MD|VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279490,PRP|MD|VB|NN,VB,FUT,FUT,PRP|MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
279505,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279508,VB|DT|NN,VB,FUT,FUT,VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
279521,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279527,PRP|MD|VB|DT|NN,VB,FUT,FUT,PRP|MD|VB|NN,VB,FUT,FUT,1,FUT,FUT,1,1
279531,MD|VB,VB,FUT,FUT,VBD,VBD,,,0,,,0,0
279536,MD|VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279541,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
279548,VBD|RP,VBD,,,VBD|RP,VBD,,,0,,,0,0
279553,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279596,MD|VB|IN|DT|NN,VB,MOD shall,MOD shall,MD|VB|IN|DT|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279610,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279615,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279677,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279688,PRP|MD|VB|VB,VB|VB,FUT,FUT,VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
279695,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279702,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279707,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279713,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279719,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279724,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279730,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279740,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
279752,PRP|VBZ|RP,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
279758,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279765,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
279771,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
279961,VBD|JJ,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1
280155,PRP|MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN|RP,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280207,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
280237,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280246,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
280250,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280260,MD|VB|TO|VB,VB|VB,FUT,FUT,PRP|MD|VB|VBP,VB|VBP,FUT,FUT,1,FUT,FUT,1,1
280267,PRP|MD|VB,VB,FUT,FUT,VB|PRP,VB,FUT,FUT,1,FUT,FUT,1,1
280274,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280281,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
280286,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280299,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280304,VB|JJ,VB,FUT,FUT,VBD,VBD,,,0,,,0,0
280326,VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280334,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280350,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,PRP|MD|VB|TO|VB|VBN,VB|VB|VBN,FUT,FUT,1,FUT,FUT,1,1
280365,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280392,PRP|MD|VB|TO|VB,VB|VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280397,MD|VB,VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280401,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280450,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
280457,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280759,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT,FUT,1,1
280780,PRP|MD|VB|VBN|TO|VB,VB|VBN|VB,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
280808,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
280816,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
280825,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
280831,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
280840,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
280845,VBZ,VBZ,PRES,PRES,VB,VB,TO INF,TO INF,1,PRES ~ TO INF,PRES ~ TO INF,0,0
280850,,,,,VBZ,VBZ,PRES,PRES,0,,,0,0
280933,PRP|VBP,VBP,PRES,PRES,VB,VB,IMPV,IMPV,1,IMPV ~ PRES,IMPV ~ PRES,0,0
280938,PRP|MD|VB|VBG,VB|VBG,MOD shall,MOD shall,VB|VBG,VB|VBG,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
281035,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
281098,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
281120,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ|RB,VBZ,PRES,PRES,1,PRES,PRES,1,1
281124,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
281160,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
281178,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
281181,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
281190,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
281198,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
281387,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281395,MD|VB|IN|DT|NN,VB,MOD shall,MOD shall,MD|VB|IN|DT|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
281399,MD|VB|JJ,VB,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
281406,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281441,VBP,VBP,PRES,PRES,VBG,VBG,PRES PART,PRES PART,1,PRES ~ PRES PART,PRES ~ PRES PART,0,0
281474,PRP|VBP,VBP,PRES,PRES,VB,VB,TO INF,TO INF,1,PRES ~ TO INF,PRES ~ TO INF,0,0
281503,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
281516,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281537,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
281716,PRP|MD|VB,VB,FUT,FUT,MD|VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
281722,VB|DT|NN,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281734,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281752,MD|VB|IN,VB,FUT,FUT,MD|VB|IN,VB,FUT,FUT,1,FUT,FUT,1,1
281756,MD|VB|RP,VB,FUT,FUT,VB|IN,VB,FUT,FUT,1,FUT,FUT,1,1
281773,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281788,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
281793,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
281798,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281802,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281942,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281972,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281982,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281988,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
281993,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282024,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282029,VB,VB,FUT,FUT,VBD,VBD,,,0,,,0,0
282036,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1
282043,VB,VB,MOD may,MOD may,VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1
282048,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282055,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
282064,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282076,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282082,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282092,VB,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
282113,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282120,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282142,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282186,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
282197,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
282201,PRP|MD|VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
282213,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282258,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282267,PRP|MD|VB|RP,VB,FUT,FUT,VBD|RP,VBD,,,0,,,0,0
282273,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282295,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282313,PRP|MD|VB|NN|IN,VB,FUT,FUT,PRP|MD|VB|NN|IN,VB,FUT,FUT,1,FUT,FUT,1,1
282325,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282337,PRP|MD|VB|PRP|VBN,VB|VBN,FUT,FUT,PRP|MD|VB|PRP|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
282343,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282369,VBD,VBD,PAST,PAST,VBD|IN|NN,VBD,PAST,PAST,1,PAST,PAST,1,1
282407,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282420,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
282446,VB,VB,IMPV,IMPV,VBP,VBP,IMPV,IMPV,1,IMPV,IMPV,1,1
282569,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
282639,PRP|MD|VB,VB,FUT,FUT,MD|VB|IN|NN,VB,FUT,FUT,1,FUT,FUT,1,1
282642,PRP|MD|VB|VBN,VB|VBN,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282644,VBN,VBN,,,VBN,VBN,,,0,,,0,0
282646,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
282654,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282662,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
282668,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282670,VB|JJ,VB,MOD shall,MOD shall,VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282672,PRP|MD|VB|TO|VB|VBN,VB|VB|VBN,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282677,MD|VB|JJR|NN,VB,FUT,FUT,MD|VB|VB,VB|VB,FUT,FUT,1,FUT,FUT,1,1
282681,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282686,PRP|MD|VB|VB,VB|VB,MOD let,MOD let,PRP|MD|VB|TO|VB,VB|VB,FUT,FUT,1,FUT ~ MOD let,FUT ~ MOD let,0,0
282693,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282695,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282884,PRP|MD|VB|DT|NN,VB,FUT,FUT,PRP|MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
282899,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282914,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282920,VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282927,VB,VB,FUT,FUT,VB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
282932,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282937,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
282948,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
282959,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
