bhsa_node,esv_tags,esv_VBtags,esv_TAM,esv_TAMsimp,niv_tags,niv_VBtags,niv_TAM,niv_TAMsimp,eng_fullparse,eng_TAM,eng_TAMsimp,eng_agree,eng_simp_agree
29929,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
29989,VB|RB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
29994,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
30051,PRP|MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
30055,MD|VB,VB,MOD shall,MOD shall,VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
30064,VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
30104,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
30108,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
30124,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
30135,,,,,,,,,0,,,0,0
30142,MD|VB,VB,MOD shall,MOD shall,VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
30158,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
30165,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
30299,,,,,,,,,0,,,0,0
30314,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1
30322,,,,,,,,,0,,,0,0
30339,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
30345,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
30349,,,,,,,,,0,,,0,0
30358,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
30427,VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
30466,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
30468,PRP|MD|VB|JJ,VB,FUT,FUT,MD|VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
30472,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
30475,VBD,VBD,MOD shall,MOD shall,VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
30490,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
30496,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
30503,,,,,PRP|MD|VB,VB,FUT,FUT,0,,,0,0
30627,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
30643,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
30911,PRP|VBP|VB,VBP|VB,PRES,PRES,PRP|VBP|VBG,VBP|VBG,PRES PROG,PRES PROG,1,PRES ~ PRES PROG,PRES ~ PRES PROG,0,0
30952,VB,VB,MOD let,MOD let,VB,VB,MOD let,MOD let,1,MOD let,MOD let,1,1
31122,NN,,,,NN,,,,0,,,0,0
31342,PRP|MD|VB|RP,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
31349,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31354,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31364,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31370,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31375,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
31388,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31408,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31812,VB|VBP,VB|VBP,TO INF,TO INF,VB|VB,VB|VB,MOD let,MOD let,1,MOD let ~ TO INF,MOD let ~ TO INF,0,0
31825,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
31840,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
31846,VB,VB,FUT,FUT,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
31860,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
31872,VB|RP,VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
31926,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
32040,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
32058,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
32108,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB|VBN,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32120,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
32124,MD|VB|JJ,VB,FUT,FUT,MD|RB|VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
32164,EX|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32321,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
32347,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32352,MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32354,,,,,,,,,0,,,0,0
32528,MD|VB|RB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32633,PRP|MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0
32743,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
32774,MD|VB|VBN,VB|VBN,MOD shall,MOD shall,MD|VB|JJ,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
32788,PRP|MD|VB|RB,VB,FUT,FUT,PRP|MD|VB|RB,VB,FUT,FUT,1,FUT,FUT,1,1
32816,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
32905,NN,,,,VB|NNS,VB,TO INF,TO INF,0,,,0,0
32920,VB,VB,TO INF,TO INF,VB|NNS,VB,TO INF,TO INF,1,TO INF,TO INF,1,1
32944,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
32948,MD|VB,VB,MOD may,MOD may,MD|VB,VB,FUT,FUT,1,FUT ~ MOD may,FUT ~ MOD may,0,0
33030,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
33083,MD|VB|DT|NN,VB,FUT,FUT,MD|VB|DT|NN,VB,FUT,FUT,1,FUT,FUT,1,1
33177,VB,VB,MOD let,MOD let,VB|VB,VB|VB,IMPV,IMPV,1,IMPV ~ MOD let,IMPV ~ MOD let,0,0
33185,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
33193,VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
33294,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
33435,VBZ,VBZ,PRES,PRES,MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
33440,MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
33828,PRP|MD|VB,VB,MOD may,MOD may,PRP|MD|VB,VB,MOD may,MOD may,1,MOD may,MOD may,1,1
33874,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
33888,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
33900,PRP|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
33912,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
34377,PRP|MD|VB,VB,MOD may,MOD may,VB,VB,TO INF,TO INF,1,MOD may ~ TO INF,MOD may ~ TO INF,0,0
34542,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
34568,EX|MD|VB,VB,MOD shall,MOD shall,EX|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
34609,MD|VB|RP,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
34615,VB|RP,VB,MOD shall,MOD shall,VBG|RP,VBG,PRES PART,PRES PART,1,MOD shall ~ PRES PART,MOD shall ~ PRES PART,0,0
34747,MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
34782,,,,,,,,,0,,,0,0
34796,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
34806,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
34811,VBD,VBD,MOD shall,MOD shall,VBD,VBD,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
34828,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
34894,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
34903,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
34913,PRP|MD|VB,VB,FUT,FUT,VB|RP,VB,FUT,FUT,1,FUT,FUT,1,1
34934,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
34947,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
34952,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
34967,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
34976,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
35005,MD|VB|VBN|RP,VB|VBN,MOD shall,MOD shall,MD|VB|VBN|RP,VB|VBN,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
35055,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35073,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35122,MD|VB|VBN|RP,VB|VBN,FUT,FUT,MD|VB|VBN|RP,VB|VBN,MOD must,MOD must,1,FUT ~ MOD must,FUT ~ MOD must,0,0
35169,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
35173,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
35182,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
35209,MD|VB|RP,VB,FUT,FUT,VBZ|IN,VBZ,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
35216,PRP|VBZ,VBZ,PRES,PRES,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ PRES,FUT ~ PRES,0,0
35229,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
35246,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35261,,,,,,,,,0,,,0,0
35275,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35282,,,,,,,,,0,,,0,0
35294,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35434,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
35649,PRP|VBP|VBN,VBP|VBN,PRES PERF,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES PERF,PRES PERF,1,PRES PERF,PRES PERF,1,1
35689,MD|VB,VB,MOD would,MOD would,VBZ|TO|VB,VBZ|VB,PRES,PRES,1,MOD would ~ PRES,MOD would ~ PRES,0,0
35703,PRP|MD|VB,VB,MOD shall,MOD shall,,,,,0,,,0,0
35829,,,,,,,,,0,,,0,0
35862,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
35906,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
35927,PRP|MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
35953,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
35965,,,,,,,,,0,,,0,0
35981,MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
35984,PRP|MD|VB|RB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB|RP,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
36014,PRP|MD|VB|NN,VB,MOD shall,MOD shall,VB|NN,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
36023,,,,,,,,,0,,,0,0
36033,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
36084,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
36131,VB,VB,MOD lest,MOD lest,VB,VB,MOD might,MOD might,1,MOD lest ~ MOD might,MOD lest ~ MOD might,0,0
36172,PRP|MD|VB|RP,VB,MOD shall,MOD shall,PRP|MD|VB|RP,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
36264,MD|VB,VB,FUT,FUT,MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
36279,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
36284,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
36295,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
36578,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
37308,VB|NN,VB,FUT,FUT,PRP|VBP|NN,VBP,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
37312,VB,VB,FUT,FUT,VB,VB,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
37451,MD|VB|RP,VB,MOD shall,MOD shall,VBP|TO|VB|IN,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
37455,VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
37469,,,,,,,,,0,,,0,0
37476,PRP|VBP,VBP,PRES,PRES,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ PRES,MOD is to ~ PRES,0,0
37481,PRP|MD|VB,VB,FUT,FUT,DT|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,FUT ~ MOD is to,FUT ~ MOD is to,0,0
37499,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
37510,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
37634,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
37814,VBD|JJ,VBD,PAST,PAST,VBD|JJ,VBD,PAST,PAST,1,PAST,PAST,1,1
37818,PRP|VBD,VBD,PAST,PAST,PRP|VBD|RB,VBD,PAST,PAST,1,PAST,PAST,1,1
38222,PRP|VBP|JJ|TO|VB,VBP|VB,PRES,PRES,PRP|VBP|JJ|TO|VB,VBP|VB,PRES,PRES,1,PRES,PRES,1,1
38251,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
38263,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
38268,MD|VB|IN,VB,MOD shall,MOD shall,MD|VB|IN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
38272,MD|VB,VB,FUT,FUT,VB,VB,TO INF,TO INF,1,FUT ~ TO INF,FUT ~ TO INF,0,0
38366,,,,,,,,,0,,,0,0
38373,VBD,VBD,PAST,PAST,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0
38381,VBD,VBD,PAST,PAST,VBD|VBG,VBD|VBG,PAST PROG,PAST PROG,1,PAST ~ PAST PROG,PAST ~ PAST PROG,0,0
38802,PRP|VBP,VBP,PRES,PRES,PRP|VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
38809,PRP|VBP|VB,VBP|VB,PRES,PRES,VB,VB,PRES,PRES,1,PRES,PRES,1,1
38868,VBP,VBP,MOD shall,MOD shall,VBP,VBP,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
38877,PRP|MD|VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
38887,VB|VB,VB|VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
38916,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
38928,VB|PRP|VB,VB|VB,MOD let,MOD let,VBP|PRP|VB|IN|NNS,VBP|VB,IMPV,IMPV,1,IMPV ~ MOD let,IMPV ~ MOD let,0,0
38936,,,,,,,,,0,,,0,0
38957,PRP|MD|VB|DT|NN,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
38967,MD|VB,VB,FUT,FUT,VBZ,VBZ,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
38970,PRP|MD|VB|JJ,VB,FUT,FUT,PRP|MD|VB|JJ,VB,FUT,FUT,1,FUT,FUT,1,1
39020,PRP|VBD,VBD,PAST,PAST,PRP|VBD|IN|NNS,VBD,PAST,PAST,1,PAST,PAST,1,1
39142,VB,VB,FUT,FUT,VB,VB,PRES,PRES,1,FUT ~ PRES,FUT ~ PRES,0,0
39146,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
39265,VB,VB,IMPV,IMPV,VB,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
39271,VB|PRP|VB,VB|VB,MOD let,MOD let,VBP|PRP|VB,VBP|VB,IMPV,IMPV,1,IMPV ~ MOD let,IMPV ~ MOD let,0,0
39274,VB,VB,MOD let,MOD let,VB,VB,IMPV,IMPV,1,IMPV ~ MOD let,IMPV ~ MOD let,0,0
39298,PRP|MD|VB|NNS,VB,MOD shall,MOD shall,VB|NNS,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
39517,VBP,VBP,PRES,PRES,VBP,VBP,PRES,PRES,1,PRES,PRES,1,1
39558,VB,VB,IMPV,IMPV,VBD|RB|IN|JJ,VBD,,,0,,,0,0
39566,VB|RP,VB,IMPV,IMPV,VB|RP,VB,IMPV,IMPV,1,IMPV,IMPV,1,1
39721,VB,VB,MOD shall,MOD shall,VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
39963,VB,VB,MOD shall,MOD shall,VB,VB,IMPV,IMPV,1,IMPV ~ MOD shall,IMPV ~ MOD shall,0,0
39986,VB,VB,FUT,FUT,VB,VB,FUT,FUT,1,FUT,FUT,1,1
40051,MD|VB|RP,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
40060,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40095,MD|VB,VB,MOD shall,MOD shall,MD|VB,VB,MOD must,MOD must,1,MOD must ~ MOD shall,MOD must ~ MOD shall,0,0
40101,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|MD|VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
40110,MD|VB|RP,VB,MOD shall,MOD shall,VB,VB,MOD shall,MOD shall,1,MOD shall,MOD shall,1,1
40118,PRP|MD|VB|NN,VB,MOD shall,MOD shall,PRP|MD|VB|NN,VB,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
40144,PRP|MD|VB|VB|VBN,VB|VB|VBN,MOD let,MOD let,PRP|MD|VB|VB|VBN,VB|VB|VBN,MOD let,MOD let,1,MOD let,MOD let,1,1
40184,PRP|MD|VB|RB,VB,MOD shall,MOD shall,PRP|VBZ|TO|VB,VBZ|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
40191,PRP|VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40205,PRP|MD|VB,VB,FUT,FUT,PRP|MD|VB,VB,FUT,FUT,1,FUT,FUT,1,1
40238,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40240,VBD,VBD,PAST,PAST,PRP|VBZ|VBN,VBZ|VBN,PRES,PRES,1,PAST ~ PRES,PAST ~ PRES,0,0
40257,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40270,VBZ,VBZ,PRES,PRES,VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1
40276,VBZ,VBZ,PRES,PRES,VBZ|RB,VBZ,PRES,PRES,1,PRES,PRES,1,1
40283,PRP|MD|VB|JJ,VB,MOD shall,MOD shall,MD|RB|VB|VBN|JJ,VB|VBN,FUT,FUT,1,FUT ~ MOD shall,FUT ~ MOD shall,0,0
40305,DT|NN|VBZ,VBZ,PRES,PRES,DT|NN|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40326,VB,VB,PRES,PRES,VBD,VBD,PAST,PAST,1,PAST ~ PRES,PAST ~ PRES,0,0
40330,VBP|RP,VBP,PRES,PRES,VBZ|NN|RB,VBZ,PRES,PRES,1,PRES,PRES,1,1
40346,PRP|MD|VB,VB,MOD shall,MOD shall,VBZ,VBZ,PRES,PRES,1,MOD shall ~ PRES,MOD shall ~ PRES,0,0
40354,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
40391,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40422,NN,,,,NN,,,,0,,,0,0
40446,VBZ|VBN|VBN,VBZ|VBN|VBN,PRES PERF,PRES PERF,VBZ|VBN|VBN,VBZ|VBN|VBN,PRES PERF,PRES PERF,1,PRES PERF,PRES PERF,1,1
40453,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40469,PRP|MD|VB,VB,MOD shall,MOD shall,VBG,VBG,PRES PART,PRES PART,1,MOD shall ~ PRES PART,MOD shall ~ PRES PART,0,0
40521,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40548,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40550,PRP|MD|VB,VB,MOD shall,MOD shall,PRP|VBP|TO|VB,VBP|VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
40557,VB,VB,MOD shall,MOD shall,VB,VB,MOD is to,MOD is to,1,MOD is to ~ MOD shall,MOD is to ~ MOD shall,0,0
40597,VBZ,VBZ,PRES,PRES,VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
40620,VBZ|VBN,VBZ|VBN,PRES,PRES,VBZ|VBN,VBZ|VBN,PRES,PRES,1,PRES,PRES,1,1
40622,PRP|VBZ,VBZ,PRES,PRES,PRP|VBZ,VBZ,PRES,PRES,1,PRES,PRES,1,1
