bhsa_node,mother_clause,mother_type,mother_verbtype,mother_rela,mother_domain2,daught_clause,daught_type,daught_verbtype,daught_rela,daught_domain2
297540,בָּ֤א הַקֵּץ֙ אֶל־עַמִּ֣י יִשְׂרָאֵ֔ל ,ZQtX,qtl,Main,Q,עֲבֹ֥ור לֹֽו׃ ,InfC,infc,SubArg,Q
297577,לֵאמֹ֗ר ,InfC,infc,SubAdv,Q,וְנַשְׁבִּ֣ירָה שֶּׁ֔בֶר ,WYq0,yqtl,Main,Q
297581,מָתַ֞י יַעֲבֹ֤ר הַחֹ֨דֶשׁ֙ ,xYqX,yqtl,Main,Q,,,,,
297587,וְהַשַּׁבָּ֖ת ,Ellp,Ø,Main,Q,לְהַקְטִ֤ין אֵיפָה֙ ,InfC,infc,SubAdv,Q
297615,וְנִפְתְּחָה־בָּ֑ר ,WYq0,yqtl,Main,Q,,,,,
297622,נִשְׁבַּ֥ע יְהוָ֖ה בִּגְאֹ֣ון יַעֲקֹ֑ב ,ZQtX,qtl,Main,Q,,,,,
297631,שִׁמְעוּ־זֹ֕את ,ZIm0,impv,Main,Q,וְאָבַ֖ל כָּל־,WQtX,wqtl,Main,Q
297750,וְנָעוּ֙ מִיָּ֣ם עַד־יָ֔ם ,WQt0,wqtl,Main,Q,,,,,
297758,וְנָעוּ֙ מִיָּ֣ם עַד־יָ֔ם ,WQt0,wqtl,Main,Q,,,,,
297764,הִנֵּ֣ה׀ יָמִ֣ים בָּאִ֗ים ,Ptcp,ptcp,Main,Q,הַנִּשְׁבָּעִים֙ בְּאַשְׁמַ֣ת שֹֽׁמְרֹ֔ון ,Ptcp,ptcp,SubMod,Q
297794,וְנָפְל֖וּ ,WQt0,wqtl,Main,Q,,,,,
297809,הַ֨ךְ הַכַּפְתֹּ֜ור ,ZIm0,impv,Main,Q,וּבְצַ֨עַם֙ בְּרֹ֣אשׁ כֻּלָּ֔ם ,InfC,infc,Main,Q
297822,הַ֨ךְ הַכַּפְתֹּ֜ור ,ZIm0,impv,Main,Q,,,,,
297824,הַ֨ךְ הַכַּפְתֹּ֜ור ,ZIm0,impv,Main,Q,וְלֹֽא־יִמָּלֵ֥ט לָהֶ֖ם פָּלִֽיט׃ ,WxYX,yqtl,Main,Q
297829,לֹֽא־יָנ֤וּס לָהֶם֙ נָ֔ס ,xYqX,yqtl,Main,Q,,,,,
297833,לֹֽא־יָנ֤וּס לָהֶם֙ נָ֔ס ,xYqX,yqtl,Main,Q,מִשָּׁ֖ם יָדִ֣י תִקָּחֵ֑ם ,XYqt,yqtl,Main,Q
297839,אִם־יַחְתְּר֣וּ בִשְׁאֹ֔ול ,xYq0,yqtl,SubAdv,Q,,,,,
297842,אִם־יַחְתְּר֣וּ בִשְׁאֹ֔ול ,xYq0,yqtl,SubAdv,Q,מִשָּׁ֖ם אֹורִידֵֽם׃ ,xYq0,yqtl,Main,Q
297847,וְאִֽם־יַעֲלוּ֙ הַשָּׁמַ֔יִם ,WxY0,yqtl,SubAdv,Q,,,,,
297850,וְאִֽם־יַעֲלוּ֙ הַשָּׁמַ֔יִם ,WxY0,yqtl,SubAdv,Q,מִשָּׁ֥ם אֲחַפֵּ֖שׂ ,xYq0,yqtl,Main,Q
297857,וְאִם־יֵחָֽבְאוּ֙ בְּרֹ֣אשׁ הַכַּרְמֶ֔ל ,WxY0,yqtl,SubAdv,Q,וּלְקַחְתִּ֑ים ,WQt0,wqtl,Main,Q
297862,וְאִם־יֵחָֽבְאוּ֙ בְּרֹ֣אשׁ הַכַּרְמֶ֔ל ,WxY0,yqtl,SubAdv,Q,מִשָּׁ֛ם אֲצַוֶּ֥ה אֶת־הַנָּחָ֖שׁ ,xYq0,yqtl,Main,Q
297872,וְאִם־יִסָּ֨תְר֜וּ מִנֶּ֤גֶד עֵינַי֙ בְּקַרְקַ֣ע הַיָּ֔ם ,WxY0,yqtl,SubAdv,Q,וּנְשָׁכָֽם׃ ,WQt0,wqtl,Main,Q
297880,וְאִם־יִסָּ֨תְר֜וּ מִנֶּ֤גֶד עֵינַי֙ בְּקַרְקַ֣ע הַיָּ֔ם ,WxY0,yqtl,SubAdv,Q,מִשָּׁ֛ם אֲצַוֶּ֥ה אֶת־הַחֶ֖רֶב ,xYq0,yqtl,Main,Q
297889,וְאִם־יֵלְכ֤וּ בַשְּׁבִי֙ לִפְנֵ֣י אֹֽיבֵיהֶ֔ם ,WxY0,yqtl,SubAdv,Q,וַהֲרָגָ֑תַם ,WQt0,wqtl,Main,Q
298006,הִנֵּ֞ה עֵינֵ֣י׀ אֲדֹנָ֣י יְהוִ֗ה בַּמַּמְלָכָה֙ הַֽחַטָּאָ֔ה ,NmCl,Ø,Main,Q,נְאֻם־יְהוָֽה׃ ,MSyn,Ø,Main,Q
298027,וַהֲנִעֹ֥ותִי בְכָֽל־הַגֹּויִ֖ם אֶת־בֵּ֣ית יִשְׂרָאֵ֑ל ,WQt0,wqtl,Main,Q,,,,,
298033,וַהֲנִעֹ֥ותִי בְכָֽל־הַגֹּויִ֖ם אֶת־בֵּ֣ית יִשְׂרָאֵ֑ל ,WQt0,wqtl,Main,Q,,,,,
298039,הִנֵּ֞ה עֵינֵ֣י׀ אֲדֹנָ֣י יְהוִ֗ה בַּמַּמְלָכָה֙ הַֽחַטָּאָ֔ה ,NmCl,Ø,Main,Q,הָאֹמְרִ֗ים ,Ptcp,ptcp,SubMod,Q
298046,הָאֹמְרִ֗ים ,Ptcp,ptcp,SubMod,Q,וְתַקְדִּ֛ים בַּעֲדֵ֖ינוּ הָרָעָֽה׃ ,WYq0,yqtl,Main,Q
298048,לֹֽא־תַגִּ֧ישׁ ,xYq0,yqtl,Main,Q,,,,,
298057,הֲלֹ֣וא כִבְנֵי֩ כֻשִׁיִּ֨ים אַתֶּ֥ם לִ֛י ,NmCl,Ø,Main,Q,הַנֹּפֶ֑לֶת ,Ptcp,ptcp,SubMod,Q
298069,בַּיֹּ֣ום הַה֔וּא אָקִ֛ים אֶת־סֻכַּ֥ת דָּוִ֖יד ,xYq0,yqtl,Main,Q,וּבְנִיתִ֖יהָ כִּימֵ֥י עֹולָֽם׃ ,WQt0,wqtl,Main,Q
298076,בַּיֹּ֣ום הַה֔וּא אָקִ֛ים אֶת־סֻכַּ֥ת דָּוִ֖יד ,xYq0,yqtl,Main,Q,אֲשֶׁר־נִקְרָ֥א שְׁמִ֖י עֲלֵיהֶ֑ם ,xQtX,qtl,SubMod,Q
298119,וְהִטִּ֤יפוּ הֶֽהָרִים֙ עָסִ֔יס ,WQtX,wqtl,Main,Q,,,,,
298152,וּנְטַעְתִּ֖ים עַל־אַדְמָתָ֑ם ,WQt0,wqtl,Main,Q,אֲשֶׁ֣ר נָתַ֣תִּי לָהֶ֔ם ,xQt0,qtl,SubMod,Q
298184,ק֛וּמוּ ,ZIm0,impv,Main,Q,,,,,
298211,אֹמֵ֣ר בְּלִבֹּ֔ו ,Ptcp,ptcp,Main,Q,,,,,
298214,הִנֵּ֥ה קָטֹ֛ן נְתַתִּ֖יךָ בַּגֹּויִ֑ם ,xQt0,qtl,Main,Q,וְאִם־בֵּ֥ין כֹּֽוכָבִ֖ים שִׂ֣ים קִנֶּ֑ךָ ,Ptcp,ptcp,SubAdv,Q
298226,אִם־תַּגְבִּ֣יהַּ כַּנֶּ֔שֶׁר ,xYq0,yqtl,SubAdv,Q,נְאֻם־יְהוָֽה׃ ,MSyn,Ø,Main,Q
298240,אִם־גַּנָּבִ֤ים בָּאֽוּ־לְךָ֙ ,XQtl,qtl,SubAdv,Q,,,,,
298248,אִם־בֹּֽצְרִים֙ בָּ֣אוּ לָ֔ךְ ,XQtl,qtl,SubAdv,Q,,,,,
298268,יָכְל֥וּ לְךָ֖ אַנְשֵׁ֣י שְׁלֹמֶ֑ךָ ,ZQtX,qtl,Main,Q,אֵ֥ין תְּבוּנָ֖ה בֹּֽו׃ ,NmCl,Ø,Main,Q
298298,תֵּימָ֑ן ,Voct,Ø,Main,Q,,,,,
298309,הֲלֹ֛וא בַּיֹּ֥ום הַה֖וּא ,NmCl,Ø,Main,Q,וְנִכְרַ֖תָּ לְעֹולָֽם׃ ,WQt0,wqtl,Main,Q
298341,בְּיֹום֙ ,Defc,Ø,Main,Q,וְאַל־תִּשְׂמַ֥ח לִבְנֵֽי־יְהוּדָ֖ה בְּיֹ֣ום ,WxY0,yqtl,Main,Q
298350,וְאַל־תֵּ֤רֶא בְיֹום־אָחִ֨יךָ֙ בְּיֹ֣ום נָכְרֹ֔ו ,WxY0,yqtl,Main,Q,אָבְדָ֑ם ,InfC,infc,SubMod,Q
298359,וְאַל־תִּשְׂמַ֥ח לִבְנֵֽי־יְהוּדָ֖ה בְּיֹ֣ום ,WxY0,yqtl,Main,Q,,,,,
298365,בְּיֹום֙ ,Defc,Ø,Main,Q,אַל־תֵּ֧רֶא גַם־אַתָּ֛ה בְּרָעָתֹ֖ו בְּיֹ֣ום אֵידֹ֑ו ,xYqX,yqtl,Main,Q
298373,אַל־תָּבֹ֤וא בְשַֽׁעַר־עַמִּי֙ בְּיֹ֣ום אֵידָ֔ם ,xYq0,yqtl,Main,Q,וְאַל־תִּשְׁלַ֥חְנָה בְחֵילֹ֖ו בְּיֹ֥ום אֵידֹֽו׃ ,WxY0,yqtl,Main,Q
298383,אַל־תֵּ֧רֶא גַם־אַתָּ֛ה בְּרָעָתֹ֖ו בְּיֹ֣ום אֵידֹ֑ו ,xYqX,yqtl,Main,Q,וְאַֽל־תַּעֲמֹד֙ עַל־הַפֶּ֔רֶק ,WxY0,yqtl,Main,Q
298391,וְאַל־תִּשְׁלַ֥חְנָה בְחֵילֹ֖ו בְּיֹ֥ום אֵידֹֽו׃ ,WxY0,yqtl,Main,Q,לְהַכְרִ֖ית אֶת־פְּלִיטָ֑יו ,InfC,infc,SubAdv,Q
298401,וְאַֽל־תַּעֲמֹד֙ עַל־הַפֶּ֔רֶק ,WxY0,yqtl,Main,Q,,,,,
298417,כִּֽי־קָרֹ֥וב יֹום־יְהוָ֖ה עַל־כָּל־הַגֹּויִ֑ם ,AjCl,Ø,SubAdv,Q,כַּאֲשֶׁ֤ר עָשִׂ֨יתָ֙ ,xQt0,qtl,SubAdv,Q
298420,יֵעָ֣שֶׂה לָּ֔ךְ ,ZYq0,yqtl,Main,Q,,,,,
298430,כִּ֗י ,Defc,Ø,SubAdv,Q,כַּֽאֲשֶׁ֤ר שְׁתִיתֶם֙ עַל־הַ֣ר קָדְשִׁ֔י ,xQt0,qtl,SubAdv,Q
298448,וְהָי֖וּ ,WQt0,wqtl,Main,Q,וְהָ֣יָה קֹ֑דֶשׁ ,WQt0,wqtl,Main,Q
298480,וּבֵ֤ית עֵשָׂו֙ לְקַ֔שׁ ,Ellp,Ø,Main,Q,כִּ֥י יְהוָ֖ה דִּבֵּֽר׃ ,XQtl,qtl,SubAdv,Q
298533,וְגָלֻ֥ת יְרוּשָׁלִַ֖ם ,Defc,Ø,Main,Q,,,,,
298687,קְרָ֣א אֶל־אֱלֹהֶ֔יךָ ,ZIm0,impv,Main,Q,וְלֹ֥א נֹאבֵֽד׃ ,WxY0,yqtl,Main,Q
298693,אוּלַ֞י יִתְעַשֵּׁ֧ת הָאֱלֹהִ֛ים לָ֖נוּ ,xYqX,yqtl,Main,Q,,,,,
298701,לְכוּ֙ ,ZIm0,impv,Main,Q,,,,,
298704,לְכוּ֙ ,ZIm0,impv,Main,Q,בְּשֶׁלְּמִ֛י הָרָעָ֥ה הַזֹּ֖את לָ֑נוּ ,NmCl,Ø,SubArg,Q
298743,מַה־מְּלַאכְתְּךָ֙ ,NmCl,Ø,Main,Q,,,,,
298804,וַיֹּאמְר֤וּ אֵלָיו֙ ,Way0,wayq,Main,N,וְיִשְׁתֹּ֥ק הַיָּ֖ם מֵֽעָלֵ֑ינוּ ,WYqX,yqtl,Main,Q
298807,מַה־נַּ֣עֲשֶׂה לָּ֔ךְ ,xYq0,yqtl,Main,Q,,,,,
298828,שָׂא֨וּנִי֙ ,ZIm0,impv,Main,Q,,,,,
298876,אָנָּ֤ה יְהוָה֙ ,NmCl,Ø,Main,Q,וְאַל־תִּתֵּ֥ן עָלֵ֖ינוּ דָּ֣ם נָקִ֑יא ,WxY0,yqtl,Main,Q
298885,אַל־נָ֣א נֹאבְדָ֗ה בְּנֶ֨פֶשׁ֙ הָאִ֣ישׁ הַזֶּ֔ה ,xYq0,yqtl,Main,Q,,,,,
298982,וַתַּשְׁלִיכֵ֤נִי מְצוּלָה֙ בִּלְבַ֣ב יַמִּ֔ים ,Way0,wayq,Main,Q,כָּל־מִשְׁבָּרֶ֥יךָ וְגַלֶּ֖יךָ עָלַ֥י עָבָֽרוּ׃ ,XQtl,qtl,Main,Q
298997,נִגְרַ֖שְׁתִּי מִנֶּ֣גֶד עֵינֶ֑יךָ ,ZQt0,qtl,Main,Q,לְהַבִּ֔יט אֶל־הֵיכַ֖ל קָדְשֶֽׁךָ׃ ,InfC,infc,SubAdv,Q
299008,אֲפָפ֤וּנִי מַ֨יִם֙ עַד־נֶ֔פֶשׁ ,ZQtX,qtl,Main,Q,ס֖וּף חָב֥וּשׁ לְרֹאשִֽׁי׃ ,Ptcp,ptcp,Main,Q
299048,אֶת־יְהוָ֖ה זָכָ֑רְתִּי ,xQt0,qtl,Main,Q,מְשַׁמְּרִ֖ים הַבְלֵי־שָׁ֑וְא ,Ptcp,ptcp,SubArg,Q
299054,וַאֲנִ֗י ,CPen,Ø,Main,Q,אֲשַׁלֵּ֑מָה ,ZYq0,yqtl,Main,Q
299058,בְּקֹ֤ול תֹּודָה֙ אֶזְבְּחָה־לָּ֔ךְ ,xYq0,yqtl,Main,Q,אֲשֶׁ֥ר נָדַ֖רְתִּי ,xQt0,qtl,SubArg,Q
299209,לֵאמֹ֑ר ,InfC,infc,SubAdv,Q,אַ֨ל־יִרְע֔וּ ,xYq0,yqtl,Main,Q
299212,הָאָדָ֨ם וְהַבְּהֵמָ֜ה הַבָּקָ֣ר וְהַצֹּ֗אן אַֽל־יִטְעֲמוּ֙ מְא֔וּמָה ,XYqt,yqtl,Main,Q,,,,,
299216,הָאָדָ֨ם וְהַבְּהֵמָ֜ה הַבָּקָ֣ר וְהַצֹּ֗אן אַֽל־יִטְעֲמוּ֙ מְא֔וּמָה ,XYqt,yqtl,Main,Q,וְיִתְכַּסּ֣וּ שַׂקִּ֗ים הָֽאָדָם֙ וְהַבְּהֵמָ֔ה ,WYqX,yqtl,Main,Q
299218,וּמַ֖יִם אַל־יִשְׁתּֽוּ׃ ,WxY0,yqtl,Main,Q,וְיִקְרְא֥וּ אֶל־אֱלֹהִ֖ים בְּחָזְקָ֑ה ,WYq0,yqtl,Main,Q
299226,וְיִתְכַּסּ֣וּ שַׂקִּ֗ים הָֽאָדָם֙ וְהַבְּהֵמָ֔ה ,WYqX,yqtl,Main,Q,וְיָשֻׁ֗בוּ ,WYq0,yqtl,Main,Q
299232,וְיִקְרְא֥וּ אֶל־אֱלֹהִ֖ים בְּחָזְקָ֑ה ,WYq0,yqtl,Main,Q,אִ֚ישׁ מִדַּרְכֹּ֣ו הָֽרָעָ֔ה וּמִן־הֶחָמָ֖ס ,Ellp,Ø,SubAdv,Q
299247,מִֽי־יֹודֵ֣עַ ,Ptcp,ptcp,Main,Q,וְנִחַ֖ם הָאֱלֹהִ֑ים ,WQtX,wqtl,Main,Q
299259,וְשָׁ֛ב מֵחֲרֹ֥ון אַפֹּ֖ו ,WQt0,wqtl,Main,Q,,,,,
299382,וַיֵּ֤שֶׁב תַּחְתֶּ֨יהָ֙ בַּצֵּ֔ל ,Way0,wayq,Main,N,מַה־יִּהְיֶ֖ה בָּעִֽיר׃ ,XYqt,yqtl,SubArg,N
299384,עַ֚ד אֲשֶׁ֣ר יִרְאֶ֔ה ,xYq0,yqtl,SubAdv,N,,,,,
299514,וַֽאֲנִי֙ ,CPen,Ø,Main,Q,אֲשֶׁ֣ר יֶשׁ־בָּ֡הּ ,NmCl,Ø,SubMod,Q
299569,שִׁמְעוּ֙ ,ZIm0,impv,Main,Q,אֲדֹנָ֖י מֵהֵיכַ֥ל קָדְשֹֽׁו׃ ,Ellp,Ø,Main,Q
299600,וְנָמַ֤סּוּ הֶֽהָרִים֙ תַּחְתָּ֔יו ,WQtX,wqtl,Main,Q,,,,,
299654,וְהִגַּרְתִּ֤י לַגַּי֙ אֲבָנֶ֔יהָ ,WQt0,wqtl,Main,Q,,,,,
299658,וְשַׂמְתִּ֥י שֹׁמְרֹ֛ון לְעִ֥י הַשָּׂדֶ֖ה לְמַטָּ֣עֵי כָ֑רֶם ,WQt0,wqtl,Main,Q,וְכָל־אֶתְנַנֶּ֨יהָ֙ יִשָּׂרְפ֣וּ בָאֵ֔שׁ ,WXYq,yqtl,Main,Q
299662,וְכָל־פְּסִילֶ֣יהָ יֻכַּ֗תּוּ ,WXYq,yqtl,Main,Q,וְכָל־עֲצַבֶּ֖יהָ אָשִׂ֣ים שְׁמָמָ֑ה ,WxY0,yqtl,Main,Q
299669,וְכָל־אֶתְנַנֶּ֨יהָ֙ יִשָּׂרְפ֣וּ בָאֵ֔שׁ ,WXYq,yqtl,Main,Q,כִּ֠י מֵאֶתְנַ֤ן זֹונָה֙ קִבָּ֔צָה ,xQt0,qtl,SubAdv,Q
299680,כִּ֠י מֵאֶתְנַ֤ן זֹונָה֙ קִבָּ֔צָה ,xQt0,qtl,SubAdv,Q,,,,,
299683,בְּפֶ֤שַׁע יַֽעֲקֹב֙ כָּל־זֹ֔את ,NmCl,Ø,Main,Q,וְאֵילִ֔ילָה ,WYq0,yqtl,Main,Q
299685,עַל־זֹאת֙ אֶסְפְּדָ֣ה ,xYq0,yqtl,Main,Q,,,,,
299686,עַל־זֹאת֙ אֶסְפְּדָ֣ה ,xYq0,yqtl,Main,Q,,,,,
299690,עַל־זֹאת֙ אֶסְפְּדָ֣ה ,xYq0,yqtl,Main,Q,וְאֵ֖בֶל כִּבְנֹ֥ות יַעֲנָֽה׃ ,Ellp,Ø,Main,Q
299716,שִׁמְעוּ֙ ,ZIm0,impv,Main,Q,בָּכֹ֖ו אַל־תִּבְכּ֑וּ ,xYq0,yqtl,Main,Q
299719,בְּגַת֙ אַל־תַּגִּ֔ידוּ ,xYq0,yqtl,Main,Q,,,,,
299738,מִסְפַּד֙ בֵּ֣ית הָאֵ֔צֶל ,CPen,Ø,Main,Q,,,,,
299776,רְתֹ֧ם הַמֶּרְכָּבָ֛ה לָרֶ֖כֶשׁ ,ZIm0,impv,Main,Q,,,,,
299790,רְתֹ֧ם הַמֶּרְכָּבָ֛ה לָרֶ֖כֶשׁ ,ZIm0,impv,Main,Q,יֹושֶׁ֖בֶת מָֽרֵשָׁ֑ה ,Voct,Ø,Main,Q
299796,עֹ֗ד הַיֹּרֵשׁ֙ אָ֣בִי לָ֔ךְ ,xYq0,yqtl,Main,Q,,,,,
299825,הֹ֧וי ,NmCl,Ø,Main,?,כִּ֥י יֶשׁ־לְאֵ֖ל יָדָֽם׃ ,NmCl,Ø,SubAdv,?
299863,הִנְנִ֥י חֹשֵׁ֛ב עַל־הַמִּשְׁפָּחָ֥ה הַזֹּ֖את רָעָ֑ה ,Ptcp,ptcp,Main,Q,וְלֹ֤א תֵֽלְכוּ֙ רֹומָ֔ה ,WxY0,yqtl,SubAdv,Q
299869,אֲ֠שֶׁר לֹֽא־תָמִ֨ישׁוּ מִשָּׁ֜ם צַוְּארֹֽתֵיכֶ֗ם ,xYq0,yqtl,SubMod,Q,,,,,
299880,הִנְנִ֥י חֹשֵׁ֛ב עַל־הַמִּשְׁפָּחָ֥ה הַזֹּ֖את רָעָ֑ה ,Ptcp,ptcp,Main,Q,וְנָהָ֨ה נְהִ֤י ,WQt0,wqtl,Main,Q
299892,שָׁדֹ֣וד נְשַׁדֻּ֔נוּ ,xQt0,qtl,Main,Q,אֵ֚יךְ יָמִ֣ישׁ לִ֔י ,xYq0,yqtl,Main,Q
299894,חֵ֥לֶק עַמִּ֖י יָמִ֑יר ,xYq0,yqtl,Main,Q,,,,,
299899,חֵ֥לֶק עַמִּ֖י יָמִ֑יר ,xYq0,yqtl,Main,Q,,,,,
299902,לָכֵן֙ ,MSyn,Ø,Main,?,מַשְׁלִ֥יךְ חֶ֖בֶל בְּגֹורָ֑ל ,Ptcp,ptcp,SubArg,Q
299912,יַטִּיפ֑וּן ,ZYq0,yqtl,Main,?,,,,,
299913,הֹ֧וי ,NmCl,Ø,Main,?,אַל־תַּטִּ֖פוּ ,xYq0,yqtl,SubArg,Q
299915,יַטִּיפ֑וּן ,ZYq0,yqtl,Main,?,לֹ֥א יִסַּ֖ג כְּלִמֹּֽות׃ ,xYq0,yqtl,Main,Q
299919,לֹֽא־יַטִּ֣פוּ לָאֵ֔לֶּה ,xYq0,yqtl,Main,Q,,,,,
299935,הֶאָמ֣וּר ,Ptcp,ptcp,Main,Q,עִ֖ם הַיָּשָׁ֥ר הֹולֵֽךְ׃ ,Ptcp,ptcp,SubArg,Q
299945,הֲלֹ֤וא דְבָרַ֨י יֵיטִ֔יבוּ ,XYqt,yqtl,Main,Q,מִמּ֣וּל שַׂלְמָ֔ה אֶ֖דֶר תַּפְשִׁט֑וּן ,xYq0,yqtl,Main,Q
299950,וְאֶתְמ֗וּל עַמִּי֙ לְאֹויֵ֣ב יְקֹומֵ֔ם ,WXYq,yqtl,Main,Q,מֵעֹבְרִ֣ים בֶּ֔טַח שׁוּבֵ֖י מִלְחָמָֽה׃ ,Ellp,Ø,Main,Q
299958,מִמּ֣וּל שַׂלְמָ֔ה אֶ֖דֶר תַּפְשִׁט֑וּן ,xYq0,yqtl,Main,Q,מֵעַל֙ עֹֽלָלֶ֔יהָ תִּקְח֥וּ הֲדָרִ֖י לְעֹולָֽם׃ ,xYq0,yqtl,Main,Q
299965,נְשֵׁ֤י עַמִּי֙ תְּגָ֣רְשׁ֔וּן מִבֵּ֖ית תַּֽעֲנֻגֶ֑יהָ ,xYq0,yqtl,Main,Q,,,,,
299980,בַּעֲב֥וּר טָמְאָ֛ה ,xQt0,qtl,SubAdv,Q,וְחֶ֥בֶל נִמְרָֽץ׃ ,Ellp,Ø,Main,Q
299991,ר֨וּחַ֙ וָשֶׁ֣קֶר כִּזֵּ֔ב ,xQt0,qtl,SubMod,Q,,,,,
300008,לוּ־אִ֞ישׁ הֹלֵ֥ךְ ,Ptcp,ptcp,SubAdv,Q,יַעֲקֹ֣ב ,Voct,Ø,Main,Q
300012,אָסֹ֨ף אֶאֱסֹ֜ף ,xYq0,yqtl,Main,Q,יַ֥חַד אֲשִׂימֶ֖נּוּ כְּצֹ֣אן בָּצְרָ֑ה ,xYq0,yqtl,Main,Q
300016,קַבֵּ֤ץ אֲקַבֵּץ֙ שְׁאֵרִ֣ית יִשְׂרָאֵ֔ל ,xYq0,yqtl,Main,Q,כְּעֵ֨דֶר֙ בְּתֹ֣וךְ הַדָּֽבְרֹ֔ו ,Ellp,Ø,Main,Q
300026,כְּעֵ֨דֶר֙ בְּתֹ֣וךְ הַדָּֽבְרֹ֔ו ,Ellp,Ø,Main,Q,,,,,
300110,שִׁמְעוּ־נָא֙ ,ZIm0,impv,Main,Q,וְלֹ֥א יַעֲנֶ֖ה אֹותָ֑ם ,WxY0,yqtl,Main,Q
300115,אָ֚ז יִזְעֲק֣וּ אֶל־יְהוָ֔ה ,xYq0,yqtl,Main,Q,וְיַסְתֵּ֨ר פָּנָ֤יו מֵהֶם֙ בָּעֵ֣ת הַהִ֔יא ,WYq0,yqtl,Main,Q
300118,וְלֹ֥א יַעֲנֶ֖ה אֹותָ֑ם ,WxY0,yqtl,Main,Q,,,,,
300150,הַנֹּשְׁכִ֤ים בְּשִׁנֵּיהֶם֙ ,Ptcp,ptcp,SubAdv,Q,וְקִדְּשׁ֥וּ עָלָ֖יו מִלְחָמָֽה׃ ,WQt0,wqtl,Main,Q
300235,הַֽמֲתַעֲבִ֣ים מִשְׁפָּ֔ט ,Ptcp,ptcp,SubMod,Q,,,,,
300247,בֹּנֶ֥ה צִיֹּ֖ון בְּדָמִ֑ים ,Ptcp,ptcp,Main,Q,וְכֹהֲנֶ֨יהָ֙ בִּמְחִ֣יר יֹור֔וּ ,WXYq,yqtl,Main,Q
300252,רָאשֶׁ֣יהָ׀ בְּשֹׁ֣חַד יִשְׁפֹּ֗טוּ ,XYqt,yqtl,Main,Q,וּנְבִיאֶ֖יהָ בְּכֶ֣סֶף יִקְסֹ֑מוּ ,WXYq,yqtl,Main,Q
300257,וְכֹהֲנֶ֨יהָ֙ בִּמְחִ֣יר יֹור֔וּ ,WXYq,yqtl,Main,Q,,,,,
300261,רָאשֶׁ֣יהָ׀ בְּשֹׁ֣חַד יִשְׁפֹּ֗טוּ ,XYqt,yqtl,Main,Q,לֵאמֹ֔ר ,InfC,infc,SubAdv,Q
300270,הֲלֹ֤וא יְהוָה֙ בְּקִרְבֵּ֔נוּ ,NmCl,Ø,Main,Q,,,,,
300278,לָכֵן֙ ,MSyn,Ø,Main,Q,וִירוּשָׁלִַ֨ם֙ עִיִּ֣ין תִּֽהְיֶ֔ה ,WXYq,yqtl,Main,Q
300282,בִּגְלַלְכֶ֔ם צִיֹּ֖ון שָׂדֶ֣ה תֵֽחָרֵ֑שׁ ,XYqt,yqtl,Main,Q,וְהַ֥ר הַבַּ֖יִת לְבָמֹ֥ות יָֽעַר׃ פ ,Ellp,Ø,Main,Q
300296,וְהָיָ֣ה׀ בְּאַחֲרִ֣ית הַיָּמִ֗ים ,WQt0,wqtl,Main,?,וְנִשָּׂ֥א ה֖וּא מִגְּבָעֹ֑ות ,Ptcp,ptcp,Main,?
300322,לְכ֣וּ׀ ,ZIm0,impv,Main,Q,וְיֹורֵ֨נוּ֙ מִדְּרָכָ֔יו ,WYq0,yqtl,Main,Q
300332,וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה וְאֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב ,WYq0,yqtl,Main,Q,וְנֵלְכָ֖ה בְּאֹֽרְחֹתָ֑יו ,WYq0,yqtl,Main,Q
300336,וְיֹורֵ֨נוּ֙ מִדְּרָכָ֔יו ,WYq0,yqtl,Main,Q,,,,,
300342,וְנָהֲר֥וּ עָלָ֖יו עַמִּֽים׃ ,WQtX,wqtl,Main,?,וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ ,Ellp,Ø,Main,?
300371,כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה ,xYqX,yqtl,SubAdv,?,וְלֹא־יִלְמְד֥וּן עֹ֖וד מִלְחָמָֽה׃ ,WxY0,yqtl,Main,?
300378,לֹֽא־יִשְׂא֞וּ גֹּ֤וי אֶל־גֹּוי֙ חֶ֔רֶב ,xYqX,yqtl,Main,?,וְיָשְׁב֗וּ ,WQt0,wqtl,Main,?
300401,וְנָהֲר֥וּ עָלָ֖יו עַמִּֽים׃ ,WQtX,wqtl,Main,?,אִ֖ישׁ בְּשֵׁ֣ם אֱלֹהָ֑יו ,Ellp,Ø,SubAdv,?
300408,כִּ֚י כָּל־הָ֣עַמִּ֔ים יֵלְכ֕וּ ,XYqt,yqtl,SubAdv,?,,,,,
300424,בַּיֹּ֨ום הַה֜וּא ,Defc,Ø,Main,Q,וְהַנִּדָּחָ֖ה אֲקַבֵּ֑צָה ,WxY0,yqtl,Main,Q
300430,אֹֽסְפָה֙ הַצֹּ֣לֵעָ֔ה ,ZYq0,yqtl,Main,Q,וַ,Ellp,Ø,Main,Q
300466,וְאַתָּ֣ה ,CPen,Ø,Main,Q,וּבָאָ֗ה הַמֶּמְשָׁלָה֙ הָרִ֣אשֹׁנָ֔ה ,Ptcp,ptcp,Main,Q
