bhsa_node,mother_clause,mother_type,mother_verbtype,mother_rela,mother_domain2,daught_clause,daught_type,daught_verbtype,daught_rela,daught_domain2
64959,וְאִ֣ישׁ אֹֽו־אִשָּׁ֗ה ,CPen,Ø,Main,Q,בָּאֶ֛בֶן יִרְגְּמ֥וּ אֹתָ֖ם ,xYq0,yqtl,Main,Q
64963,מֹ֣ות יוּמָ֑תוּ ,xYq0,yqtl,Main,Q,דְּמֵיהֶ֥ם בָּֽם׃ פ ,NmCl,Ø,Main,Q
64984,וְאָמַרְתָּ֣ אֲלֵהֶ֔ם ,WQt0,wqtl,Main,Q,כִּ֚י אִם־לִשְׁאֵרֹ֔ו ,Ellp,Ø,SubAdv,Q
65022,וְלַאֲחֹתֹ֤ו הַבְּתוּלָה֙ ,CPen,Ø,Main,Q,,,,,
65024,לְנֶ֥פֶשׁ לֹֽא־יִטַּמָּ֖א בְּעַמָּֽיו׃ ,xYq0,yqtl,Main,Q,לְהֵ֖חַלֹּֽו׃ ,InfC,infc,SubAdv,Q
65031,לְנֶ֥פֶשׁ לֹֽא־יִטַּמָּ֖א בְּעַמָּֽיו׃ ,xYq0,yqtl,Main,Q,וּפְאַ֥ת זְקָנָ֖ם לֹ֣א יְגַלֵּ֑חוּ ,WxY0,yqtl,Main,Q
65039,לֹֽא־יִקְרְח֤וּ קָרְחָה֙ בְּרֹאשָׁ֔ם ,xYq0,yqtl,Main,Q,וּבִ֨בְשָׂרָ֔ם לֹ֥א יִשְׂרְט֖וּ שָׂרָֽטֶת׃ ,WxY0,yqtl,Main,Q
65044,וּפְאַ֥ת זְקָנָ֖ם לֹ֣א יְגַלֵּ֑חוּ ,WxY0,yqtl,Main,Q,,,,,
65047,וְאָמַרְתָּ֣ אֲלֵהֶ֔ם ,WQt0,wqtl,Main,Q,וְלֹ֣א יְחַלְּל֔וּ שֵׁ֖ם אֱלֹהֵיהֶ֑ם ,WxY0,yqtl,Main,Q
65052,קְדֹשִׁ֤ים יִהְיוּ֙ לֵאלֹ֣הֵיהֶ֔ם ,xYq0,yqtl,Main,Q,,,,,
65071,קְדֹשִׁ֤ים יִהְיוּ֙ לֵאלֹ֣הֵיהֶ֔ם ,xYq0,yqtl,Main,Q,וְאִשָּׁ֛ה ,Defc,Ø,Main,Q
65078,וְאִשָּׁ֛ה ,Defc,Ø,Main,Q,,,,,
65093,קְדֹשִׁ֤ים יִהְיוּ֙ לֵאלֹ֣הֵיהֶ֔ם ,xYq0,yqtl,Main,Q,כִּ֣י קָדֹ֔ושׁ אֲנִ֥י יְהוָ֖ה ,AjCl,Ø,SubAdv,Q
65105,וּבַת֙ אִ֣ישׁ כֹּהֵ֔ן ,CPen,Ø,Main,Q,לִזְנֹ֑ות ,InfC,infc,SubAdv,Q
65115,וּבַת֙ אִ֣ישׁ כֹּהֵ֔ן ,CPen,Ø,Main,Q,,,,,
65124,וְהַכֹּהֵן֩ ,CPen,Ø,Main,Q,וּמִלֵּ֣א אֶת־יָדֹ֔ו ,WQt0,wqtl,SubAdv,Q
65142,וְהַכֹּהֵן֩ ,CPen,Ø,Main,Q,וּבְגָדָ֖יו לֹ֥א יִפְרֹֽם׃ ,WxY0,yqtl,Main,Q
65146,אֶת־רֹאשֹׁו֙ לֹ֣א יִפְרָ֔ע ,xYq0,yqtl,Main,Q,וְעַ֛ל כָּל־נַפְשֹׁ֥ת מֵ֖ת לֹ֣א יָבֹ֑א ,WxY0,yqtl,Main,Q
65153,וּבְגָדָ֖יו לֹ֥א יִפְרֹֽם׃ ,WxY0,yqtl,Main,Q,,,,,
65160,אֶת־רֹאשֹׁו֙ לֹ֣א יִפְרָ֔ע ,xYq0,yqtl,Main,Q,וּמִן־הַמִּקְדָּשׁ֙ לֹ֣א יֵצֵ֔א ,WxY0,yqtl,Main,Q
65166,לְאָבִ֥יו וּלְאִמֹּ֖ו לֹ֥א יִטַּמָּֽא׃ ,xYq0,yqtl,Main,Q,וְלֹ֣א יְחַלֵּ֔ל אֵ֖ת מִקְדַּ֣שׁ אֱלֹהָ֑יו ,WxY0,yqtl,Main,Q
65169,וּמִן־הַמִּקְדָּשׁ֙ לֹ֣א יֵצֵ֔א ,WxY0,yqtl,Main,Q,,,,,
65186,אֶת־רֹאשֹׁו֙ לֹ֣א יִפְרָ֔ע ,xYq0,yqtl,Main,Q,אַלְמָנָ֤ה וּגְרוּשָׁה֙ וַחֲלָלָ֣ה זֹנָ֔ה ,CPen,Ø,Main,Q
65196,אַלְמָנָ֤ה וּגְרוּשָׁה֙ וַחֲלָלָ֣ה זֹנָ֔ה ,CPen,Ø,Main,Q,כִּ֛י אִם־בְּתוּלָ֥ה מֵעַמָּ֖יו יִקַּ֥ח אִשָּֽׁה׃ ,xYq0,yqtl,SubAdv,Q
65202,אֶת־אֵ֖לֶּה לֹ֣א יִקָּ֑ח ,xYq0,yqtl,Main,Q,וְלֹֽא־יְחַלֵּ֥ל זַרְעֹ֖ו בְּעַמָּ֑יו ,WxY0,yqtl,Main,Q
65206,כִּ֛י אִם־בְּתוּלָ֥ה מֵעַמָּ֖יו יִקַּ֥ח אִשָּֽׁה׃ ,xYq0,yqtl,SubAdv,Q,,,,,
65232,אִ֣ישׁ מִֽזַּרְעֲךָ֞ לְדֹרֹתָ֗ם ,Defc,Ø,Main,Q,,,,,
65236,אִ֣ישׁ מִֽזַּרְעֲךָ֞ לְדֹרֹתָ֗ם ,Defc,Ø,Main,Q,לְהַקְרִ֖יב לֶ֥חֶם אֱלֹהָֽיו׃ ,InfC,infc,SubAdv,Q
65248,כִּ֥י כָל־אִ֛ישׁ ,Defc,Ø,SubAdv,Q,אֹ֣ו אִ֔ישׁ ,NmCl,Ø,SubMod,Q
65260,אֹ֣ו אִ֔ישׁ ,NmCl,Ø,SubMod,Q,,,,,
65293,כָּל־אִ֞ישׁ ,Defc,Ø,Main,Q,לְהַקְרִ֖יב אֶת־אִשֵּׁ֣י יְהוָ֑ה ,InfC,infc,SubAdv,Q
65305,כָּל־אִ֞ישׁ ,Defc,Ø,Main,Q,לְהַקְרִֽיב׃ ,InfC,infc,SubAdv,Q
65318,אֵ֚ת לֶ֣חֶם אֱלֹהָ֔יו לֹ֥א יִגַּ֖שׁ ,xYq0,yqtl,Main,Q,,,,,
65324,אֵ֚ת לֶ֣חֶם אֱלֹהָ֔יו לֹ֥א יִגַּ֖שׁ ,xYq0,yqtl,Main,Q,וְאֶל־הַמִּזְבֵּ֛חַ לֹ֥א יִגַּ֖שׁ ,WxY0,yqtl,Main,Q
65330,אַ֣ךְ אֶל־הַפָּרֹ֜כֶת לֹ֣א יָבֹ֗א ,xYq0,yqtl,Main,Q,,,,,
65336,אַ֣ךְ אֶל־הַפָּרֹ֜כֶת לֹ֣א יָבֹ֗א ,xYq0,yqtl,Main,Q,,,,,
65370,דַּבֵּ֨ר אֶֽל־אַהֲרֹ֜ן וְאֶל־בָּנָ֗יו ,ZIm0,impv,Main,Q,וְלֹ֥א יְחַלְּל֖וּ אֶת־שֵׁ֣ם קָדְשִׁ֑י ,WxY0,yqtl,Main,Q
65377,וְיִנָּֽזְרוּ֙ מִקָּדְשֵׁ֣י בְנֵֽי־יִשְׂרָאֵ֔ל ,WYq0,yqtl,Main,Q,אֲשֶׁ֨ר הֵ֧ם מַקְדִּשִׁ֛ים לִ֖י ,Ptcp,ptcp,SubMod,Q
65394,כָּל־אִ֣ישׁ׀ ,CPen,Ø,Main,Q,אֲשֶׁ֨ר יַקְדִּ֤ישׁוּ בְנֵֽי־יִשְׂרָאֵל֙ לַֽיהוָ֔ה ,xYqX,yqtl,SubMod,Q
65402,אֲשֶׁר־יִקְרַ֣ב מִכָּל־זַרְעֲכֶ֗ם אֶל־הַקֳּדָשִׁים֙ ,xYq0,yqtl,SubMod,Q,,,,,
65435,אִ֣ישׁ אִ֞ישׁ מִזֶּ֣רַע אַהֲרֹ֗ן ,Defc,Ø,Main,Q,עַ֖ד אֲשֶׁ֣ר יִטְהָ֑ר ,xYq0,yqtl,SubAdv,Q
65438,בַּקֳּדָשִׁים֙ לֹ֣א יֹאכַ֔ל ,xYq0,yqtl,Main,Q,,,,,
65449,אֹ֣ו אִ֔ישׁ ,Ellp,Ø,Main,Q,,,,,
65456,אֹו־אִישׁ֙ ,Ellp,Ø,Main,Q,אֲשֶׁ֣ר יִטְמָא־לֹ֑ו ,xYq0,yqtl,SubMod,Q
65461,אֲשֶׁ֣ר יִגַּ֔ע בְּכָל־שֶׁ֖רֶץ ,xYq0,yqtl,SubMod,Q,,,,,
65467,אֹ֤ו בְאָדָם֙ ,Defc,Ø,SubMod,Q,,,,,
65474,נֶ֚פֶשׁ ,CPen,Ø,Main,Q,,,,,
65483,וְטָמְאָ֖ה עַד־הָעָ֑רֶב ,WQt0,wqtl,Main,Q,כִּ֛י אִם־רָחַ֥ץ בְּשָׂרֹ֖ו בַּמָּֽיִם׃ ,xQt0,qtl,SubAdv,Q
65502,וְטָהֵ֑ר ,WQt0,wqtl,Main,Q,כִּ֥י לַחְמֹ֖ו הֽוּא׃ ,NmCl,Ø,SubAdv,Q
65513,נֶ֚פֶשׁ ,CPen,Ø,Main,Q,לְטָמְאָה־בָ֑הּ ,InfC,infc,SubAdv,Q
65525,וְשָׁמְר֣וּ אֶת־מִשְׁמַרְתִּ֗י ,WQt0,wqtl,Main,Q,וּמֵ֥תוּ בֹ֖ו ,WQt0,wqtl,Main,Q
65532,וּמֵ֥תוּ בֹ֖ו ,WQt0,wqtl,Main,Q,,,,,
65540,וְשָׁמְר֣וּ אֶת־מִשְׁמַרְתִּ֗י ,WQt0,wqtl,Main,Q,תֹּושַׁ֥ב כֹּהֵ֛ן וְשָׂכִ֖יר לֹא־יֹ֥אכַל קֹֽדֶשׁ׃ ,XYqt,yqtl,Main,Q
65547,וְכָל־זָ֖ר לֹא־יֹ֣אכַל קֹ֑דֶשׁ ,WXYq,yqtl,Main,Q,,,,,
65552,וְכֹהֵ֗ן ,CPen,Ø,Main,Q,ה֖וּא יֹ֣אכַל בֹּ֑ו ,XYqt,yqtl,SubAdv,Q
65557,כִּֽי־יִקְנֶ֥ה נֶ֨פֶשׁ֙ קִנְיַ֣ן כַּסְפֹּ֔ו ,xYq0,yqtl,SubAdv,Q,,,,,
65563,וִילִ֣יד בֵּיתֹ֔ו ,CPen,Ø,Main,Q,,,,,
65570,וּבַת־כֹּהֵ֔ן ,CPen,Ø,Main,Q,,,,,
65580,וּבַת־כֹּהֵ֔ן ,CPen,Ø,Main,Q,,,,,
65585,וּבַת־כֹּהֵן֩ ,Defc,Ø,Main,Q,וְזֶרַע֮ אֵ֣ין לָהּ֒ ,NmCl,Ø,SubAdv,Q
65603,וּבַת־כֹּהֵן֩ ,Defc,Ø,Main,Q,,,,,
65608,וּבַת־כֹּהֵן֩ ,Defc,Ø,Main,Q,,,,,
65613,וְאִ֕ישׁ ,CPen,Ø,Main,Q,וְיָסַ֤ף חֲמִֽשִׁיתֹו֙ עָלָ֔יו ,WQt0,wqtl,SubAdv,Q
65631,וְשָׁמְר֣וּ אֶת־מִשְׁמַרְתִּ֗י ,WQt0,wqtl,Main,Q,אֵ֥ת אֲשֶׁר־יָרִ֖ימוּ לַיהוָֽה׃ ,xYq0,yqtl,SubMod,Q
65638,וְלֹ֣א יְחַלְּל֔וּ אֶת־קָדְשֵׁ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל ,WxY0,yqtl,Main,Q,,,,,
65687,אִ֣ישׁ אִישׁ֩ מִבֵּ֨ית יִשְׂרָאֵ֜ל וּמִן־הַגֵּ֣ר בְּיִשְׂרָאֵ֗ל ,CPen,Ø,Main,Q,אֲשֶׁר־יַקְרִ֥יבוּ לַיהוָ֖ה לְעֹלָֽה׃ ,xYq0,yqtl,SubMod,Q
65697,אֲשֶׁ֨ר יַקְרִ֤יב קָרְבָּנֹו֙ לְכָל־נִדְרֵיהֶם֙ וּלְכָל־נִדְבֹותָ֔ם ,xYq0,yqtl,SubMod,Q,,,,,
65721,כֹּ֛ל ,Defc,Ø,Main,Q,,,,,
65726,כֹּ֛ל ,Defc,Ø,Main,Q,,,,,
65731,וְאִ֗ישׁ ,CPen,Ø,Main,Q,לְפַלֵּא־נֶ֨דֶר֙ ,InfC,infc,SubAdv,Q
65750,כִּֽי־יַקְרִ֤יב זֶֽבַח־שְׁלָמִים֙ לַיהוָ֔ה ,xYq0,yqtl,SubAdv,Q,כָּל־מ֖וּם לֹ֥א יִהְיֶה־בֹּֽו׃ ,XYqt,yqtl,Main,Q
65756,תָּמִ֤ים יִֽהְיֶה֙ לְרָצֹ֔ון ,xYq0,yqtl,Main,Q,,,,,
65770,עַוֶּרֶת֩ אֹ֨ו שָׁב֜וּר אֹו־חָר֣וּץ אֹֽו־יַבֶּ֗לֶת אֹ֤ו גָרָב֙ אֹ֣ו יַלֶּ֔פֶת ,CPen,Ø,Main,Q,וְאִשֶּׁ֗ה לֹא־תִתְּנ֥וּ מֵהֶ֛ם עַל־הַמִּזְבֵּ֖חַ לַיהוָֽה׃ ,WxY0,yqtl,Main,Q
65777,לֹא־תַקְרִ֥יבוּ אֵ֖לֶּה לַיהוָ֑ה ,xYq0,yqtl,Main,Q,,,,,
65792,וְשֹׁ֥ור וָשֶׂ֖ה שָׂר֣וּעַ וְקָל֑וּט ,CPen,Ø,Main,Q,וּלְנֵ֖דֶר לֹ֥א יֵרָצֶֽה׃ ,WxY0,yqtl,Main,Q
65798,נְדָבָה֙ תַּעֲשֶׂ֣ה אֹתֹ֔ו ,xYq0,yqtl,Main,Q,,,,,
65808,עַוֶּרֶת֩ אֹ֨ו שָׁב֜וּר אֹו־חָר֣וּץ אֹֽו־יַבֶּ֗לֶת אֹ֤ו גָרָב֙ אֹ֣ו יַלֶּ֔פֶת ,CPen,Ø,Main,Q,וּֽבְאַרְצְכֶ֖ם לֹ֥א תַעֲשֽׂוּ׃ ,WxY0,yqtl,Main,Q
65815,וּמָע֤וּךְ וְכָתוּת֙ וְנָת֣וּק וְכָר֔וּת לֹ֥א תַקְרִ֖יבוּ לַֽיהוָ֑ה ,WxY0,yqtl,Main,Q,וּמִיַּ֣ד בֶּן־נֵכָ֗ר לֹ֥א תַקְרִ֛יבוּ אֶת־לֶ֥חֶם אֱלֹהֵיכֶ֖ם מִכָּל־אֵ֑לֶּה ,WxY0,yqtl,Main,Q
65822,וּֽבְאַרְצְכֶ֖ם לֹ֥א תַעֲשֽׂוּ׃ ,WxY0,yqtl,Main,Q,,,,,
65835,מ֣וּם בָּ֔ם ,NmCl,Ø,Main,Q,,,,,
65850,שֹׁ֣ור אֹו־כֶ֤שֶׂב אֹו־עֵז֙ ,CPen,Ø,Main,Q,,,,,
65864,וְהָיָ֛ה שִׁבְעַ֥ת יָמִ֖ים תַּ֣חַת אִמֹּ֑ו ,WQt0,wqtl,Main,Q,,,,,
65879,וְשֹׁ֖ור אֹו־שֶׂ֑ה ,CPen,Ø,Main,Q,,,,,
65885,שֹׁ֣ור אֹו־כֶ֤שֶׂב אֹו־עֵז֙ ,CPen,Ø,Main,Q,לִֽרְצֹנְכֶ֖ם תִּזְבָּֽחוּ׃ ,xYq0,yqtl,Main,Q
65892,וְכִֽי־תִזְבְּח֥וּ זֶֽבַח־תֹּודָ֖ה לַיהוָ֑ה ,WxY0,yqtl,SubAdv,Q,בַּיֹּ֤ום הַהוּא֙ יֵאָכֵ֔ל ,xYq0,yqtl,Main,Q
65898,לִֽרְצֹנְכֶ֖ם תִּזְבָּֽחוּ׃ ,xYq0,yqtl,Main,Q,לֹֽא־תֹותִ֥ירוּ מִמֶּ֖נּוּ עַד־בֹּ֑קֶר ,xYq0,yqtl,Main,Q
65900,בַּיֹּ֤ום הַהוּא֙ יֵאָכֵ֔ל ,xYq0,yqtl,Main,Q,,,,,
65916,אֲנִ֖י יְהוָֽה׃ ,NmCl,Ø,Main,Q,וְנִ֨קְדַּשְׁתִּ֔י בְּתֹ֖וךְ בְּנֵ֣י יִשְׂרָאֵ֑ל ,WQt0,wqtl,Main,Q
65959,מֹועֲדֵ֣י יְהוָ֔ה ,Defc,Ø,Main,Q,,,,,
65968,אֵ֥לֶּה ,CPen,Ø,Main,Q,וּבַיֹּ֣ום הַשְּׁבִיעִ֗י שַׁבַּ֤ת שַׁבָּתֹון֙ מִקְרָא־קֹ֔דֶשׁ ,NmCl,Ø,Main,Q
65983,וּבַיֹּ֣ום הַשְּׁבִיעִ֗י שַׁבַּ֤ת שַׁבָּתֹון֙ מִקְרָא־קֹ֔דֶשׁ ,NmCl,Ø,Main,Q,,,,,
65997,אֵ֚לֶּה מֹועֲדֵ֣י יְהוָ֔ה מִקְרָאֵ֖י קֹ֑דֶשׁ ,NmCl,Ø,Main,Q,,,,,
66036,בַּחֹ֣דֶשׁ הָרִאשֹׁ֗ון בְּאַרְבָּעָ֥ה עָשָׂ֛ר לַחֹ֖דֶשׁ בֵּ֣ין הָעַרְבָּ֑יִם פֶּ֖סַח לַיהוָֽה׃ ,NmCl,Ø,Main,Q,בַּיֹּום֙ הָֽרִאשֹׁ֔ון מִקְרָא־קֹ֖דֶשׁ יִהְיֶ֣ה לָכֶ֑ם ,XYqt,yqtl,Main,Q
66044,שִׁבְעַ֥ת יָמִ֖ים מַצֹּ֥ות תֹּאכֵֽלוּ׃ ,xYq0,yqtl,Main,Q,כָּל־מְלֶ֥אכֶת עֲבֹדָ֖ה לֹ֥א תַעֲשֽׂוּ׃ ,xYq0,yqtl,Main,Q
66050,בַּיֹּום֙ הָֽרִאשֹׁ֔ון מִקְרָא־קֹ֖דֶשׁ יִהְיֶ֣ה לָכֶ֑ם ,XYqt,yqtl,Main,Q,וְהִקְרַבְתֶּ֥ם אִשֶּׁ֛ה לַיהוָ֖ה שִׁבְעַ֣ת יָמִ֑ים ,WQt0,wqtl,Main,Q
66069,בַּיֹּ֤ום הַשְּׁבִיעִי֙ מִקְרָא־קֹ֔דֶשׁ ,NmCl,Ø,Main,Q,,,,,
66085,וְאָמַרְתָּ֣ אֲלֵהֶ֔ם ,WQt0,wqtl,Main,Q,אֲשֶׁ֤ר אֲנִי֙ נֹתֵ֣ן לָכֶ֔ם ,Ptcp,ptcp,SubMod,Q
66120,וְהֵנִ֧יף אֶת־הָעֹ֛מֶר לִפְנֵ֥י יְהוָ֖ה לִֽרְצֹנְכֶ֑ם ,WQt0,wqtl,Main,Q,,,,,
66166,וַעֲשִׂיתֶ֕ם בְּיֹ֥ום ,WQt0,wqtl,Main,Q,עַ֚ד הֲבִ֣יאֲכֶ֔ם אֶת־קָרְבַּ֖ן אֱלֹהֵיכֶ֑ם ,InfC,infc,SubAdv,Q
66202,וּסְפַרְתֶּ֤ם לָכֶם֙ מִמָּחֳרַ֣ת הַשַּׁבָּ֔ת מִיֹּום֙ ,WQt0,wqtl,Main,Q,עַ֣ד מִֽמָּחֳרַ֤ת הַשַּׁבָּת֙ הַשְּׁבִיעִ֔ת תִּסְפְּר֖וּ חֲמִשִּׁ֣ים יֹ֑ום ,xYq0,yqtl,Main,Q
66210,שֶׁ֥בַע שַׁבָּתֹ֖ות תְּמִימֹ֥ת תִּהְיֶֽינָה׃ ,XYqt,yqtl,Main,Q,,,,,
66221,וְהִקְרַבְתֶּ֛ם מִנְחָ֥ה חֲדָשָׁ֖ה לַיהוָֽה׃ ,WQt0,wqtl,Main,Q,שְׁנֵ֣י עֶשְׂרֹנִ֔ים סֹ֣לֶת תִּהְיֶ֔ינָה ,xYq0,yqtl,Main,Q
66228,מִמֹּושְׁבֹ֨תֵיכֶ֜ם תָּבִ֣יאּוּ׀ לֶ֣חֶם תְּנוּפָ֗ה שְׁ֚תַּיִם ,xYq0,yqtl,Main,Q,חָמֵ֖ץ תֵּאָפֶ֑ינָה ,xYq0,yqtl,Main,Q
66230,שְׁנֵ֣י עֶשְׂרֹנִ֔ים סֹ֣לֶת תִּהְיֶ֔ינָה ,xYq0,yqtl,Main,Q,בִּכּוּרִ֖ים לַֽיהוָֽה׃ ,NmCl,Ø,Main,Q
66252,וְהִקְרַבְתֶּ֣ם עַל־הַלֶּ֗חֶם שִׁבְעַ֨ת כְּבָשִׂ֤ים תְּמִימִם֙ בְּנֵ֣י שָׁנָ֔ה וּפַ֧ר בֶּן־בָּקָ֛ר אֶחָ֖ד וְאֵילִ֣ם שְׁנָ֑יִם ,WQt0,wqtl,Main,Q,וּמִנְחָתָם֙ וְנִסְכֵּיהֶ֔ם אִשֵּׁ֥ה רֵֽיחַ־נִיחֹ֖חַ לַיהוָֽה׃ ,NmCl,Ø,Main,Q
66297,וְהֵנִ֣יף הַכֹּהֵ֣ן׀ אֹתָ֡ם עַל֩ לֶ֨חֶם הַבִּכּוּרִ֤ים תְּנוּפָה֙ לִפְנֵ֣י יְהוָ֔ה עַל־שְׁנֵ֖י כְּבָשִׂ֑ים ,WQtX,wqtl,Main,Q,,,,,
66313,וּקְרָאתֶ֞ם בְּעֶ֣צֶם׀ הַיֹּ֣ום הַזֶּ֗ה ,WQt0,wqtl,Main,Q,כָּל־מְלֶ֥אכֶת עֲבֹדָ֖ה לֹ֣א תַעֲשׂ֑וּ ,xYq0,yqtl,Main,Q
66319,מִֽקְרָא־קֹ֨דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם ,XYqt,yqtl,Main,Q,חֻקַּ֥ת עֹולָ֛ם בְּכָל־מֹושְׁבֹ֥תֵיכֶ֖ם לְדֹרֹֽתֵיכֶֽם׃ ,NmCl,Ø,Main,Q
66334,וּֽ,Defc,Ø,Main,Q,בְקֻצְרְכֶ֞ם אֶת־קְצִ֣יר אַרְצְכֶ֗ם ,InfC,infc,SubAdv,Q
66343,וּֽ,Defc,Ø,Main,Q,לֶֽעָנִ֤י וְלַגֵּר֙ תַּעֲזֹ֣ב אֹתָ֔ם ,xYq0,yqtl,Main,Q
66351,וְלֶ֥קֶט קְצִירְךָ֖ לֹ֣א תְלַקֵּ֑ט ,WxY0,yqtl,Main,Q,,,,,
66379,לֵאמֹ֑ר ,InfC,infc,SubAdv,Q,כָּל־מְלֶ֥אכֶת עֲבֹדָ֖ה לֹ֣א תַעֲשׂ֑וּ ,xYq0,yqtl,Main,Q
66390,בַּחֹ֨דֶשׁ הַשְּׁבִיעִ֜י בְּאֶחָ֣ד לַחֹ֗דֶשׁ יִהְיֶ֤ה לָכֶם֙ שַׁבָּתֹ֔ון זִכְרֹ֥ון תְּרוּעָ֖ה מִקְרָא־קֹֽדֶשׁ׃ ,xYqX,yqtl,Main,Q,וְהִקְרַבְתֶּ֥ם אִשֶּׁ֖ה לַיהוָֽה׃ ס ,WQt0,wqtl,Main,Q
66420,אַ֡ךְ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֩ הַשְּׁבִיעִ֨י הַזֶּ֜ה יֹ֧ום הַכִּפֻּרִ֣ים ה֗וּא ,NmCl,Ø,Main,Q,וְעִנִּיתֶ֖ם אֶת־נַפְשֹׁתֵיכֶ֑ם ,WQt0,wqtl,Main,Q
66435,וְהִקְרַבְתֶּ֥ם אִשֶּׁ֖ה לַיהוָֽה׃ ,WQt0,wqtl,Main,Q,כִּ֣י יֹ֤ום כִּפֻּרִים֙ ה֔וּא ,NmCl,Ø,SubAdv,Q
66459,כִּ֤י כָל־הַנֶּ֨פֶשׁ֙ ,CPen,Ø,SubAdv,Q,,,,,
66475,וְכָל־הַנֶּ֗פֶשׁ ,CPen,Ø,Main,Q,,,,,
66497,מִֽקְרָא־קֹ֨דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם ,XYqt,yqtl,Main,Q,,,,,
66525,שַׁבַּ֨ת שַׁבָּתֹ֥ון הוּא֙ לָכֶ֔ם ,NmCl,Ø,Main,Q,,,,,
66569,בַּיֹּ֥ום הָרִאשֹׁ֖ון מִקְרָא־קֹ֑דֶשׁ ,NmCl,Ø,Main,Q,שִׁבְעַ֣ת יָמִ֔ים תַּקְרִ֥יבוּ אִשֶּׁ֖ה לַיהוָ֑ה ,xYq0,yqtl,Main,Q
66572,כָּל־מְלֶ֥אכֶת עֲבֹדָ֖ה לֹ֥א תַעֲשֽׂוּ׃ ,xYq0,yqtl,Main,Q,,,,,
66583,בַּיֹּ֥ום הָרִאשֹׁ֖ון מִקְרָא־קֹ֑דֶשׁ ,NmCl,Ø,Main,Q,וְהִקְרַבְתֶּ֨ם אִשֶּׁ֤ה לַֽיהוָה֙ ,WQt0,wqtl,Main,Q
66596,עֲצֶ֣רֶת הִ֔וא ,NmCl,Ø,Main,Q,,,,,
66601,אֵ֚לֶּה מֹועֲדֵ֣י יְהוָ֔ה ,NmCl,Ø,Main,Q,לְהַקְרִ֨יב אִשֶּׁ֜ה לַיהוָ֗ה עֹלָ֧ה וּמִנְחָ֛ה זֶ֥בַח וּנְסָכִ֖ים דְּבַר־יֹ֥ום בְּיֹומֹֽו׃ ,InfC,infc,SubAdv,Q
66643,מִלְּבַ֖ד שַׁבְּתֹ֣ת יְהוָ֑ה וּמִלְּבַ֣ד מַתְּנֹֽותֵיכֶ֗ם וּמִלְּבַ֤ד כָּל־נִדְרֵיכֶם֙ וּמִלְּבַד֙ כָּל־נִדְבֹ֣ותֵיכֶ֔ם ,Ellp,Ø,Main,Q,,,,,
66662,אַ֡ךְ בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֜ום לַחֹ֣דֶשׁ הַשְּׁבִיעִ֗י ,Defc,Ø,Main,Q,בַּיֹּ֤ום הָֽרִאשֹׁון֙ שַׁבָּתֹ֔ון ,NmCl,Ø,Main,Q
66729,חֻקַּ֤ת עֹולָם֙ לְדֹרֹ֣תֵיכֶ֔ם ,NmCl,Ø,Main,Q,בַּסֻּכֹּ֥ת תֵּשְׁב֖וּ שִׁבְעַ֣ת יָמִ֑ים ,xYq0,yqtl,Main,Q
66734,בַּחֹ֥דֶשׁ הַשְּׁבִיעִ֖י תָּחֹ֥גּוּ אֹתֹֽו׃ ,xYq0,yqtl,Main,Q,כָּל־הָֽאֶזְרָח֙ בְּיִשְׂרָאֵ֔ל יֵשְׁב֖וּ בַּסֻּכֹּֽת׃ ,XYqt,yqtl,Main,Q
66742,בַּסֻּכֹּ֥ת תֵּשְׁב֖וּ שִׁבְעַ֣ת יָמִ֑ים ,xYq0,yqtl,Main,Q,,,,,
66747,בַּחֹ֥דֶשׁ הַשְּׁבִיעִ֖י תָּחֹ֥גּוּ אֹתֹֽו׃ ,xYq0,yqtl,Main,Q,כִּ֣י בַסֻּכֹּ֗ות הֹושַׁ֨בְתִּי֙ אֶת־בְּנֵ֣י יִשְׂרָאֵ֔ל ,xQt0,qtl,SubArg,Q
66787,צַ֞ו אֶת־בְּנֵ֣י יִשְׂרָאֵ֗ל ,ZIm0,impv,Main,Q,לְהַעֲלֹ֥ת נֵ֖ר תָּמִֽיד׃ ,InfC,infc,SubAdv,Q
66809,צַ֞ו אֶת־בְּנֵ֣י יִשְׂרָאֵ֗ל ,ZIm0,impv,Main,Q,חֻקַּ֥ת עֹולָ֖ם לְדֹרֹֽתֵיכֶֽם׃ ,NmCl,Ø,Main,Q
66829,מִחוּץ֩ לְפָרֹ֨כֶת הָעֵדֻ֜ת בְּאֹ֣הֶל מֹועֵ֗ד יַעֲרֹךְ֩ אֹתֹ֨ו אַהֲרֹ֜ן מֵעֶ֧רֶב עַד־בֹּ֛קֶר לִפְנֵ֥י יְהוָ֖ה תָּמִ֑יד ,xYqX,yqtl,Main,Q,,,,,
66848,וְאָפִיתָ֣ אֹתָ֔הּ שְׁתֵּ֥ים עֶשְׂרֵ֖ה חַלֹּ֑ות ,WQt0,wqtl,Main,Q,,,,,
