bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain
67840,אֶ֨ת־כַּסְפְּךָ֔ לֹֽא־תִתֵּ֥ן לֹ֖ו בְּנֶ֑שֶׁךְ ,529147,אֶ֨ת־כַּסְפְּךָ֔ לֹֽא־תִתֵּ֥ן לֹ֖ו בְּנֶ֑שֶׁךְ ,Main,Q,yqtl,xYq0,p2,NTN[,תתן,,,,,,,,,,
67864,וְכִֽי־יָמ֣וּךְ אָחִ֔יךָ ,529139,וְכִֽי־יָמ֣וּךְ אָחִ֔יךָ ,SubAdv,Q,yqtl,WxYX,p3,MWK[,ימוך,וְנִמְכַּר־לָ֑ךְ ,529154,וְנִמְכַּר־לָ֑ךְ ,Main,Q,wqtl,WQt0,p3,MKR[,נמכר
67871,וְכִֽי־יָמ֥וּךְ אָחִ֛יךָ עִמָּ֖ךְ ,529153,וְכִֽי־יָמ֥וּךְ אָחִ֛יךָ עִמָּ֖ךְ ,SubAdv,Q,yqtl,WxYX,p3,MWK[,ימוך,כְּשָׂכִ֥יר כְּתֹושָׁ֖ב יִהְיֶ֣ה עִמָּ֑ךְ ,529156,כְּשָׂכִ֥יר כְּתֹושָׁ֖ב יִהְיֶ֣ה עִמָּ֑ךְ ,Main,Q,yqtl,xYq0,p3,HJH[,יהיה
67879,לֹא־תַעֲבֹ֥ד בֹּ֖ו עֲבֹ֥דַת עָֽבֶד׃ ,529155,לֹא־תַעֲבֹ֥ד בֹּ֖ו עֲבֹ֥דַת עָֽבֶד׃ ,Main,Q,yqtl,xYq0,p2,<BD[,תעבד,עַד־שְׁנַ֥ת הַיֹּבֵ֖ל יַעֲבֹ֥ד עִמָּֽךְ׃ ,529157,עַד־שְׁנַ֥ת הַיֹּבֵ֖ל יַעֲבֹ֥ד עִמָּֽךְ׃ ,Main,Q,yqtl,xYq0,p3,<BD[,יעבד
67885,כְּשָׂכִ֥יר כְּתֹושָׁ֖ב יִהְיֶ֣ה עִמָּ֑ךְ ,529156,כְּשָׂכִ֥יר כְּתֹושָׁ֖ב יִהְיֶ֣ה עִמָּ֑ךְ ,Main,Q,yqtl,xYq0,p3,HJH[,יהיה,וְיָצָא֙ מֵֽעִמָּ֔ךְ ה֖וּא וּבָנָ֣יו עִמֹּ֑ו ,529158,וְיָצָא֙ מֵֽעִמָּ֔ךְ ה֖וּא וּבָנָ֣יו עִמֹּ֑ו ,Main,Q,wqtl,WQtX,p3,JY>[,יצא
67903,וְשָׁב֙ אֶל־מִשְׁפַּחְתֹּ֔ו ,529159,וְשָׁב֙ אֶל־מִשְׁפַּחְתֹּ֔ו ,Main,Q,wqtl,WQt0,p3,CWB[,שׁב,,,,,,,,,,
67914,כִּֽי־עֲבָדַ֣י הֵ֔ם ,529161,כִּֽי־עֲבָדַ֣י הֵ֔ם ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,,,
67918,לֹא־תַעֲבֹ֥ד בֹּ֖ו עֲבֹ֥דַת עָֽבֶד׃ ,529155,לֹא־תַעֲבֹ֥ד בֹּ֖ו עֲבֹ֥דַת עָֽבֶד׃ ,Main,Q,yqtl,xYq0,p2,<BD[,תעבד,וְיָרֵ֖אתָ מֵאֱלֹהֶֽיךָ׃ ,529165,וְיָרֵ֖אתָ מֵאֱלֹהֶֽיךָ׃ ,Main,Q,wqtl,WQt0,p2,JR>[,יראת
67931,וְעַבְדְּךָ֥ וַאֲמָתְךָ֖ ,529166,וְעַבְדְּךָ֥ וַאֲמָתְךָ֖ ,Main,Q,Ø,CPen,,,,,,,,,,,,,
67940,מֵאֵ֣ת הַגֹּויִ֗ם ,529168,מֵאֵ֣ת הַגֹּויִ֗ם ,Main,Q,Ø,CPen,,,,וְ֠גַם מִבְּנֵ֨י הַתֹּושָׁבִ֜ים ,529171,וְ֠גַם מִבְּנֵ֨י הַתֹּושָׁבִ֜ים ,Main,Q,Ø,CPen,,,
67954,וְ֠גַם מִבְּנֵ֨י הַתֹּושָׁבִ֜ים ,529171,וְ֠גַם מִבְּנֵ֨י הַתֹּושָׁבִ֜ים ,Main,Q,Ø,CPen,,,,וּמִמִּשְׁפַּחְתָּם֙ ,529174,וּמִמִּשְׁפַּחְתָּם֙ ,Main,Q,Ø,Ellp,,,
67981,וְעַבְדְּךָ֥ וַאֲמָתְךָ֖ ,529166,וְעַבְדְּךָ֥ וַאֲמָתְךָ֖ ,Main,Q,Ø,CPen,,,,וּבְאַ֨חֵיכֶ֤ם בְּנֵֽי־יִשְׂרָאֵל֙ אִ֣ישׁ בְּאָחִ֔יו ,529181,וּבְאַ֨חֵיכֶ֤ם בְּנֵֽי־יִשְׂרָאֵל֙ אִ֣ישׁ בְּאָחִ֔יו ,Main,Q,Ø,CPen,,,
67991,וּבְאַ֨חֵיכֶ֤ם בְּנֵֽי־יִשְׂרָאֵל֙ אִ֣ישׁ בְּאָחִ֔יו ,529181,וּבְאַ֨חֵיכֶ֤ם בְּנֵֽי־יִשְׂרָאֵל֙ אִ֣ישׁ בְּאָחִ֔יו ,Main,Q,Ø,CPen,,,,,,,,,,,,,
67997,וְכִֽי־יָמ֥וּךְ אָחִ֛יךָ עִמָּ֖ךְ ,529153,וְכִֽי־יָמ֥וּךְ אָחִ֛יךָ עִמָּ֖ךְ ,SubAdv,Q,yqtl,WxYX,p3,MWK[,ימוך,וּמָ֥ךְ אָחִ֖יךָ עִמֹּ֑ו ,529184,וּמָ֥ךְ אָחִ֖יךָ עִמֹּ֑ו ,Main,Q,wqtl,WQtX,p3,MWK[,מך
68021,וְכִ֣י תַשִּׂ֗יג יַ֣ד גֵּ֤ר וְתֹושָׁב֙ עִמָּ֔ךְ ,529183,וְכִ֣י תַשִּׂ֗יג יַ֣ד גֵּ֤ר וְתֹושָׁב֙ עִמָּ֔ךְ ,SubAdv,Q,yqtl,WxYX,p3,NFG[,תשׂיג,אַחֲרֵ֣י נִמְכַּ֔ר ,529186,אַחֲרֵ֣י נִמְכַּ֔ר ,SubAdv,Q,qtl,xQt0,p3,MKR[,נמכר
68026,גְּאֻלָּ֖ה תִּהְיֶה־לֹּ֑ו ,529187,גְּאֻלָּ֖ה תִּהְיֶה־לֹּ֑ו ,Main,Q,yqtl,XYqt,p3,HJH[,תהיה,אֹו־דֹדֹ֞ו אֹ֤ו בֶן־דֹּדֹו֙ יִגְאָלֶ֔נּוּ ,529189,אֹו־דֹדֹ֞ו אֹ֤ו בֶן־דֹּדֹו֙ יִגְאָלֶ֔נּוּ ,Main,Q,yqtl,XYqt,p3,G>L[,יגאלנו
68032,אֶחָ֥ד מֵאֶחָ֖יו יִגְאָלֶֽנּוּ׃ ,529188,אֶחָ֥ד מֵאֶחָ֖יו יִגְאָלֶֽנּוּ׃ ,Main,Q,yqtl,XYqt,p3,G>L[,יגאלנו,אֹֽו־מִשְּׁאֵ֧ר בְּשָׂרֹ֛ו מִמִּשְׁפַּחְתֹּ֖ו יִגְאָלֶ֑נּוּ ,529190,אֹֽו־מִשְּׁאֵ֧ר בְּשָׂרֹ֛ו מִמִּשְׁפַּחְתֹּ֖ו יִגְאָלֶ֑נּוּ ,Main,Q,yqtl,xYq0,p3,G>L[,יגאלנו
68039,אֹו־דֹדֹ֞ו אֹ֤ו בֶן־דֹּדֹו֙ יִגְאָלֶ֔נּוּ ,529189,אֹו־דֹדֹ֞ו אֹ֤ו בֶן־דֹּדֹו֙ יִגְאָלֶ֔נּוּ ,Main,Q,yqtl,XYqt,p3,G>L[,יגאלנו,אֹֽו־הִשִּׂ֥יגָה יָדֹ֖ו ,529191,אֹֽו־הִשִּׂ֥יגָה יָדֹ֖ו ,Main,Q,qtl,xQtX,p3,NFG[,השׂיגה
68067,וְהָיָ֞ה כֶּ֤סֶף מִמְכָּרֹו֙ בְּמִסְפַּ֣ר שָׁנִ֔ים ,529196,וְהָיָ֞ה כֶּ֤סֶף מִמְכָּרֹו֙ בְּמִסְפַּ֣ר שָׁנִ֔ים ,Main,Q,wqtl,WQtX,p3,HJH[,היה,,,,,,,,,,
68077,אִם־עֹ֥וד רַבֹּ֖ות בַּשָּׁנִ֑ים ,529198,אִם־עֹ֥וד רַבֹּ֖ות בַּשָּׁנִ֑ים ,SubAdv,Q,Ø,AjCl,,,,,,,,,,,,,
68099,וְחִשַּׁב־לֹ֑ו ,529201,וְחִשַּׁב־לֹ֑ו ,Main,Q,wqtl,WQt0,p3,XCB[,חשׁב,כִּשְׂכִ֥יר שָׁנָ֛ה בְּשָׁנָ֖ה יִהְיֶ֣ה עִמֹּ֑ו ,529203,כִּשְׂכִ֥יר שָׁנָ֛ה בְּשָׁנָ֖ה יִהְיֶ֣ה עִמֹּ֑ו ,Main,Q,yqtl,xYq0,p3,HJH[,יהיה
68107,כְּפִ֣י שָׁנָ֔יו יָשִׁ֖יב אֶת־גְּאֻלָּתֹֽו׃ ,529202,כְּפִ֣י שָׁנָ֔יו יָשִׁ֖יב אֶת־גְּאֻלָּתֹֽו׃ ,Main,Q,yqtl,xYq0,p3,CWB[,ישׁיב,לֹֽא־יִרְדֶּ֥נּֽוּ בְּפֶ֖רֶךְ לְעֵינֶֽיךָ׃ ,529204,לֹֽא־יִרְדֶּ֥נּֽוּ בְּפֶ֖רֶךְ לְעֵינֶֽיךָ׃ ,Main,Q,yqtl,xYq0,p3,RDH[,ירדנו
68110,כִּשְׂכִ֥יר שָׁנָ֛ה בְּשָׁנָ֖ה יִהְיֶ֣ה עִמֹּ֑ו ,529203,כִּשְׂכִ֥יר שָׁנָ֛ה בְּשָׁנָ֖ה יִהְיֶ֣ה עִמֹּ֑ו ,Main,Q,yqtl,xYq0,p3,HJH[,יהיה,,,,,,,,,,
68118,גְּאֻלָּ֖ה תִּהְיֶה־לֹּ֑ו ,529187,גְּאֻלָּ֖ה תִּהְיֶה־לֹּ֑ו ,Main,Q,yqtl,XYqt,p3,HJH[,תהיה,וְיָצָא֙ בִּשְׁנַ֣ת הַיֹּבֵ֔ל ה֖וּא וּבָנָ֥יו עִמֹּֽו׃ ,529206,וְיָצָא֙ בִּשְׁנַ֣ת הַיֹּבֵ֔ל ה֖וּא וּבָנָ֥יו עִמֹּֽו׃ ,Main,Q,wqtl,WQtX,p3,JY>[,יצא
68148,,,,,,,,,,,וּמַצֵּבָה֙ לֹֽא־תָקִ֣ימוּ לָכֶ֔ם ,529212,וּמַצֵּבָה֙ לֹֽא־תָקִ֣ימוּ לָכֶ֔ם ,Main,Q,yqtl,WxY0,p2,QWM[,תקימו
68156,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,529211,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,Main,Q,yqtl,xYq0,p2,<FH[,תעשׂו,וְאֶ֣בֶן מַשְׂכִּ֗ית לֹ֤א תִתְּנוּ֙ בְּאַרְצְכֶ֔ם ,529213,וְאֶ֣בֶן מַשְׂכִּ֗ית לֹ֤א תִתְּנוּ֙ בְּאַרְצְכֶ֔ם ,Main,Q,yqtl,WxY0,p2,NTN[,תתנו
68162,וּמַצֵּבָה֙ לֹֽא־תָקִ֣ימוּ לָכֶ֔ם ,529212,וּמַצֵּבָה֙ לֹֽא־תָקִ֣ימוּ לָכֶ֔ם ,Main,Q,yqtl,WxY0,p2,QWM[,תקימו,לְהִֽשְׁתַּחֲוֹ֖ת עָלֶ֑יהָ ,529214,לְהִֽשְׁתַּחֲוֹ֖ת עָלֶ֑יהָ ,SubAdv,Q,infc,InfC,unknown,XWH[,השׁתחות
68174,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,529211,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,Main,Q,yqtl,xYq0,p2,<FH[,תעשׂו,וּמִקְדָּשִׁ֖י תִּירָ֑אוּ ,529217,וּמִקְדָּשִׁ֖י תִּירָ֑אוּ ,Main,Q,yqtl,WxY0,p2,JR>[,תיראו
68177,אֶת־שַׁבְּתֹתַ֣י תִּשְׁמֹ֔רוּ ,529216,אֶת־שַׁבְּתֹתַ֣י תִּשְׁמֹ֔רוּ ,Main,Q,yqtl,xYq0,p2,CMR[,תשׁמרו,,,,,,,,,,
68183,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,529211,לֹֽא־תַעֲשׂ֨וּ לָכֶ֜ם אֱלִילִ֗ם וּפֶ֤סֶל ,Main,Q,yqtl,xYq0,p2,<FH[,תעשׂו,וְאֶת־מִצְוֹתַ֣י תִּשְׁמְר֔וּ ,529220,וְאֶת־מִצְוֹתַ֣י תִּשְׁמְר֔וּ ,Main,Q,yqtl,WxY0,p2,CMR[,תשׁמרו
68187,אִם־בְּחֻקֹּתַ֖י תֵּלֵ֑כוּ ,529219,אִם־בְּחֻקֹּתַ֖י תֵּלֵ֑כוּ ,SubAdv,Q,yqtl,xYq0,p2,HLK[,תלכו,וַעֲשִׂיתֶ֖ם אֹתָֽם׃ ,529221,וַעֲשִׂיתֶ֖ם אֹתָֽם׃ ,Main,Q,wqtl,WQt0,p2,<FH[,עשׂיתם
68205,וְנָתְנָ֤ה הָאָ֨רֶץ֙ יְבוּלָ֔הּ ,529223,וְנָתְנָ֤ה הָאָ֨רֶץ֙ יְבוּלָ֔הּ ,Main,Q,wqtl,WQtX,p3,NTN[,נתנה,,,,,,,,,,
68215,וְהִשִּׂ֨יג לָכֶ֥ם דַּ֨יִשׁ֙ אֶת־בָּצִ֔יר ,529225,וְהִשִּׂ֨יג לָכֶ֥ם דַּ֨יִשׁ֙ אֶת־בָּצִ֔יר ,Main,Q,wqtl,WQtX,p3,NFG[,השׂיג,,,,,,,,,,
68250,וְהִשְׁבַּתִּ֞י חַיָּ֤ה רָעָה֙ מִן־הָאָ֔רֶץ ,529232,וְהִשְׁבַּתִּ֞י חַיָּ֤ה רָעָה֙ מִן־הָאָ֔רֶץ ,Main,Q,wqtl,WQt0,p1,CBT[,השׁבתי,,,,,,,,,,
68273,וְרָדְפוּ֙ מִכֶּ֤ם חֲמִשָּׁה֙ מֵאָ֔ה ,529236,וְרָדְפוּ֙ מִכֶּ֤ם חֲמִשָּׁה֙ מֵאָ֔ה ,Main,Q,wqtl,WQtX,p3,RDP[,רדפו,,,,,,,,,,
68305,וַאֲכַלְתֶּ֥ם יָשָׁ֖ן נֹושָׁ֑ן ,529243,וַאֲכַלְתֶּ֥ם יָשָׁ֖ן נֹושָׁ֑ן ,Main,Q,wqtl,WQt0,p2,>KL[,אכלתם,,,,,,,,,,
68313,וְנָתַתִּ֥י מִשְׁכָּנִ֖י בְּתֹוכְכֶ֑ם ,529245,וְנָתַתִּ֥י מִשְׁכָּנִ֖י בְּתֹוכְכֶ֑ם ,Main,Q,wqtl,WQt0,p1,NTN[,נתתי,,,,,,,,,,
68327,וְהָיִ֥יתִי לָכֶ֖ם לֵֽאלֹהִ֑ים ,529248,וְהָיִ֥יתִי לָכֶ֖ם לֵֽאלֹהִ֑ים ,Main,Q,wqtl,WQt0,p1,HJH[,הייתי,,,,,,,,,,
68355,אִם־בְּחֻקֹּתַ֖י תֵּלֵ֑כוּ ,529219,אִם־בְּחֻקֹּתַ֖י תֵּלֵ֑כוּ ,SubAdv,Q,yqtl,xYq0,p2,HLK[,תלכו,וְלֹ֣א תַעֲשׂ֔וּ אֵ֥ת כָּל־הַמִּצְוֹ֖ת הָאֵֽלֶּה׃ ,529256,וְלֹ֣א תַעֲשׂ֔וּ אֵ֥ת כָּל־הַמִּצְוֹ֖ת הָאֵֽלֶּה׃ ,Main,Q,yqtl,WxY0,p2,<FH[,תעשׂו
68359,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529255,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,,,,,,,,,,
68370,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529255,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,וְאִ֥ם אֶת־מִשְׁפָּטַ֖י תִּגְעַ֣ל נַפְשְׁכֶ֑ם ,529258,וְאִ֥ם אֶת־מִשְׁפָּטַ֖י תִּגְעַ֣ל נַפְשְׁכֶ֑ם ,SubAdv,Q,yqtl,WxYX,p3,G<L[,תגעל
68375,וְאִם־בְּחֻקֹּתַ֣י תִּמְאָ֔סוּ ,529257,וְאִם־בְּחֻקֹּתַ֣י תִּמְאָ֔סוּ ,SubAdv,Q,yqtl,WxY0,p2,M>S[,תמאסו,לְבִלְתִּ֤י עֲשֹׂות֙ אֶת־כָּל־מִצְוֹתַ֔י ,529259,לְבִלְתִּ֤י עֲשֹׂות֙ אֶת־כָּל־מִצְוֹתַ֔י ,SubAdv,Q,infc,InfC,unknown,<FH[,עשׂות
68389,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529255,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,וְהִפְקַדְתִּ֨י עֲלֵיכֶ֤ם בֶּֽהָלָה֙ אֶת־הַשַּׁחֶ֣פֶת וְאֶת־הַקַּדַּ֔חַת ,529262,וְהִפְקַדְתִּ֨י עֲלֵיכֶ֤ם בֶּֽהָלָה֙ אֶת־הַשַּׁחֶ֣פֶת וְאֶת־הַקַּדַּ֔חַת ,Main,Q,wqtl,WQt0,p1,PQD[,הפקדתי
68441,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529255,וְאִם־לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,וְיָסַפְתִּי֙ ,529274,וְיָסַפְתִּי֙ ,Main,Q,wqtl,WQt0,p1,JSP[,יספתי
68477,וְתַ֥ם לָרִ֖יק כֹּחֲכֶ֑ם ,529279,וְתַ֥ם לָרִ֖יק כֹּחֲכֶ֑ם ,Main,Q,wqtl,WQtX,p3,TMM[,תם,וְעֵ֣ץ הָאָ֔רֶץ לֹ֥א יִתֵּ֖ן פִּרְיֹֽו׃ ,529281,וְעֵ֣ץ הָאָ֔רֶץ לֹ֥א יִתֵּ֖ן פִּרְיֹֽו׃ ,Main,Q,yqtl,WXYq,p3,NTN[,יתן
68486,וְלֹֽא־תִתֵּ֤ן אַרְצְכֶם֙ אֶת־יְבוּלָ֔הּ ,529280,וְלֹֽא־תִתֵּ֤ן אַרְצְכֶם֙ אֶת־יְבוּלָ֔הּ ,Main,Q,yqtl,WxYX,p3,NTN[,תתן,,,,,,,,,,
68490,וְאִ֨ם־עַד־אֵ֔לֶּה לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529273,וְאִ֨ם־עַד־אֵ֔לֶּה לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,וְלֹ֥א תֹאב֖וּ ,529283,וְלֹ֥א תֹאב֖וּ ,Main,Q,yqtl,WxY0,p2,>BH[,תאבו
68495,וְאִם־תֵּֽלְכ֤וּ עִמִּי֙ קֶ֔רִי ,529282,וְאִם־תֵּֽלְכ֤וּ עִמִּי֙ קֶ֔רִי ,SubAdv,Q,yqtl,WxY0,p2,HLK[,תלכו,לִשְׁמֹ֣עַֽ לִ֑י ,529284,לִשְׁמֹ֣עַֽ לִ֑י ,SubAdv,Q,infc,InfC,unknown,CM<[,שׁמע
68531,וְאִ֨ם־עַד־אֵ֔לֶּה לֹ֥א תִשְׁמְע֖וּ לִ֑י ,529273,וְאִ֨ם־עַד־אֵ֔לֶּה לֹ֥א תִשְׁמְע֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,CM<[,תשׁמעו,וַהֲלַכְתֶּ֥ם עִמִּ֖י קֶֽרִי׃ ,529292,וַהֲלַכְתֶּ֥ם עִמִּ֖י קֶֽרִי׃ ,Main,Q,wqtl,WQt0,p2,HLK[,הלכתם
68596,וַאֲכַלְתֶּ֖ם ,529303,וַאֲכַלְתֶּ֖ם ,Main,Q,wqtl,WQt0,p2,>KL[,אכלתם,,,,,,,,,,
68602,וְאִ֨ם־בְּאֵ֔לֶּה לֹ֥א תִוָּסְר֖וּ לִ֑י ,529291,וְאִ֨ם־בְּאֵ֔לֶּה לֹ֥א תִוָּסְר֖וּ לִ֑י ,SubAdv,Q,yqtl,WxY0,p2,JSR[,תוסרו,וַהֲלַכְתֶּ֥ם עִמִּ֖י בְּקֶֽרִי׃ ,529306,וַהֲלַכְתֶּ֥ם עִמִּ֖י בְּקֶֽרִי׃ ,Main,Q,wqtl,WQt0,p2,HLK[,הלכתם
68630,וַאֲכַלְתֶּ֖ם בְּשַׂ֣ר בְּנֵיכֶ֑ם ,529309,וַאֲכַלְתֶּ֖ם בְּשַׂ֣ר בְּנֵיכֶ֑ם ,Main,Q,wqtl,WQt0,p2,>KL[,אכלתם,,,,,,,,,,
68661,וַהֲשִׁמֹּותִ֖י אֶת־מִקְדְּשֵׁיכֶ֑ם ,529316,וַהֲשִׁמֹּותִ֖י אֶת־מִקְדְּשֵׁיכֶ֑ם ,Main,Q,wqtl,WQt0,p1,CMM[,השׁמותי,,,,,,,,,,
68680,וַהֲשִׁמֹּתִ֥י אֲנִ֖י אֶת־הָאָ֑רֶץ ,529318,וַהֲשִׁמֹּתִ֥י אֲנִ֖י אֶת־הָאָ֑רֶץ ,Main,Q,wqtl,WQtX,p1,CMM[,השׁמתי,וַהֲרִיקֹתִ֥י אַחֲרֵיכֶ֖ם חָ֑רֶב ,529322,וַהֲרִיקֹתִ֥י אַחֲרֵיכֶ֖ם חָ֑רֶב ,Main,Q,wqtl,WQt0,p1,RJQ[,הריקתי
68694,וְהָיְתָ֤ה אַרְצְכֶם֙ שְׁמָמָ֔ה ,529323,וְהָיְתָ֤ה אַרְצְכֶם֙ שְׁמָמָ֔ה ,Main,Q,wqtl,WQtX,p3,HJH[,היתה,,,,,,,,,,
68697,וְאֶתְכֶם֙ אֱזָרֶ֣ה בַגֹּויִ֔ם ,529321,וְאֶתְכֶם֙ אֱזָרֶ֣ה בַגֹּויִ֔ם ,Main,Q,yqtl,WxY0,p1,ZRH[,אזרה,הֳשַּׁמָּ֔ה ,529326,הֳשַּׁמָּ֔ה ,SubMod,Q,infc,InfC,unknown,CMM[,השׁמה
68711,אָז֩ תִּרְצֶ֨ה הָאָ֜רֶץ אֶת־שַׁבְּתֹתֶ֗יהָ כֹּ֚ל יְמֵ֣י ,529325,אָז֩ תִּרְצֶ֨ה הָאָ֜רֶץ אֶת־שַׁבְּתֹתֶ֗יהָ כֹּ֚ל יְמֵ֣י ,Main,Q,yqtl,xYqX,p3,RYH=[,תרצה,וְהִרְצָ֖ת אֶת־שַׁבְּתֹתֶֽיהָ׃ ,529329,וְהִרְצָ֖ת אֶת־שַׁבְּתֹתֶֽיהָ׃ ,Main,Q,wqtl,WQt0,p3,RYH=[,הרצת
68721,כָּל־יְמֵ֥י תִּשְׁבֹּ֑ת ,529330,כָּל־יְמֵ֥י ,Main,Q,Ø,Defc,,,,אֵ֣ת אֲשֶׁ֧ר לֹֽא־שָׁבְתָ֛ה בְּשַׁבְּתֹתֵיכֶ֖ם ,529333,אֵ֣ת אֲשֶׁ֧ר לֹֽא־שָׁבְתָ֛ה בְּשַׁבְּתֹתֵיכֶ֖ם ,SubArg,Q,qtl,xQt0,p3,CBT[,שׁבתה
68772,וְהֵבֵ֤אתִי מֹ֨רֶךְ֙ בִּלְבָבָ֔ם בְּאַרְצֹ֖ת אֹיְבֵיהֶ֑ם ,529336,וְהֵבֵ֤אתִי מֹ֨רֶךְ֙ בִּלְבָבָ֔ם בְּאַרְצֹ֖ת אֹיְבֵיהֶ֑ם ,Main,Q,wqtl,WQt0,p1,BW>[,הבאתי,וַאֲבַדְתֶּ֖ם בַּגֹּויִ֑ם ,529346,וַאֲבַדְתֶּ֖ם בַּגֹּויִ֑ם ,Main,Q,wqtl,WQt0,p2,>BD[,אבדתם
68792,וְיִמַּ֨קּוּ֙ בַּֽעֲוֹנָ֔ם בְּאַרְצֹ֖ת אֹיְבֵיכֶ֑ם ,529348,וְ,Main,Q,Ø,Defc,,,,הַנִּשְׁאָרִ֣ים בָּכֶ֗ם ,529349,הַנִּשְׁאָרִ֣ים בָּכֶ֗ם ,SubArg,Q,ptcp,Ptcp,unknown,C>R[,נשׁארים
68804,וְיִמַּ֨קּוּ֙ בַּֽעֲוֹנָ֔ם בְּאַרְצֹ֖ת אֹיְבֵיכֶ֑ם ,529348,וְ,Main,Q,Ø,Defc,,,,,,,,,,,,,
68827,וְאַ֕ף אֲשֶׁר־הָֽלְכ֥וּ עִמִּ֖י בְּקֶֽרִי׃ ,529354,וְאַ֕ף אֲשֶׁר־הָֽלְכ֥וּ עִמִּ֖י בְּקֶֽרִי׃ ,SubMod,Q,qtl,WxQ0,p3,HLK[,הלכו,וְהֵבֵאתִ֣י אֹתָ֔ם בְּאֶ֖רֶץ אֹיְבֵיהֶ֑ם ,529356,וְהֵבֵאתִ֣י אֹתָ֔ם בְּאֶ֖רֶץ אֹיְבֵיהֶ֑ם ,SubMod,Q,wqtl,WQt0,p1,BW>[,הבאתי
68839,וְהִתְוַדּ֤וּ אֶת־עֲוֹנָם֙ וְאֶת־עֲוֹ֣ן אֲבֹתָ֔ם בְּמַעֲלָ֖ם ,529352,וְהִתְוַדּ֤וּ אֶת־עֲוֹנָם֙ וְאֶת־עֲוֹ֣ן אֲבֹתָ֔ם בְּמַעֲלָ֖ם ,Main,Q,wqtl,WQt0,p3,JDH[,התודו,וְאָ֖ז יִרְצ֥וּ אֶת־עֲוֹנָֽם׃ ,529358,וְאָ֖ז יִרְצ֥וּ אֶת־עֲוֹנָֽם׃ ,Main,Q,yqtl,WxY0,p3,RYH=[,ירצו
68845,אֹו־אָ֣ז יִכָּנַ֗ע לְבָבָם֙ הֶֽעָרֵ֔ל ,529357,אֹו־אָ֣ז יִכָּנַ֗ע לְבָבָם֙ הֶֽעָרֵ֔ל ,Main,Q,yqtl,xYqX,p3,KN<[,יכנע,,,,,,,,,,
68863,וְזָכַרְתִּ֖י אֶת־בְּרִיתִ֣י יַעֲקֹ֑וב ,529359,וְזָכַרְתִּ֖י אֶת־בְּרִיתִ֣י יַעֲקֹ֑וב ,Main,Q,wqtl,WQt0,p1,ZKR[,זכרתי,וְהָאָ֥רֶץ אֶזְכֹּֽר׃ ,529362,וְהָאָ֥רֶץ אֶזְכֹּֽר׃ ,Main,Q,yqtl,WxY0,p1,ZKR[,אזכר
68867,וְאַ֨ף אֶת־בְּרִיתִ֧י אַבְרָהָ֛ם אֶזְכֹּ֖ר ,529361,וְאַ֨ף אֶת־בְּרִיתִ֧י אַבְרָהָ֛ם אֶזְכֹּ֖ר ,Main,Q,yqtl,WxY0,p1,ZKR[,אזכר,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם ,529363,וְהָאָרֶץ֩ תֵּעָזֵ֨ב מֵהֶ֜ם ,Main,Q,yqtl,WXYq,p3,<ZB[,תעזב
