bhsa_node,lxx,lxx_tense,lxx_voice,lxx_mood,lxx_person,lxx_number,lxx_verse,lxx_tm
42665,συνεχόμεναι,present,middle,ptcp,,pl,EXO 26:3,present ptcp
42720,ἀντιπίπτουσαι,present,active,ptcp,,pl,EXO 26:5,present ptcp
42863,πλεονάζον,present,active,ptcp,,sg,EXO 26:12,present ptcp
42872,ὑπολελειμμένον,perfect,middle,ptcp,,sg,EXO 26:12,perfect ptcp
42890,,,,,,,,
42959,ἀντιπίπτοντας,present,active,ptcp,,pl,EXO 26:17,present ptcp
43160,διικνείσθω,present,middle,impv,3,sg,EXO 26:28,present impv
43224,κεχρυσωμένων,perfect,passsive,ptcp,,pl,EXO 26:32,perfect ptcp
43623,κατηργυρωμένοι,perfect,middle,ptcp,,pl,EXO 27:17,perfect ptcp
44006,,,,,,,,
44057,περικεκαλυμμένα,perfect,passsive,ptcp,,pl,EXO 28:20,perfect ptcp
44568,πεφυραμένους,perfect,middle,ptcp,,pl,EXO 29:2,perfect ptcp
44575,κεχρισμένα,perfect,middle,ptcp,,pl,EXO 29:2,perfect ptcp
44775,,,,,,,,
45009,κατακαλύπτον,present,active,ptcp,,sg,EXO 29:22,present ptcp
45356,ἁπτόμενος,present,middle,ptcp,,sg,EXO 29:37,present ptcp
45398,πεφυραμένης,perfect,passsive,ptcp,,sg,EXO 29:40,perfect ptcp
45736,παραπορεύωνται,present,middle,subj,3,pl,EXO 30:13,present subj
45759,παραπορευόμενος,present,middle,ptcp,,sg,EXO 30:14,present ptcp
46020,ἁπτόμενος,present,middle,ptcp,,sg,EXO 30:29,present ptcp
46383,ἁγιάζων,present,active,ptcp,,sg,EXO 31:13,present ptcp
46393,βεβηλῶν,present,active,ptcp,,sg,EXO 31:14,present ptcp
46399,ποιήσει,future,active,indc,3,sg,EXO 31:14,future indc
46428,ποιήσει,future,active,indc,3,sg,EXO 31:15,future indc
46500,γεγραμμένας,perfect,passsive,ptcp,,pl,EXO 31:18,perfect ptcp
46905,ἀκούω,present,active,indc,1,sg,EXO 32:18,present indc
47432,ζητῶν,present,active,ptcp,,sg,EXO 33:7,present ptcp
47498,ἑστῶτα,perfect,active,ptcp,,sg,EXO 33:10,perfect ptcp
47550,λέγεις,present,active,indc,2,sg,EXO 33:12,present indc
47618,πορεύῃ,present,middle,subj,2,sg,EXO 33:15,present subj
47910,διατηρῶν,present,active,ptcp,,sg,EXO 34:7,present ptcp
47915,ἀφαιρῶν,present,active,ptcp,,sg,EXO 34:7,present ptcp
47925,ἐπάγων,present,active,ptcp,,sg,EXO 34:7,present ptcp
47979,τίθημί,present,active,indc,1,sg,EXO 34:10,present indc
48015,ποιήσω,future,active,indc,1,sg,EXO 34:10,future indc
48022,ἐντέλλομαί,present,middle,indc,1,sg,EXO 34:11,present indc
48026,ἐκβάλλω,present,active,indc,1,sg,EXO 34:11,present indc
48058,εἰσπορεύῃ,present,middle,indc,2,sg,EXO 34:12,present indc
48540,ποιῶν,present,active,ptcp,,sg,EXO 35:2,present ptcp
48913,ἀφαιρῶν,present,active,ptcp,,sg,EXO 35:24,present ptcp
49266,ἠργάζοντο,imperfect,middle,indc,3,pl,EXO 36:4,imperfect indc
49278,ἠργάζοντο,imperfect,middle,indc,3,pl,EXO 36:4,imperfect indc
49285,,,,,,,,
49466,,,,,,,,
49609,,,,,,,,
49633,,,,,,,,
50073,,,,,,,,
50233,,,,,,,,
50278,,,,,,,,
50318,,,,,,,,
50363,,,,,,,,
50455,,,,,,,,
50723,,,,,,,,
50860,,,,,,,,
50923,,,,,,,,
51179,συμπεπορπημένους,perfect,middle,ptcp,,pl,EXO 36:13,perfect ptcp
51182,γεγλυμμένους,perfect,middle,ptcp,,pl,EXO 36:13,perfect ptcp
51239,,,,,,,,
51282,περικεκυκλωμένα,perfect,middle,ptcp,,pl,EXO 36:20,perfect ptcp
51495,,,,,,,,
52955,πεφυραμένους,perfect,passsive,ptcp,,pl,LEV 2:4,perfect ptcp
52962,διακεχρισμένα,perfect,passsive,ptcp,,pl,LEV 2:4,perfect ptcp
52974,πεφυραμένη,perfect,passsive,ptcp,,sg,LEV 2:5,perfect ptcp
53121,πεφρυγμένα,perfect,passsive,ptcp,,pl,LEV 2:14,perfect ptcp
53168,προσαγάγῃ,aorist,active,subj,3,sg,LEV 3:1,aorist subj
53215,κατακαλύπτον,present,active,ptcp,,sg,LEV 3:3,present ptcp
53296,προσαγάγῃ,aorist,active,subj,3,sg,LEV 3:7,aorist subj
53352,,,,,,,,
53444,κατακαλύπτον,present,active,ptcp,,sg,LEV 3:14,present ptcp
53684,κατακαλύπτον,present,active,ptcp,,sg,LEV 4:8,present ptcp
54500,,,,,,,,
55077,,,,,,,,
55241,ἀναφέρων,present,active,ptcp,,sg,LEV 6:19,present ptcp
55365,κατακαλύπτον,present,active,ptcp,,sg,LEV 7:3,present ptcp
55440,προσάγων,present,active,ptcp,,sg,LEV 7:8,present ptcp
55464,ποιηθήσεται,future,passsive,indc,3,sg,LEV 7:9,future indc
55475,προσφέροντος,present,active,ptcp,,sg,LEV 7:9,present ptcp
55482,ἀναπεποιημένη,perfect,passsive,ptcp,,sg,LEV 7:10,perfect ptcp
55518,ἀναπεποιημένους,perfect,passsive,ptcp,,pl,LEV 7:12,perfect ptcp
55525,διακεχρισμένα,perfect,passsive,ptcp,,pl,LEV 7:12,perfect ptcp
55533,ἀναπεποιημένους,perfect,passsive,ptcp,,pl,LEV 7:12,perfect ptcp
55561,προσχέοντι,present,active,ptcp,,sg,LEV 7:14,present ptcp
55600,,,,,,,,
55605,,,,,,,,
55635,προσφέροντι,present,active,ptcp,,sg,LEV 7:18,present ptcp
55646,φάγῃ,aorist,middle,subj,3,sg,LEV 7:18,aorist subj
55770,ἔσθων,present,active,ptcp,,sg,LEV 7:25,present ptcp
55786,,,,,,,,
55832,προσφέρων,present,active,ptcp,,sg,LEV 7:29,present ptcp
55900,προσφέρων,present,active,ptcp,,sg,LEV 7:33,present ptcp
56794,,,,,,,,
56950,πεφυραμένην,perfect,passsive,ptcp,,sg,LEV 9:4,perfect ptcp
57638,καταλειφθεῖσαν,aorist,passsive,ptcp,,sg,LEV 10:12,aorist ptcp
57875,διχηλοῦν,present,active,ptcp,,sg,LEV 11:3,present ptcp
57878,,,,,,,,
57881,ἀνάγον,present,active,ptcp,,sg,LEV 11:3,present ptcp
57912,διχηλεῖ,present,active,indc,3,sg,LEV 11:4,present indc
57955,ὀνυχίζει,present,active,indc,3,sg,LEV 11:7,present indc
58164,πορεύεται,present,middle,indc,3,sg,LEV 11:20,present indc
58180,πορεύεται,present,middle,indc,3,sg,LEV 11:21,present indc
58241,ἁπτόμενος,present,middle,ptcp,,sg,LEV 11:24,present ptcp
58251,αἴρων,present,active,ptcp,,sg,LEV 11:25,present ptcp
58267,διχηλοῦν,present,active,ptcp,,sg,LEV 11:26,present ptcp
58272,ὀνυχίζει,present,active,indc,3,sg,LEV 11:26,present indc
58276,μαρυκᾶται,present,middle,indc,3,sg,LEV 11:26,present indc
58282,ἁπτόμενος,present,middle,ptcp,,sg,LEV 11:26,present ptcp
58287,πορεύεται,present,middle,indc,3,sg,LEV 11:27,present indc
58295,πορεύεται,present,middle,indc,3,sg,LEV 11:27,present indc
58303,ἁπτόμενος,present,middle,ptcp,,sg,LEV 11:27,present ptcp
58312,,,,,,,,
58334,ἑρπόντων,present,active,ptcp,,pl,LEV 11:29,present ptcp
58373,ἁπτόμενος,present,middle,ptcp,,sg,LEV 11:31,present ptcp
58481,,,,,,,,
58524,ἁπτόμενος,present,middle,ptcp,,sg,LEV 11:39,present ptcp
58533,,,,,,,,
58545,,,,,,,,
58560,ἕρπει,present,active,indc,3,sg,LEV 11:41,present indc
58569,πορευόμενος,present,middle,ptcp,,sg,LEV 11:42,present ptcp
58574,πορευόμενος,present,middle,ptcp,,sg,LEV 11:42,present ptcp
58579,πολυπληθεῖ,present,active,indc,3,sg,LEV 11:42,present indc
58586,ἕρπουσιν,present,active,ptcp,,pl,LEV 11:42,present ptcp
58604,ἕρπουσιν,present,active,ptcp,,pl,LEV 11:43,present ptcp
58634,κινουμένοις,present,middle,ptcp,,pl,LEV 11:44,present ptcp
58642,ἀναγαγὼν,aorist,active,ptcp,,sg,LEV 11:45,aorist ptcp
58671,κινουμένης,present,middle,ptcp,,sg,LEV 11:46,present ptcp
58680,ἑρπούσης,present,active,ptcp,,sg,LEV 11:46,present ptcp
58698,ἐσθιόμενα,present,passsive,ptcp,,pl,LEV 11:47,present ptcp
58833,τικτούσης,present,active,ptcp,,sg,LEV 12:7,present ptcp
60147,ἐξανθοῦσά,present,active,ptcp,,sg,LEV 13:57,present ptcp
60325,σφαγέντος,aorist,passsive,ptcp,,sg,LEV 14:6,aorist ptcp
60335,καθαρισθέντα,aorist,passsive,ptcp,,sg,LEV 14:7,aorist ptcp
60445,πεφυραμένης,perfect,passsive,ptcp,,sg,LEV 14:10,perfect ptcp
60642,,,,,,,,
60675,καθαριζομένου,present,passsive,ptcp,,sg,LEV 14:19,present ptcp
60711,εὑρίσκῃ,present,active,subj,3,sg,LEV 14:21,present subj
60726,πεφυραμένης,perfect,passsive,ptcp,,sg,LEV 14:21,perfect ptcp
60900,,,,,,,,
60992,δίδωμι,present,active,indc,1,sg,LEV 14:34,present indc
61266,,,,,,,,
61280,,,,,,,,
61289,,,,,,,,
61530,,,,,,,,
61590,καθίσῃ,aorist,active,subj,3,sg,LEV 15:6,aorist subj
61613,,,,,,,,
61664,ἁπτόμενος,present,middle,ptcp,,sg,LEV 15:10,present ptcp
61676,,,,,,,,
61871,ῥέουσα,present,active,ptcp,,sg,LEV 15:19,present ptcp
61885,ἁπτόμενος,present,middle,ptcp,,sg,LEV 15:19,present ptcp
61908,ἅψηται,aorist,middle,subj,3,sg,LEV 15:21,aorist subj
61926,ἁπτόμενος,present,middle,ptcp,,sg,LEV 15:22,present ptcp
61957,καθίσῃ,aorist,active,subj,3,sg,LEV 15:23,aorist subj
62044,ἁπτόμενος,present,middle,ptcp,,sg,LEV 15:27,present ptcp
62160,,,,,,,,
62559,ἐκτισμένῃ,perfect,passsive,ptcp,,sg,LEV 16:16,perfect ptcp
62787,,,,,,,,
62850,,,,,,,,
62899,προσκείμενος,present,middle,ptcp,,sg,LEV 16:29,present ptcp
63103,σφάξουσιν,future,active,indc,3,pl,LEV 17:5,future indc
63159,ἐκπορνεύουσιν,present,active,indc,3,pl,LEV 17:7,present indc
63220,προσκειμένων,present,middle,ptcp,,pl,LEV 17:10,present ptcp
63234,ἔσθουσαν,present,active,ptcp,,sg,LEV 17:10,present ptcp
63287,προσκείμενος,present,middle,ptcp,,sg,LEV 17:12,present ptcp
63304,προσκειμένων,present,middle,ptcp,,pl,LEV 17:13,present ptcp
63349,ἔσθων,present,active,ptcp,,sg,LEV 17:14,present ptcp
63425,εἰσάγω,present,active,indc,1,sg,LEV 18:3,present indc
63703,ἐξαποστέλλω,present,active,indc,1,sg,LEV 18:24,present indc
63743,προσγενόμενος,aorist,middle,ptcp,,sg,LEV 18:26,aorist ptcp
63797,ποιοῦσαι,present,active,ptcp,,pl,LEV 18:29,present ptcp
63891,,,,,,,,
63914,,,,,,,,
64114,διαπεφυλαγμένη,perfect,passsive,ptcp,,sg,LEV 19:20,perfect ptcp
64329,προσπορευόμενος,present,middle,ptcp,,sg,LEV 19:34,present ptcp
64416,προσγεγενημένων,perfect,middle,ptcp,,pl,LEV 20:2,perfect ptcp
64513,ὁμονοοῦντας,present,active,ptcp,,pl,LEV 20:5,present ptcp
64571,ἁγιάζων,present,active,ptcp,,sg,LEV 20:8,present ptcp
64834,εἰσάγω,present,active,indc,1,sg,LEV 20:22,present indc
64849,ἐξαποστέλλω,present,active,indc,1,sg,LEV 20:23,present indc
65062,προσφέρουσιν,present,active,indc,3,pl,LEV 21:6,present indc
65074,ἐκβεβλημένην,perfect,passsive,ptcp,,sg,LEV 21:7,perfect ptcp
65091,προσφέρει,present,active,indc,3,sg,LEV 21:8,present indc
65099,ἁγιάζων,present,active,ptcp,,sg,LEV 21:8,present ptcp
65111,βεβηλοῖ,present,active,indc,3,sg,LEV 21:9,present indc
65213,ἁγιάζων,present,active,ptcp,,sg,LEV 21:15,present ptcp
65342,ἁγιάζων,present,active,ptcp,,sg,LEV 21:23,present ptcp
65383,ἁγιάζουσίν,present,active,indc,3,pl,LEV 22:2,present indc
65428,λεπρᾷ,present,active,indc,3,sg,LEV 22:4,present indc
65430,,,,,,,,
65441,,,,,,,,
65535,ἁγιάζων,present,active,ptcp,,sg,LEV 22:9,present ptcp
65653,ἁγιάζων,present,active,ptcp,,sg,LEV 22:16,present ptcp
65928,ἁγιάζων,present,active,ptcp,,sg,LEV 22:32,present ptcp
65930,ἐξαγαγὼν,aorist,active,ptcp,,sg,LEV 22:33,aorist ptcp
66091,δίδωμι,present,active,indc,1,sg,LEV 23:10,present indc
66144,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,LEV 23:13,perfect ptcp
67038,,,,,,,,
67069,,,,,,,,
67109,,,,,,,,
67113,,,,,,,,
67186,δίδωμι,present,active,indc,1,sg,LEV 25:2,present indc
67269,προσκειμένῳ,present,middle,ptcp,,sg,LEV 25:6,present ptcp
67455,ἀποδώσεταί,future,middle,indc,3,sg,LEV 25:16,future indc
67657,κτησαμένῳ,aorist,middle,ptcp,,sg,LEV 25:28,aorist ptcp
67715,,,,,,,,
67951,ὄντων,present,active,ptcp,,pl,LEV 25:45,present ptcp
68403,σφακελίζοντας,present,active,ptcp,,pl,LEV 26:16,present ptcp
68406,ἐκτήκουσαν,present,active,ptcp,,sg,LEV 26:16,present ptcp
68434,διώκοντος,present,active,ptcp,,sg,LEV 26:17,present ptcp
68556,ἐκδικοῦσαν,present,active,ptcp,,sg,LEV 26:25,present ptcp
68676,ἐνοικοῦντες,present,active,ptcp,,pl,LEV 26:32,present ptcp
68733,,,,,,,,
68790,,,,,,,,
69305,,,,,,,,
69322,ἁγιάσας,aorist,active,ptcp,,sg,LEV 27:19,aorist ptcp
69667,ἐκπορευόμενος,present,middle,ptcp,,sg,NUM 1:3,present ptcp
70263,ἐκπορευόμενος,present,middle,ptcp,,sg,NUM 1:45,present ptcp
70458,,,,,,,,
70487,,,,,,,,
70579,,,,,,,,
70782,,,,,,,,
71055,δεδομένοι,perfect,middle,ptcp,,pl,NUM 3:9,perfect ptcp
71056,δεδομένοι,perfect,middle,ptcp,,pl,NUM 3:9,perfect ptcp
71493,,,,,,,,
71509,φυλάσσοντες,present,active,ptcp,,pl,NUM 3:38,present ptcp
71677,πλεονάζοντες,present,active,ptcp,,pl,NUM 3:46,present ptcp
71713,πλεοναζόντων,present,active,ptcp,,pl,NUM 3:48,present ptcp
71725,πλεοναζόντων,present,active,ptcp,,pl,NUM 3:49,present ptcp
71808,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:3,present ptcp
72230,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:23,present ptcp
72380,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:30,present ptcp
72485,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:35,present ptcp
72511,λειτουργῶν,present,active,ptcp,,sg,NUM 4:37,present ptcp
72549,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:39,present ptcp
72579,λειτουργῶν,present,active,ptcp,,sg,NUM 4:41,present ptcp
72614,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:43,present ptcp
72681,εἰσπορευόμενος,present,middle,ptcp,,sg,NUM 4:47,present ptcp
72769,καταγίνομαι,present,middle,indc,1,sg,NUM 5:3,present indc
72865,ἀποδιδόμενον,present,middle,ptcp,,sg,NUM 5:8,present ptcp
73016,ἀναμιμνήσκουσα,present,active,ptcp,,sg,NUM 5:15,present ptcp
73671,ἀναπεποιημένους,perfect,passsive,ptcp,,pl,NUM 6:15,perfect ptcp
73678,κεχρισμένα,perfect,middle,ptcp,,pl,NUM 6:15,perfect ptcp
73933,παρεστηκότες,perfect,active,ptcp,,pl,NUM 7:2,perfect ptcp
74113,προσφέρων,present,active,ptcp,,sg,NUM 7:12,present ptcp
74146,,,,,,,,
74148,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:13,perfect ptcp
74158,,,,,,,,
74228,,,,,,,,
74230,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:19,perfect ptcp
74240,,,,,,,,
74309,,,,,,,,
74311,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:25,perfect ptcp
74321,,,,,,,,
74390,,,,,,,,
74392,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:31,perfect ptcp
74402,,,,,,,,
74471,,,,,,,,
74473,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:37,perfect ptcp
74483,,,,,,,,
74552,,,,,,,,
74554,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:43,perfect ptcp
74564,,,,,,,,
74633,,,,,,,,
74635,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:49,perfect ptcp
74645,,,,,,,,
74714,,,,,,,,
74716,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:55,perfect ptcp
74726,,,,,,,,
74795,,,,,,,,
74797,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:61,perfect ptcp
74807,,,,,,,,
74876,,,,,,,,
74878,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:67,perfect ptcp
74888,,,,,,,,
74957,,,,,,,,
74959,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:73,perfect ptcp
74969,,,,,,,,
75038,,,,,,,,
75040,ἀναπεποιημένης,perfect,passsive,ptcp,,sg,NUM 7:79,perfect ptcp
75050,,,,,,,,
75143,,,,,,,,
75226,λαλοῦντος,present,active,ptcp,,sg,NUM 7:89,present ptcp
75362,ἀναπεποιημένην,perfect,passsive,ptcp,,sg,NUM 8:8,perfect ptcp
75507,ἀποδεδομένοι,perfect,middle,ptcp,,pl,NUM 8:16,perfect ptcp
75508,ἀποδεδομένοι,perfect,middle,ptcp,,pl,NUM 8:16,perfect ptcp
76328,παρεμβάλλουσαι,present,active,ptcp,,pl,NUM 10:5,present ptcp
76339,παρεμβάλλουσαι,present,active,ptcp,,pl,NUM 10:6,present ptcp
76381,ἀνθεστηκότας,perfect,active,ptcp,,pl,NUM 10:9,perfect ptcp
76613,,,,,,,,
76663,ἐξαίρομεν,present,active,indc,1,pl,NUM 10:29,present indc
76747,προεπορεύετο,imperfect,middle,indc,3,sg,NUM 10:33,imperfect indc
76973,κλαιόντων,present,active,ptcp,,pl,NUM 11:10,present ptcp
77091,ποιεῖς,present,active,indc,2,sg,NUM 11:15,present indc
77418,προφητεύουσιν,present,active,indc,3,pl,NUM 11:27,present indc
77441,,,,,,,,
77704,,,,,,,,
77749,λεπρῶσα,present,active,ptcp,,sg,NUM 12:10,present ptcp
77760,λεπρῶσα,present,active,ptcp,,sg,NUM 12:10,present ptcp
77880,δίδωμι,present,active,indc,1,sg,NUM 13:2,present indc
78043,ἐγκαθήμενον,present,middle,ptcp,,sg,NUM 13:18,present ptcp
78061,ἐγκάθηνται,present,middle,indc,3,pl,NUM 13:19,present indc
78074,κατοικοῦσιν,present,active,indc,3,pl,NUM 13:19,present indc
78272,κατοικοῦν,present,active,ptcp,,sg,NUM 13:28,present ptcp
78290,κατοικεῖ,present,active,indc,3,sg,NUM 13:29,present indc
78304,κατοικεῖ,present,active,indc,3,sg,NUM 13:29,present indc
78311,κατοικεῖ,present,active,indc,3,sg,NUM 13:29,present indc
78379,κατέσθουσα,present,active,ptcp,,sg,NUM 13:32,present ptcp
78464,εἰσάγει,present,active,indc,3,sg,NUM 14:3,present indc
78522,κατασκεψαμένων,aorist,middle,ptcp,,pl,NUM 14:6,aorist ptcp
78706,ἐφέστηκεν,perfect,active,indc,3,sg,NUM 14:14,perfect indc
78713,πορεύῃ,present,middle,indc,2,sg,NUM 14:14,present indc
78781,ἀφαιρῶν,present,active,ptcp,,sg,NUM 14:18,present ptcp
78789,ἀποδιδοὺς,present,active,ptcp,,sg,NUM 14:18,present ptcp
78847,ὁρῶντες,present,active,ptcp,,pl,NUM 14:22,present ptcp
78914,κατοικοῦσιν,present,active,indc,3,pl,NUM 14:25,present indc
78949,ἐγόγγυσαν,aorist,active,indc,3,pl,NUM 14:27,aorist indc
78957,ἐγόγγυσαν,aorist,active,indc,3,pl,NUM 14:27,aorist indc
79111,ἐπισυνεσταμένῃ,aorist,middle,ptcp,,sg,NUM 14:35,aorist ptcp
79152,κατείπαντες,aorist,active,ptcp,,pl,NUM 14:37,aorist ptcp
79178,πεπορευμένων,perfect,middle,ptcp,,pl,NUM 14:38,perfect ptcp
79231,παραβαίνετε,present,active,indc,2,pl,NUM 14:41,present indc
79306,ἐγκαθήμενος,present,middle,ptcp,,sg,NUM 14:45,present ptcp
79340,δίδωμι,present,active,indc,1,sg,NUM 15:2,present indc
