bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
112106,Deuteronomy 32:47,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,עֹבְרִ֧ים,עברים,עבר,<BR[,pass,ptcp,qal,unknown,m,pl,i.,אֲשֶׁ֨ר אַתֶּ֜ם עֹבְרִ֧ים אֶת־הַיַּרְדֵּ֛ן שָׁ֖מָּה ,אֲשֶׁ֨ר אַתֶּ֜ם עֹבְרִ֧ים אֶת־הַיַּרְדֵּ֛ן שָׁ֖מָּה ,וּבַדָּבָ֣ר הַזֶּ֗ה תַּאֲרִ֤יכוּ יָמִים֙ עַל־הָ֣אֲדָמָ֔ה אֲשֶׁ֨ר אַתֶּ֜ם עֹבְרִ֧ים אֶת־הַיַּרְדֵּ֛ן שָׁ֖מָּה לְרִשְׁתָּֽהּ׃ פ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>TM_,_conj_prps_,_>CR_,Deut 32:47,Deut. 32:47,1,VO,0,,,0
112150,Deuteronomy 32:49,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,נֹתֵ֛ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,--,אֲשֶׁ֨ר אֲנִ֥י נֹתֵ֛ן לִבְנֵ֥י יִשְׂרָאֵ֖ל לַאֲחֻזָּֽה׃ ,אֲשֶׁ֨ר אֲנִ֥י נֹתֵ֛ן לִבְנֵ֥י יִשְׂרָאֵ֖ל לַאֲחֻזָּֽה׃ ,וּרְאֵה֙ אֶת־אֶ֣רֶץ כְּנַ֔עַן אֲשֶׁ֨ר אֲנִ֥י נֹתֵ֛ן לִבְנֵ֥י יִשְׂרָאֵ֖ל לַאֲחֻזָּֽה׃ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>NJ_,_conj_prps_,_>CR_,Deut 32:49,Deut. 32:49,0,,0,,,0
112163,Deuteronomy 32:50,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,עֹלֶ֣ה,עלה,עלה,<LH[,ascend,ptcp,qal,unknown,m,sg,-p,אֲשֶׁ֤ר אַתָּה֙ עֹלֶ֣ה שָׁ֔מָּה ,אֲשֶׁ֤ר אַתָּה֙ עֹלֶ֣ה שָׁ֔מָּה ,וּמֻ֗ת בָּהָר֙ אֲשֶׁ֤ר אַתָּה֙ עֹלֶ֣ה שָׁ֔מָּה ,NQ,Ptcp,Ø,SubMod,0,_>CR_>TH_,_conj_prps_,_>CR_,Deut 32:50,Deut. 32:50,0,,0,,,0
112221,Deuteronomy 32:52,Deuteronomy,Deuteronomy,Law,SBH,prose,Q,נֹתֵ֖ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,--,אֲשֶׁר־אֲנִ֥י נֹתֵ֖ן לִבְנֵ֥י יִשְׂרָאֵֽל׃ פ ,אֲשֶׁר־אֲנִ֥י נֹתֵ֖ן לִבְנֵ֥י יִשְׂרָאֵֽל׃ פ ,וְשָׁ֨מָּה֙ לֹ֣א תָבֹ֔וא אֶל־הָאָ֕רֶץ אֲשֶׁר־אֲנִ֥י נֹתֵ֖ן לִבְנֵ֥י יִשְׂרָאֵֽל׃ פ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>NJ_,_conj_prps_,_>CR_,Deut 32:52,Deut. 32:52,0,,0,,,0
112267,Deuteronomy 33:3,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,חֹבֵ֣ב,חבב,חבב,XBB[,love,ptcp,qal,unknown,m,sg,d-,אַ֚ף חֹבֵ֣ב עַמִּ֔ים ,אַ֚ף חֹבֵ֣ב עַמִּ֔ים ,אַ֚ף חֹבֵ֣ב עַמִּ֔ים ,NQ,Ptcp,Ø,Main,0,_>P_,_advb_,_>P_,Deut 33:3,Deut. 33:3,1,VO,0,,,0
112350,Deuteronomy 33:9,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,אֹמֵ֞ר,אמר,אמר,>MR[,say,ptcp,qal,unknown,m,sg,--,הָאֹמֵ֞ר לְאָבִ֤יו וּלְאִמֹּו֙ ,הָאֹמֵ֞ר לְאָבִ֤יו וּלְאִמֹּו֙ ,תֻּמֶּ֥יךָ וְאוּרֶ֖יךָ לְאִ֣ישׁ חֲסִידֶ֑ךָ אֲשֶׁ֤ר נִסִּיתֹו֙ בְּמַסָּ֔ה תְּרִיבֵ֖הוּ עַל־מֵ֥י מְרִיבָֽה׃ הָאֹמֵ֞ר לְאָבִ֤יו וּלְאִמֹּו֙ וְאֶת־אֶחָיו֙ לֹ֣א הִכִּ֔יר וְאֶת־בָּנָ֖יו לֹ֣א יָדָ֑ע ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Deut 33:9,Deut. 33:9,1,VO?,0,,,0
112413,Deuteronomy 33:12,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,חֹפֵ֤ף,חפף,חפף,XPP[,shelter,ptcp,qal,unknown,m,sg,-c,חֹפֵ֤ף עָלָיו֙ כָּל־הַיֹּ֔ום ,חֹפֵ֤ף עָלָיו֙ כָּל־הַיֹּ֔ום ,יְדִ֣יד יְהֹוָ֔ה יִשְׁכֹּ֥ן לָבֶ֖טַח עָלָ֑יו חֹפֵ֤ף עָלָיו֙ כָּל־הַיֹּ֔ום וּבֵ֥ין כְּתֵיפָ֖יו שָׁכֵֽן׃ ס ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Deut 33:12,Deut. 33:12,0,,0,,,1
112437,Deuteronomy 33:13,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,רֹבֶ֥צֶת,רבצת,רבץ,RBY[,lie down,ptcp,qal,unknown,f,sg,-p,רֹבֶ֥צֶת תָּֽחַת׃ ,רֹבֶ֥צֶת תָּֽחַת׃ ,מְבֹרֶ֥כֶת יְהֹוָ֖ה אַרְצֹ֑ו מִמֶּ֤גֶד שָׁמַ֨יִם֙ מִטָּ֔ל וּמִתְּהֹ֖ום רֹבֶ֥צֶת תָּֽחַת׃ וּמִמֶּ֖גֶד תְּבוּאֹ֣ת שָׁ֑מֶשׁ וּמִמֶּ֖גֶד גֶּ֥רֶשׁ יְרָחִֽים׃ וּמֵרֹ֖אשׁ הַרְרֵי־קֶ֑דֶם וּמִמֶּ֖גֶד גִּבְעֹ֥ות עֹולָֽם׃ וּמִמֶּ֗גֶד אֶ֚רֶץ וּמְלֹאָ֔הּ ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Deut 33:13,Deut. 33:13,0,,1,AdvP,TXT/,0
112531,Deuteronomy 33:20,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,בָּר֖וּךְ,ברוך,ברך,BRK[,bless,ptcp,qal,unknown,m,sg,--,בָּר֖וּךְ מַרְחִ֣יב גָּ֑ד ,בָּר֖וּךְ מַרְחִ֣יב גָּ֑ד ,בָּר֖וּךְ מַרְחִ֣יב גָּ֑ד ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Deut 33:20,Deut. 33:20,0,,0,,,0
112581,Deuteronomy 33:23,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,מָלֵ֖א,מלא,מלא,ML>[,be full,ptcp,qal,unknown,m,sg,d-,וּמָלֵ֖א בִּרְכַּ֣ת יְהוָ֑ה ,וּמָלֵ֖א בִּרְכַּ֣ת יְהוָ֑ה ,וּמָלֵ֖א בִּרְכַּ֣ת יְהוָ֑ה ,NQ,Ptcp,W,Main,0,_W_,_conj_,_W_,Deut 33:23,Deut. 33:23,1,VO,0,,,0
112592,Deuteronomy 33:24,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,בָּר֥וּךְ,ברוך,ברך,BRK[,bless,ptcp,qal,unknown,m,sg,--,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,בָּר֥וּךְ מִבָּנִ֖ים אָשֵׁ֑ר ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Deut 33:24,Deut. 33:24,0,,0,,,0
112600,Deuteronomy 33:24,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,טֹבֵ֥ל,טבל,טבל,VBL[,dip,ptcp,qal,unknown,m,sg,dp,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ ,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ ,וְטֹבֵ֥ל בַּשֶּׁ֖מֶן רַגְלֹֽו׃ ,NQ,Ptcp,W,Main,0,_W_,_conj_,_W_,Deut 33:24,Deut. 33:24,1,VO,0,,,0
112618,Deuteronomy 33:26,Deuteronomy,Deuteronomy,Law,SBH,poetry,Q,רֹכֵ֤ב,רכב,רכב,RKB[,ride,ptcp,qal,unknown,m,sg,d-,רֹכֵ֤ב שָׁמַ֨יִם֙ בְעֶזְרֶ֔ךָ ,רֹכֵ֤ב שָׁמַ֨יִם֙ בְעֶזְרֶ֔ךָ ,אֵ֥ין כָּאֵ֖ל יְשֻׁר֑וּן רֹכֵ֤ב שָׁמַ֨יִם֙ בְעֶזְרֶ֔ךָ וּבְגַאֲוָתֹ֖ו שְׁחָקִֽים׃ ,Q,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Deut 33:26,Deut. 33:26,1,VO,0,,,0
112968,Joshua 1:2,Joshua,Joshua,Prophets,SBH,prose,Q,נֹתֵ֥ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,-c,אֲשֶׁ֧ר אָנֹכִ֛י נֹתֵ֥ן לָהֶ֖ם לִבְנֵ֥י יִשְׂרָאֵֽל׃ ,אֲשֶׁ֧ר אָנֹכִ֛י נֹתֵ֥ן לָהֶ֖ם לִבְנֵ֥י יִשְׂרָאֵֽל׃ ,עֲבֹ֜ר אֶת־הַיַּרְדֵּ֣ן הַזֶּ֗ה אַתָּה֙ וְכָל־הָעָ֣ם הַזֶּ֔ה אֶל־הָאָ֕רֶץ אֲשֶׁ֧ר אָנֹכִ֛י נֹתֵ֥ן לָהֶ֖ם לִבְנֵ֥י יִשְׂרָאֵֽל׃ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>NKJ_,_conj_prps_,_>CR_,Josh 1:2,Josh. 1:2,0,,0,,,0
113110,Joshua 1:8,Joshua,Joshua,Prophets,SBH,prose,Q,כָּת֖וּב,כתוב,כתב,KTB[,write,ptcp,qal,unknown,m,sg,-p,הַכָּת֖וּב בֹּ֑ו ,הַכָּת֖וּב בֹּ֑ו ,לְמַ֨עַן֙ תִּשְׁמֹ֣ר לַעֲשֹׂ֔ות כְּכָל־הַכָּת֖וּב בֹּ֑ו ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 1:8,Josh. 1:8,0,,0,,,0
113169,Joshua 1:11,Joshua,Joshua,Prophets,SBH,prose,Q,עֹֽבְרִים֙,עברים,עבר,<BR[,pass,ptcp,qal,unknown,m,pl,i.,כִּ֞י בְּעֹ֣וד׀ שְׁלֹ֣שֶׁת יָמִ֗ים אַתֶּם֙ עֹֽבְרִים֙ אֶת־הַיַּרְדֵּ֣ן הַזֶּ֔ה ,כִּ֞י בְּעֹ֣וד׀ שְׁלֹ֣שֶׁת יָמִ֗ים אַתֶּם֙ עֹֽבְרִים֙ אֶת־הַיַּרְדֵּ֣ן הַזֶּ֔ה ,כִּ֞י בְּעֹ֣וד׀ שְׁלֹ֣שֶׁת יָמִ֗ים אַתֶּם֙ עֹֽבְרִים֙ אֶת־הַיַּרְדֵּ֣ן הַזֶּ֔ה לָבֹוא֙ לָרֶ֣שֶׁת אֶת־הָאָ֔רֶץ אֲשֶׁר֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם נֹתֵ֥ן לָכֶ֖ם לְרִשְׁתָּֽהּ׃ ס ,NQQ,Ptcp,Ø,SubAdv,0,_KJ_B_<WD/_CLC/_JWM/_>TM_,_conj_prep_subs_subs_subs_prps_,_KJ_B_,Josh 1:11,Josh. 1:11,1,VO,0,,,1
113185,Joshua 1:11,Joshua,Joshua,Prophets,SBH,prose,Q,נֹתֵ֥ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,-i,אֲשֶׁר֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם נֹתֵ֥ן לָכֶ֖ם ,אֲשֶׁר֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם נֹתֵ֥ן לָכֶ֖ם ,כִּ֞י בְּעֹ֣וד׀ שְׁלֹ֣שֶׁת יָמִ֗ים אַתֶּם֙ עֹֽבְרִים֙ אֶת־הַיַּרְדֵּ֣ן הַזֶּ֔ה לָבֹוא֙ לָרֶ֣שֶׁת אֶת־הָאָ֔רֶץ אֲשֶׁר֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם נֹתֵ֥ן לָכֶ֖ם לְרִשְׁתָּֽהּ׃ ס ,NQQ,Ptcp,Ø,SubMod,0,_>CR_JHWH/_>LHJM/_,_conj_nmpr_subs_,_>CR_,Josh 1:11,Josh. 1:11,0,,0,,,0
113221,Joshua 1:13,Joshua,Joshua,Prophets,SBH,prose,Q,מֵנִ֣יחַ,מניח,נוח,NWX[,settle,ptcp,hif,unknown,m,sg,,יְהוָ֤ה אֱלֹהֵיכֶם֙ מֵנִ֣יחַ לָכֶ֔ם ,יְהוָ֤ה אֱלֹהֵיכֶם֙ מֵנִ֣יחַ לָכֶ֔ם ,יְהוָ֤ה אֱלֹהֵיכֶם֙ מֵנִ֣יחַ לָכֶ֔ם ,NQQ,Ptcp,Ø,Main,0,_JHWH/_>LHJM/_,_nmpr_subs_,Ø,Josh 1:13,Josh. 1:13,0,,0,,,0
113278,Joshua 1:15,Joshua,Joshua,Prophets,SBH,prose,Q,נֹתֵ֣ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,-i,אֲשֶׁר־יְהוָ֥ה אֱלֹֽהֵיכֶ֖ם נֹתֵ֣ן לָהֶ֑ם ,אֲשֶׁר־יְהוָ֥ה אֱלֹֽהֵיכֶ֖ם נֹתֵ֣ן לָהֶ֑ם ,וַעֲזַרְתֶּ֖ם אֹותָֽם׃ עַ֠ד אֲשֶׁר־יָנִ֨יחַ יְהוָ֥ה׀ לַֽאֲחֵיכֶם֮ כָּכֶם֒ וְיָרְשׁ֣וּ גַם־הֵ֔מָּה אֶת־הָאָ֕רֶץ אֲשֶׁר־יְהוָ֥ה אֱלֹֽהֵיכֶ֖ם נֹתֵ֣ן לָהֶ֑ם ,NQQ,Ptcp,Ø,SubMod,0,_>CR_JHWH/_>LHJM/_,_conj_nmpr_subs_,_>CR_,Josh 1:15,Josh. 1:15,0,,0,,,0
113366,Joshua 2:1,Joshua,Joshua,Prophets,SBH,prose,N,מְרַגְּלִים֙,מרגלים,רגל,RGL[,slander,ptcp,piel,unknown,m,pl,,מְרַגְּלִים֙ חֶ֣רֶשׁ ,מְרַגְּלִים֙ חֶ֣רֶשׁ ,וַיִּשְׁלַ֣ח יְהֹושֻׁ֣עַ־בִּן־נ֠וּן מִֽן־הַשִּׁטִּ֞ים שְׁנַֽיִם־אֲנָשִׁ֤ים מְרַגְּלִים֙ חֶ֣רֶשׁ לֵאמֹ֔ר ,N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Josh 2:1,Josh. 2:1,0,,0,,,0
113424,Joshua 2:3,Joshua,Joshua,Prophets,SBH,prose,Q,בָּאִ֤ים,באים,בוא,BW>[,come,ptcp,qal,unknown,m,pl,-i,הַבָּאִ֤ים אֵלַ֨יִךְ֙ ,הַבָּאִ֤ים אֵלַ֨יִךְ֙ ,הֹ֠וצִיאִי הָאֲנָשִׁ֨ים הַבָּאִ֤ים אֵלַ֨יִךְ֙ אֲשֶׁר־בָּ֣אוּ לְבֵיתֵ֔ךְ ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 2:3,Josh. 2:3,0,,0,,,0
113497,Joshua 2:6,Joshua,Joshua,Prophets,SBH,prose,N,עֲרֻכֹ֥ות,ערכות,ערך,<RK[,arrange,ptcp,qal,unknown,f,pl,-i,הָעֲרֻכֹ֥ות לָ֖הּ עַל־הַגָּֽג׃ ,הָעֲרֻכֹ֥ות לָ֖הּ עַל־הַגָּֽג׃ ,וַֽתִּטְמְנֵם֙ בְּפִשְׁתֵּ֣י הָעֵ֔ץ הָעֲרֻכֹ֥ות לָ֖הּ עַל־הַגָּֽג׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 2:6,Josh. 2:6,0,,1,PP,GG/,0
113522,Joshua 2:7,Joshua,Joshua,Prophets,SBH,prose,N,רֹדְפִ֖ים,רדפים,רדף,RDP[,pursue,ptcp,qal,unknown,m,pl,-p,הָרֹדְפִ֖ים אַחֲרֵיהֶֽם׃ ,הָרֹדְפִ֖ים אַחֲרֵיהֶֽם׃ ,אַחֲרֵ֕י כַּאֲשֶׁ֛ר יָצְא֥וּ הָרֹדְפִ֖ים אַחֲרֵיהֶֽם׃ ,N,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,Josh 2:7,Josh. 2:7,0,,0,,,0
113726,Joshua 2:15,Joshua,Joshua,Prophets,SBH,prose,N,יֹושָֽׁבֶת,יושׁבת,ישׁב,JCB[,sit,ptcp,qal,unknown,f,sg,-p,וּבַֽחֹומָ֖ה הִ֥יא יֹושָֽׁבֶת׃ ,וּבַֽחֹומָ֖ה הִ֥יא יֹושָֽׁבֶת׃ ,וּבַֽחֹומָ֖ה הִ֥יא יֹושָֽׁבֶת׃ ,N,Ptcp,Wx,Main,0,_W_B_H_XWMH/_HJ>_,_conj_prep_art_subs_prps_,_W_B_,Josh 2:15,Josh. 2:15,0,,0,,,0
113767,Joshua 2:18,Joshua,Joshua,Prophets,SBH,prose,Q,בָאִ֖ים,באים,בוא,BW>[,come,ptcp,qal,unknown,m,pl,-p,הִנֵּ֛ה אֲנַ֥חְנוּ בָאִ֖ים בָּאָ֑רֶץ ,הִנֵּ֛ה אֲנַ֥חְנוּ בָאִ֖ים בָּאָ֑רֶץ ,הִנֵּ֛ה אֲנַ֥חְנוּ בָאִ֖ים בָּאָ֑רֶץ ,NQ,Ptcp,Ø,Main,0,_HNH_>NXNW_,_intj_prps_,_HNH_,Josh 2:18,Josh. 2:18,0,,0,,,0
113916,Joshua 2:23,Joshua,Joshua,Prophets,SBH,prose,N,מֹּצְאֹ֖ות,מצאות,מצא,MY>[,find,ptcp,qal,unknown,f,pl,d-,הַמֹּצְאֹ֖ות אֹותָֽם׃ ,הַמֹּצְאֹ֖ות אֹותָֽם׃ ,וַיְסַ֨פְּרוּ־לֹ֔ו אֵ֥ת כָּל־הַמֹּצְאֹ֖ות אֹותָֽם׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 2:23,Josh. 2:23,1,VO,0,,,0
113999,Joshua 3:3,Joshua,Joshua,Prophets,SBH,prose,Q,נֹשְׂאִ֖ים,נשׂאים,נשׂא,NF>[,lift,ptcp,qal,unknown,m,pl,d-,נֹשְׂאִ֖ים אֹתֹ֑ו ,נֹשְׂאִ֖ים אֹתֹ֑ו ,כִּרְאֹֽותְכֶ֗ם אֵ֣ת אֲרֹ֤ון בְּרִית־יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם וְהַכֹּֽהֲנִים֙ הַלְוִיִּ֔ם נֹשְׂאִ֖ים אֹתֹ֑ו ,NQ,Ptcp,Ø,SubAdv,0,Ø,Ø,Ø,Josh 3:3,Josh. 3:3,1,VO,0,,,0
114198,Joshua 3:11,Joshua,Joshua,Prophets,SBH,prose,Q,עֹבֵ֥ר,עבר,עבר,<BR[,pass,ptcp,qal,unknown,m,sg,-p,הִנֵּה֙ אֲרֹ֣ון הַבְּרִ֔ית אֲדֹ֖ון כָּל־הָאָ֑רֶץ עֹבֵ֥ר לִפְנֵיכֶ֖ם בַּיַּרְדֵּֽן׃ ,הִנֵּה֙ אֲרֹ֣ון הַבְּרִ֔ית אֲדֹ֖ון כָּל־הָאָ֑רֶץ עֹבֵ֥ר לִפְנֵיכֶ֖ם בַּיַּרְדֵּֽן׃ ,הִנֵּה֙ אֲרֹ֣ון הַבְּרִ֔ית אֲדֹ֖ון כָּל־הָאָ֑רֶץ עֹבֵ֥ר לִפְנֵיכֶ֖ם בַּיַּרְדֵּֽן׃ ,NQ,Ptcp,Ø,Main,0,_HNH_>RWN/_H_BRJT/_>DWN/_KL/_H_>RY/_,_intj_subs_art_subs_subs_subs_art_subs_,_HNH_,Josh 3:11,Josh. 3:11,0,,0,,,0
114247,Joshua 3:13,Joshua,Joshua,Prophets,SBH,prose,Q,יֹּרְדִ֖ים,ירדים,ירד,JRD[,descend,ptcp,qal,unknown,m,pl,-p,הַיֹּרְדִ֖ים מִלְמָ֑עְלָה ,הַיֹּרְדִ֖ים מִלְמָ֑עְלָה ,הַמַּ֥יִם הַיֹּרְדִ֖ים מִלְמָ֑עְלָה וְיַעַמְד֖וּ נֵ֥ד אֶחָֽד׃ ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 3:13,Josh. 3:13,0,,0,,,0
114316,Joshua 3:16,Joshua,Joshua,Prophets,SBH,prose,N,יֹּרְדִ֨ים,ירדים,ירד,JRD[,descend,ptcp,qal,unknown,m,pl,-p,הַיֹּרְדִ֨ים מִלְמַ֜עְלָה ,הַיֹּרְדִ֨ים מִלְמַ֜עְלָה ,וַיַּעַמְד֡וּ הַמַּיִם֩ הַיֹּרְדִ֨ים מִלְמַ֜עְלָה ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 3:16,Josh. 3:16,0,,0,,,0
114335,Joshua 3:16,Joshua,Joshua,Prophets,SBH,prose,N,יֹּרְדִ֗ים,ירדים,ירד,JRD[,descend,ptcp,qal,unknown,m,pl,-p,הַיֹּרְדִ֗ים עַ֣ל יָ֧ם הָעֲרָבָ֛ה יָם־הַמֶּ֖לַח ,הַיֹּרְדִ֗ים עַ֣ל יָ֧ם הָעֲרָבָ֛ה יָם־הַמֶּ֖לַח ,וְהַיֹּרְדִ֗ים עַ֣ל יָ֧ם הָעֲרָבָ֛ה יָם־הַמֶּ֖לַח תַּ֣מּוּ ,N,Ptcp,Ø,SubArg,0,_H_,_conj_,_H_,Josh 3:16,Josh. 3:16,0,,0,,,0
114371,Joshua 3:17,Joshua,Joshua,Prophets,SBH,prose,N,עֹֽבְרִים֙,עברים,עבר,<BR[,pass,ptcp,qal,unknown,m,pl,-p,וְכָל־יִשְׂרָאֵ֗ל עֹֽבְרִים֙ בֶּחָ֣רָבָ֔ה ,וְכָל־יִשְׂרָאֵ֗ל עֹֽבְרִים֙ בֶּחָ֣רָבָ֔ה ,וְכָל־יִשְׂרָאֵ֗ל עֹֽבְרִים֙ בֶּחָ֣רָבָ֔ה ,N,Ptcp,Wx,Main,0,_W_KL/_JFR>L/_,_conj_subs_nmpr_,_W_,Josh 3:17,Josh. 3:17,0,,0,,,0
114627,Joshua 4:10,Joshua,Joshua,Prophets,SBH,prose,N,עֹמְדִים֮,עמדים,עמד,<MD[,stand,ptcp,qal,unknown,m,pl,-p,וְהַכֹּהֲנִ֞ים נֹשְׂאֵ֣י הָאָרֹ֗ון עֹמְדִים֮ בְּתֹ֣וךְ הַיַּרְדֵּן֒ ,וְהַכֹּהֲנִ֞ים נֹשְׂאֵ֣י הָאָרֹ֗ון עֹמְדִים֮ בְּתֹ֣וךְ הַיַּרְדֵּן֒ ,וְהַכֹּהֲנִ֞ים נֹשְׂאֵ֣י הָאָרֹ֗ון עֹמְדִים֮ בְּתֹ֣וךְ הַיַּרְדֵּן֒ עַ֣ד תֹּ֣ם כָּֽל־הַ֠דָּבָר אֲשֶׁר־צִוָּ֨ה יְהוָ֤ה אֶת־יְהֹושֻׁ֨עַ֙ לְדַבֵּ֣ר אֶל־הָעָ֔ם כְּכֹ֛ל אֲשֶׁר־צִוָּ֥ה מֹשֶׁ֖ה אֶת־יְהֹושֻׁ֑עַ ,N,Ptcp,Wx,Main,0,_W_H_KHN/_NF>[_H_>RWN/_,_conj_art_subs_subs_art_subs_,_W_,Josh 4:10,Josh. 4:10,0,,0,,,0
115032,Joshua 5:4,Joshua,Joshua,Prophets,SBH,prose,N,יֹּצֵא֩,יצא,יצא,JY>[,go out,ptcp,qal,unknown,m,sg,-p,הַיֹּצֵא֩ מִמִּצְרַ֨יִם ,הַיֹּצֵא֩ מִמִּצְרַ֨יִם ,כָּל־הָעָ֣ם הַיֹּצֵא֩ מִמִּצְרַ֨יִם הַזְּכָרִ֜ים כֹּ֣ל׀ אַנְשֵׁ֣י הַמִּלְחָמָ֗ה מֵ֤תוּ בַמִּדְבָּר֙ בַּדֶּ֔רֶךְ בְּצֵאתָ֖ם מִמִּצְרָֽיִם׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 5:4,Josh. 5:4,0,,0,,,0
115059,Joshua 5:5,Joshua,Joshua,Prophets,SBH,prose,N,יֹּֽצְאִ֑ים,יצאים,יצא,JY>[,go out,ptcp,qal,unknown,m,pl,--,הַיֹּֽצְאִ֑ים ,הַיֹּֽצְאִ֑ים ,כִּֽי־מֻלִ֣ים הָי֔וּ כָּל־הָעָ֖ם הַיֹּֽצְאִ֑ים ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 5:5,Josh. 5:5,0,,0,,,0
115096,Joshua 5:6,Joshua,Joshua,Prophets,SBH,prose,N,יֹּצְאִ֣ים,יצאים,יצא,JY>[,go out,ptcp,qal,unknown,m,pl,-p,הַיֹּצְאִ֣ים מִמִּצְרַ֔יִם ,הַיֹּצְאִ֣ים מִמִּצְרַ֔יִם ,כִּ֣י׀ אַרְבָּעִ֣ים שָׁנָ֗ה הָלְכ֣וּ בְנֵֽי־יִשְׂרָאֵל֮ בַּמִּדְבָּר֒ עַד־תֹּ֨ם כָּל־הַגֹּ֜וי אַנְשֵׁ֤י הַמִּלְחָמָה֙ הַיֹּצְאִ֣ים מִמִּצְרַ֔יִם אֲשֶׁ֥ר לֹֽא־שָׁמְע֖וּ בְּקֹ֣ול יְהוָ֑ה אֲשֶׁ֨ר נִשְׁבַּ֤ע יְהוָה֙ לָהֶ֔ם לְבִלְתִּ֞י הַרְאֹותָ֣ם אֶת־הָאָ֗רֶץ אֲשֶׁר֩ נִשְׁבַּ֨ע יְהוָ֤ה לַֽאֲבֹותָם֙ לָ֣תֶת לָ֔נוּ אֶ֛רֶץ זָבַ֥ת חָלָ֖ב וּדְבָֽשׁ׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Josh 5:6,Josh. 5:6,0,,0,,,0
115280,Joshua 5:13,Joshua,Joshua,Prophets,SBH,prose,N,עֹמֵ֣ד,עמד,עמד,<MD[,stand,ptcp,qal,unknown,m,sg,--,וְהִנֵּה־אִישׁ֙ עֹמֵ֣ד לְנֶגְדֹּ֔ו ,וְהִנֵּה־אִישׁ֙ עֹמֵ֣ד לְנֶגְדֹּ֔ו ,וְהִנֵּה־אִישׁ֙ עֹמֵ֣ד לְנֶגְדֹּ֔ו ,N,Ptcp,Wx,Main,0,_W_HNH_>JC/_,_conj_intj_subs_,_W_HNH_,Josh 5:13,Josh. 5:13,0,,0,,,0
