bhsa_node,ref,book,book_super,canon_part,period,genre,domain2,text_full,text_plain,lex,lex_etcbc,gloss,verb_form,stem,person,gender,number,valence,clause_atom,clause,sentence,txt_type,clause_type,cltype_simp,clause_rela,is_question,prec_lexes,prec_pos,prec_part,ref_sbl,ref_abbr,has_objc,objc_pos,has_loca,loca_type,loca_heads,has_time
3474,Genesis 7:21,Genesis,Genesis,Law,SBH,prose,N,שֹּׁרֵ֣ץ,שׁרץ,שׁרץ,CRY[,swarm,ptcp,qal,unknown,m,sg,-p,הַשֹּׁרֵ֣ץ עַל־הָאָ֑רֶץ ,הַשֹּׁרֵ֣ץ עַל־הָאָ֑רֶץ ,וַיִּגְוַ֞ע כָּל־בָּשָׂ֣ר׀ הָרֹמֵ֣שׂ עַל־הָאָ֗רֶץ בָּעֹ֤וף וּבַבְּהֵמָה֙ וּבַ֣חַיָּ֔ה וּבְכָל־הַשֶּׁ֖רֶץ הַשֹּׁרֵ֣ץ עַל־הָאָ֑רֶץ וְכֹ֖ל הָאָדָֽם׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 7:21,Gen. 7:21,0,,0,,,0
3893,Genesis 8:17,Genesis,Genesis,Law,SBH,prose,Q,רֹמֵ֥שׂ,רמשׂ,רמשׂ,RMF[,creep,ptcp,qal,unknown,m,sg,-p,הָרֹמֵ֥שׂ עַל־הָאָ֖רֶץ ,הָרֹמֵ֥שׂ עַל־הָאָ֖רֶץ ,כָּל־הַחַיָּ֨ה אֲשֶֽׁר־אִתְּךָ֜ מִכָּל־בָּשָׂ֗ר בָּעֹ֧וף וּבַבְּהֵמָ֛ה וּבְכָל־הָרֶ֛מֶשׂ הָרֹמֵ֥שׂ עַל־הָאָ֖רֶץ הַיְצֵ֣א אִתָּ֑ךְ ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 8:17,Gen. 8:17,0,,0,,,0
3933,Genesis 8:19,Genesis,Genesis,Law,SBH,prose,N,רֹומֵ֣שׂ,רומשׂ,רמשׂ,RMF[,creep,ptcp,qal,unknown,m,sg,-p,רֹומֵ֣שׂ עַל־הָאָ֑רֶץ ,רֹומֵ֣שׂ עַל־הָאָ֑רֶץ ,כָּל־הַֽחַיָּ֗ה כָּל־הָרֶ֨מֶשׂ֙ וְכָל־הָעֹ֔וף כֹּ֖ל רֹומֵ֣שׂ עַל־הָאָ֑רֶץ לְמִשְׁפְּחֹ֣תֵיהֶ֔ם יָצְא֖וּ מִן־הַתֵּבָֽה׃ ,N,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Gen 8:19,Gen. 8:19,0,,0,,,0
4178,Genesis 9:9,Genesis,Genesis,Law,SBH,prose,Q,מֵקִ֛ים,מקים,קום,QWM[,arise,ptcp,hif,unknown,m,sg,,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ ,וַאֲנִ֕י הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ וְאֵ֨ת כָּל־נֶ֤פֶשׁ הַֽחַיָּה֙ אֲשֶׁ֣ר אִתְּכֶ֔ם בָּעֹ֧וף בַּבְּהֵמָ֛ה וּֽבְכָל־חַיַּ֥ת הָאָ֖רֶץ אִתְּכֶ֑ם מִכֹּל֙ יֹצְאֵ֣י הַתֵּבָ֔ה לְכֹ֖ל חַיַּ֥ת הָאָֽרֶץ׃ ,NQ,Ptcp,Ø,Main,0,_HNH_,_intj_,_HNH_,Gen 9:9,Gen. 9:9,1,VO,0,,,0
4209,Genesis 9:10,Genesis,Genesis,Law,SBH,prose,Q,יֹצְאֵ֣י,יצאי,יצא,JY>[,go out,ptcp,qal,unknown,m,pl,-c,יֹצְאֵ֣י הַתֵּבָ֔ה ,יֹצְאֵ֣י הַתֵּבָ֔ה ,וַאֲנִ֕י הִנְנִ֥י מֵקִ֛ים אֶת־בְּרִיתִ֖י אִתְּכֶ֑ם וְאֶֽת־זַרְעֲכֶ֖ם אַֽחֲרֵיכֶֽם׃ וְאֵ֨ת כָּל־נֶ֤פֶשׁ הַֽחַיָּה֙ אֲשֶׁ֣ר אִתְּכֶ֔ם בָּעֹ֧וף בַּבְּהֵמָ֛ה וּֽבְכָל־חַיַּ֥ת הָאָ֖רֶץ אִתְּכֶ֑ם מִכֹּל֙ יֹצְאֵ֣י הַתֵּבָ֔ה לְכֹ֖ל חַיַּ֥ת הָאָֽרֶץ׃ ,NQ,Ptcp,Ø,SubMod,0,Ø,Ø,Ø,Gen 9:10,Gen. 9:10,0,,0,,,0
4250,Genesis 9:12,Genesis,Genesis,Law,SBH,prose,Q,נֹתֵ֗ן,נתן,נתן,NTN[,give,ptcp,qal,unknown,m,sg,-p,אֲשֶׁר־אֲנִ֣י נֹתֵ֗ן בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה ,אֲשֶׁר־אֲנִ֣י נֹתֵ֗ן בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה ,זֹ֤את אֹֽות־הַבְּרִית֙ אֲשֶׁר־אֲנִ֣י נֹתֵ֗ן בֵּינִי֙ וּבֵ֣ינֵיכֶ֔ם וּבֵ֛ין כָּל־נֶ֥פֶשׁ חַיָּ֖ה אֲשֶׁ֣ר אִתְּכֶ֑ם לְדֹרֹ֖ת עֹולָֽם׃ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>NJ_,_conj_prps_,_>CR_,Gen 9:12,Gen. 9:12,0,,0,,,0
4375,Genesis 9:18,Genesis,Genesis,Law,SBH,prose,N,יֹּֽצְאִים֙,יצאים,יצא,JY>[,go out,ptcp,qal,unknown,m,pl,-c,הַיֹּֽצְאִים֙ מִן־הַתֵּבָ֔ה ,הַיֹּֽצְאִים֙ מִן־הַתֵּבָ֔ה ,וַיִּֽהְי֣וּ בְנֵי־נֹ֗חַ הַיֹּֽצְאִים֙ מִן־הַתֵּבָ֔ה שֵׁ֖ם וְחָ֣ם וָיָ֑פֶת ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 9:18,Gen. 9:18,0,,0,,,0
4482,Genesis 9:25,Genesis,Genesis,Law,SBH,prose,Q,אָר֣וּר,ארור,ארר,>RR[,curse,ptcp,qal,unknown,m,sg,--,אָר֣וּר כְּנָ֑עַן ,אָר֣וּר כְּנָ֑עַן ,אָר֣וּר כְּנָ֑עַן ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Gen 9:25,Gen. 9:25,0,,0,,,0
4491,Genesis 9:26,Genesis,Genesis,Law,SBH,prose,Q,בָּר֥וּךְ,ברוך,ברך,BRK[,bless,ptcp,qal,unknown,m,sg,--,בָּר֥וּךְ יְהֹוָ֖ה אֱלֹ֣הֵי שֵׁ֑ם ,בָּר֥וּךְ יְהֹוָ֖ה אֱלֹ֣הֵי שֵׁ֑ם ,בָּר֥וּךְ יְהֹוָ֖ה אֱלֹ֣הֵי שֵׁ֑ם ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Gen 9:26,Gen. 9:26,0,,0,,,0
5631,Genesis 12:7,Genesis,Genesis,Law,SBH,prose,N,נִּרְאֶ֥ה,נראה,ראה,R>H[,see,ptcp,nif,unknown,m,sg,,הַנִּרְאֶ֥ה אֵלָֽיו׃ ,הַנִּרְאֶ֥ה אֵלָֽיו׃ ,וַיִּ֤בֶן שָׁם֙ מִזְבֵּ֔חַ לַיהוָ֖ה הַנִּרְאֶ֥ה אֵלָֽיו׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 12:7,Gen. 12:7,0,,0,,,0
5944,Genesis 13:5,Genesis,Genesis,Law,SBH,prose,N,הֹלֵ֖ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,--,הַהֹלֵ֖ךְ אֶת־אַבְרָ֑ם ,הַהֹלֵ֖ךְ אֶת־אַבְרָ֑ם ,וְגַם־לְלֹ֔וט הַהֹלֵ֖ךְ אֶת־אַבְרָ֑ם הָיָ֥ה צֹאן־וּבָקָ֖ר וְאֹהָלִֽים׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 13:5,Gen. 13:5,0,,0,,,0
5991,Genesis 13:7,Genesis,Genesis,Law,SBH,prose,N,יֹשֵׁ֥ב,ישׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,וְהַֽכְּנַעֲנִי֙ וְהַפְּרִזִּ֔י אָ֖ז יֹשֵׁ֥ב בָּאָֽרֶץ׃ ,וְהַֽכְּנַעֲנִי֙ וְהַפְּרִזִּ֔י אָ֖ז יֹשֵׁ֥ב בָּאָֽרֶץ׃ ,וְהַֽכְּנַעֲנִי֙ וְהַפְּרִזִּ֔י אָ֖ז יֹשֵׁ֥ב בָּאָֽרֶץ׃ ,N,Ptcp,Wx,Main,0,_W_H_KN<NJ/_W_H_PRZJ/_>Z_,_conj_art_subs_conj_art_subs_advb_,_W_W_>Z_,Gen 13:7,Gen. 13:7,0,,0,,,1
6151,Genesis 13:15,Genesis,Genesis,Law,SBH,prose,Q,רֹאֶ֖ה,ראה,ראה,R>H[,see,ptcp,qal,unknown,m,sg,--,אֲשֶׁר־אַתָּ֥ה רֹאֶ֖ה ,אֲשֶׁר־אַתָּ֥ה רֹאֶ֖ה ,כִּ֧י אֶת־כָּל־הָאָ֛רֶץ אֲשֶׁר־אַתָּ֥ה רֹאֶ֖ה לְךָ֣ אֶתְּנֶ֑נָּה וּֽלְזַרְעֲךָ֖ עַד־עֹולָֽם׃ ,NQ,Ptcp,Ø,SubMod,0,_>CR_>TH_,_conj_prps_,_>CR_,Gen 13:15,Gen. 13:15,0,,0,,,0
6339,Genesis 14:7,Genesis,Genesis,Law,SBH,prose,N,יֹּשֵׁ֖ב,ישׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,הַיֹּשֵׁ֖ב בְּחַֽצְצֹ֥ן תָּמָֽר׃ ,הַיֹּשֵׁ֖ב בְּחַֽצְצֹ֥ן תָּמָֽר׃ ,וַיַּכּ֕וּ אֶֽת־כָּל־שְׂדֵ֖ה הָעֲמָלֵקִ֑י וְגַם֙ אֶת־הָ֣אֱמֹרִ֔י הַיֹּשֵׁ֖ב בְּחַֽצְצֹ֥ן תָּמָֽר׃ ,N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 14:7,Gen. 14:7,0,,0,,,0
6438,Genesis 14:12,Genesis,Genesis,Law,SBH,prose,N,יֹשֵׁ֖ב,ישׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,וְה֥וּא יֹשֵׁ֖ב בִּסְדֹֽם׃ ,וְה֥וּא יֹשֵׁ֖ב בִּסְדֹֽם׃ ,וְה֥וּא יֹשֵׁ֖ב בִּסְדֹֽם׃ ,N,Ptcp,Wx,Main,0,_W_HW>_,_conj_prps_,_W_,Gen 14:12,Gen. 14:12,0,,0,,,0
6453,Genesis 14:13,Genesis,Genesis,Law,SBH,prose,N,שֹׁכֵ֨ן,שׁכן,שׁכן,CKN[,dwell,ptcp,qal,unknown,m,sg,-p,וְהוּא֩ שֹׁכֵ֨ן בְּאֵֽלֹנֵ֜י מַמְרֵ֣א הָאֱמֹרִ֗י אֲחִ֤י אֶשְׁכֹּל֙ וַאֲחִ֣י עָנֵ֔ר ,וְהוּא֩ שֹׁכֵ֨ן בְּאֵֽלֹנֵ֜י מַמְרֵ֣א הָאֱמֹרִ֗י אֲחִ֤י אֶשְׁכֹּל֙ וַאֲחִ֣י עָנֵ֔ר ,וְהוּא֩ שֹׁכֵ֨ן בְּאֵֽלֹנֵ֜י מַמְרֵ֣א הָאֱמֹרִ֗י אֲחִ֤י אֶשְׁכֹּל֙ וַאֲחִ֣י עָנֵ֔ר ,N,Ptcp,Wx,Main,0,_W_HW>_,_conj_prps_,_W_,Gen 14:13,Gen. 14:13,0,,0,,,0
6574,Genesis 14:19,Genesis,Genesis,Law,SBH,prose,Q,בָּר֤וּךְ,ברוך,ברך,BRK[,bless,ptcp,qal,unknown,m,sg,--,בָּר֤וּךְ אַבְרָם֙ לְאֵ֣ל עֶלְיֹ֔ון קֹנֵ֖ה שָׁמַ֥יִם וָאָֽרֶץ׃ ,בָּר֤וּךְ אַבְרָם֙ לְאֵ֣ל עֶלְיֹ֔ון קֹנֵ֖ה שָׁמַ֥יִם וָאָֽרֶץ׃ ,בָּר֤וּךְ אַבְרָם֙ לְאֵ֣ל עֶלְיֹ֔ון קֹנֵ֖ה שָׁמַ֥יִם וָאָֽרֶץ׃ ,NQ,Ptcp,Ø,Main,0,Ø,Ø,Ø,Gen 14:19,Gen. 14:19,0,,0,,,0
6584,Genesis 14:20,Genesis,Genesis,Law,SBH,prose,Q,בָרוּךְ֙,ברוך,ברך,BRK[,bless,ptcp,qal,unknown,m,sg,--,וּבָרוּךְ֙ אֵ֣ל עֶלְיֹ֔ון ,וּבָרוּךְ֙ אֵ֣ל עֶלְיֹ֔ון ,וּבָרוּךְ֙ אֵ֣ל עֶלְיֹ֔ון אֲשֶׁר־מִגֵּ֥ן צָרֶ֖יךָ בְּיָדֶ֑ךָ ,NQ,Ptcp,W,Main,0,_W_,_conj_,_W_,Gen 14:20,Gen. 14:20,0,,0,,,0
6704,Genesis 15:2,Genesis,Genesis,Law,SBH,prose,Q,הֹולֵ֣ךְ,הולך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,--,וְאָנֹכִ֖י הֹולֵ֣ךְ עֲרִירִ֑י ,וְאָנֹכִ֖י הֹולֵ֣ךְ עֲרִירִ֑י ,אֲדֹנָ֤י יֱהוִה֙ מַה־תִּתֶּן־לִ֔י וְאָנֹכִ֖י הֹולֵ֣ךְ עֲרִירִ֑י ,?NQ,Ptcp,Wx,Main,0,_W_>NKJ_,_conj_prps_,_W_,Gen 15:2,Gen. 15:2,0,,0,,,0
6725,Genesis 15:3,Genesis,Genesis,Law,SBH,prose,Q,יֹורֵ֥שׁ,יורשׁ,ירשׁ,JRC[,trample down,ptcp,qal,unknown,m,sg,d-,וְהִנֵּ֥ה בֶן־בֵּיתִ֖י יֹורֵ֥שׁ אֹתִֽי׃ ,וְהִנֵּ֥ה בֶן־בֵּיתִ֖י יֹורֵ֥שׁ אֹתִֽי׃ ,וְהִנֵּ֥ה בֶן־בֵּיתִ֖י יֹורֵ֥שׁ אֹתִֽי׃ ,?NQ,Ptcp,Wx,Main,0,_W_HNH_BN/_BJT/_,_conj_intj_subs_subs_,_W_HNH_,Gen 15:3,Gen. 15:3,1,VO,0,,,0
6877,Genesis 15:12,Genesis,Genesis,Law,SBH,prose,N,נֹפֶ֥לֶת,נפלת,נפל,NPL[,fall,ptcp,qal,unknown,f,sg,-c,וְהִנֵּ֥ה אֵימָ֛ה חֲשֵׁכָ֥ה גְדֹלָ֖ה נֹפֶ֥לֶת עָלָֽיו׃ ,וְהִנֵּ֥ה אֵימָ֛ה חֲשֵׁכָ֥ה גְדֹלָ֖ה נֹפֶ֥לֶת עָלָֽיו׃ ,וְהִנֵּ֥ה אֵימָ֛ה חֲשֵׁכָ֥ה גְדֹלָ֖ה נֹפֶ֥לֶת עָלָֽיו׃ ,?N,Ptcp,Wx,Main,0,_W_HNH_>JMH/_XCKH/_GDWL/_,_conj_intj_subs_subs_adjv_,_W_HNH_,Gen 15:12,Gen. 15:12,0,,0,,,0
6908,Genesis 15:14,Genesis,Genesis,Law,SBH,prose,Q,דָּ֣ן,דן,דין,DJN[,judge,ptcp,qal,unknown,m,sg,d-,דָּ֣ן אָנֹ֑כִי ,וְגַ֧ם אֶת־הַגֹּ֛וי דָּ֣ן אָנֹ֑כִי ,וְגַ֧ם אֶת־הַגֹּ֛וי אֲשֶׁ֥ר יַעֲבֹ֖דוּ דָּ֣ן אָנֹ֑כִי ,?NQ,Ptcp,Wx,Main,0,_W_GM_>T_H_GWJ/_,_conj_advb_prep_art_subs_,_W_GM_>T_,Gen 15:14,Gen. 15:14,1,OV,0,,,0
7197,Genesis 16:8,Genesis,Genesis,Law,SBH,prose,Q,בֹּרַֽחַת,ברחת,ברח,BRX[,run away,ptcp,qal,unknown,f,sg,-c,מִפְּנֵי֙ שָׂרַ֣י גְּבִרְתִּ֔י אָנֹכִ֖י בֹּרַֽחַת׃ ,מִפְּנֵי֙ שָׂרַ֣י גְּבִרְתִּ֔י אָנֹכִ֖י בֹּרַֽחַת׃ ,מִפְּנֵי֙ שָׂרַ֣י גְּבִרְתִּ֔י אָנֹכִ֖י בֹּרַֽחַת׃ ,?NQ,Ptcp,Ø,Main,0,_MN_PNH/_FRJ/_GBRT/_>NKJ_,_prep_subs_nmpr_subs_prps_,_MN_,Gen 16:8,Gen. 16:8,0,,0,,,0
7232,Genesis 16:11,Genesis,Genesis,Law,SBH,prose,Q,יֹלַ֣דְתְּ,ילדת,ילד,JLD[,bear,ptcp,qal,unknown,f,sg,d-,וְיֹלַ֣דְתְּ בֵּ֑ן ,וְיֹלַ֣דְתְּ בֵּ֑ן ,וְיֹלַ֣דְתְּ בֵּ֑ן ,?NQ,Ptcp,W,Main,0,_W_,_conj_,_W_,Gen 16:11,Gen. 16:11,1,VO,0,,,0
7267,Genesis 16:13,Genesis,Genesis,Law,SBH,prose,N,דֹּבֵ֣ר,דבר,דבר,DBR[,speak,ptcp,qal,unknown,m,sg,-i,הַדֹּבֵ֣ר אֵלֶ֔יהָ ,הַדֹּבֵ֣ר אֵלֶ֔יהָ ,וַתִּקְרָ֤א שֵׁם־יְהוָה֙ הַדֹּבֵ֣ר אֵלֶ֔יהָ ,?N,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 16:13,Gen. 16:13,0,,0,,,0
7279,Genesis 16:13,Genesis,Genesis,Law,SBH,prose,Q,רֹאִֽי,ראי,ראה,R>H[,see,ptcp,qal,unknown,m,sg,d-,אַחֲרֵ֥י רֹאִֽי׃ ,אַחֲרֵ֥י רֹאִֽי׃ ,הֲגַ֥ם הֲלֹ֛ם רָאִ֖יתִי אַחֲרֵ֥י רֹאִֽי׃ ,?NQ,Ptcp,Ø,SubArg,0,_>XR/_,_prep_,_>XR/_,Gen 16:13,Gen. 16:13,1,VO?,0,,,0
7639,Genesis 17:19,Genesis,Genesis,Law,SBH,prose,Q,יֹלֶ֤דֶת,ילדת,ילד,JLD[,bear,ptcp,qal,unknown,f,sg,di,אֲבָל֙ שָׂרָ֣ה אִשְׁתְּךָ֗ יֹלֶ֤דֶת לְךָ֙ בֵּ֔ן ,אֲבָל֙ שָׂרָ֣ה אִשְׁתְּךָ֗ יֹלֶ֤דֶת לְךָ֙ בֵּ֔ן ,אֲבָל֙ שָׂרָ֣ה אִשְׁתְּךָ֗ יֹלֶ֤דֶת לְךָ֙ בֵּ֔ן ,NQ,Ptcp,Ø,Main,0,_>BL_FRH=/_>CH/_,_intj_nmpr_subs_,_>BL_,Gen 17:19,Gen. 17:19,1,VO,0,,,0
7810,Genesis 18:1,Genesis,Genesis,Law,SBH,prose,N,יֹשֵׁ֥ב,ישׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-c,וְה֛וּא יֹשֵׁ֥ב פֶּֽתַח־הָאֹ֖הֶל ,וְה֛וּא יֹשֵׁ֥ב פֶּֽתַח־הָאֹ֖הֶל ,וְה֛וּא יֹשֵׁ֥ב פֶּֽתַח־הָאֹ֖הֶל כְּחֹ֥ם הַיֹּֽום׃ ,N,Ptcp,Wx,Main,0,_W_HW>_,_conj_prps_,_W_,Gen 18:1,Gen. 18:1,0,,0,,,0
7827,Genesis 18:2,Genesis,Genesis,Law,SBH,prose,N,נִצָּבִ֖ים,נצבים,נצב,NYB[,stand,ptcp,nif,unknown,m,pl,,וְהִנֵּה֙ שְׁלֹשָׁ֣ה אֲנָשִׁ֔ים נִצָּבִ֖ים עָלָ֑יו ,וְהִנֵּה֙ שְׁלֹשָׁ֣ה אֲנָשִׁ֔ים נִצָּבִ֖ים עָלָ֑יו ,וְהִנֵּה֙ שְׁלֹשָׁ֣ה אֲנָשִׁ֔ים נִצָּבִ֖ים עָלָ֑יו ,N,Ptcp,Wx,Main,0,_W_HNH_CLC/_>JC/_,_conj_intj_subs_subs_,_W_HNH_,Gen 18:2,Gen. 18:2,0,,0,,,0
7949,Genesis 18:8,Genesis,Genesis,Law,SBH,prose,N,עֹמֵ֧ד,עמד,עמד,<MD[,stand,ptcp,qal,unknown,m,sg,-p,וְהֽוּא־עֹמֵ֧ד עֲלֵיהֶ֛ם תַּ֥חַת הָעֵ֖ץ ,וְהֽוּא־עֹמֵ֧ד עֲלֵיהֶ֛ם תַּ֥חַת הָעֵ֖ץ ,וְהֽוּא־עֹמֵ֧ד עֲלֵיהֶ֛ם תַּ֥חַת הָעֵ֖ץ ,N,Ptcp,Wx,Main,0,_W_HW>_,_conj_prps_,_W_,Gen 18:8,Gen. 18:8,0,,1,PP,<Y/,0
7985,Genesis 18:10,Genesis,Genesis,Law,SBH,prose,N,שֹׁמַ֛עַת,שׁמעת,שׁמע,CM<[,hear,ptcp,qal,unknown,f,sg,-p,וְשָׂרָ֥ה שֹׁמַ֛עַת פֶּ֥תַח הָאֹ֖הֶל ,וְשָׂרָ֥ה שֹׁמַ֛עַת פֶּ֥תַח הָאֹ֖הֶל ,וְשָׂרָ֥ה שֹׁמַ֛עַת פֶּ֥תַח הָאֹ֖הֶל ,N,Ptcp,Wx,Main,0,_W_FRH=/_,_conj_nmpr_,_W_,Gen 18:10,Gen. 18:10,0,,1,NP,PTX/,0
7997,Genesis 18:11,Genesis,Genesis,Law,SBH,prose,N,בָּאִ֖ים,באים,בוא,BW>[,come,ptcp,qal,unknown,m,pl,-p,בָּאִ֖ים בַּיָּמִ֑ים ,בָּאִ֖ים בַּיָּמִ֑ים ,וְאַבְרָהָ֤ם וְשָׂרָה֙ זְקֵנִ֔ים בָּאִ֖ים בַּיָּמִ֑ים ,N,Ptcp,Ø,Main,0,Ø,Ø,Ø,Gen 18:11,Gen. 18:11,0,,0,,,0
8088,Genesis 18:16,Genesis,Genesis,Law,SBH,prose,N,הֹלֵ֥ךְ,הלך,הלך,HLK[,walk,ptcp,qal,unknown,m,sg,-c,וְאַ֨בְרָהָ֔ם הֹלֵ֥ךְ עִמָּ֖ם ,וְאַ֨בְרָהָ֔ם הֹלֵ֥ךְ עִמָּ֖ם ,וְאַ֨בְרָהָ֔ם הֹלֵ֥ךְ עִמָּ֖ם לְשַׁלְּחָֽם׃ ,N,Ptcp,Wx,Main,0,_W_>BRHM/_,_conj_nmpr_,_W_,Gen 18:16,Gen. 18:16,0,,0,,,0
8096,Genesis 18:17,Genesis,Genesis,Law,SBH,prose,Q,מְכַסֶּ֤ה,מכסה,כסה,KSH[,cover,ptcp,piel,unknown,m,sg,,הַֽמְכַסֶּ֤ה אֲנִי֙ מֵֽאַבְרָהָ֔ם ,הַֽמְכַסֶּ֤ה אֲנִי֙ מֵֽאַבְרָהָ֔ם ,הַֽמְכַסֶּ֤ה אֲנִי֙ מֵֽאַבְרָהָ֔ם אֲשֶׁ֖ר אֲנִ֥י עֹשֶֽׂה׃ ,NQ,Ptcp,Ø,Main,1,_H=_,_inrg_,_H=_,Gen 18:17,Gen. 18:17,0,,0,,,0
8102,Genesis 18:17,Genesis,Genesis,Law,SBH,prose,Q,עֹשֶֽׂה,עשׂה,עשׂה,<FH[,make,ptcp,qal,unknown,m,sg,--,אֲשֶׁ֖ר אֲנִ֥י עֹשֶֽׂה׃ ,אֲשֶׁ֖ר אֲנִ֥י עֹשֶֽׂה׃ ,הַֽמְכַסֶּ֤ה אֲנִי֙ מֵֽאַבְרָהָ֔ם אֲשֶׁ֖ר אֲנִ֥י עֹשֶֽׂה׃ ,NQ,Ptcp,Ø,SubArg,0,_>CR_>NJ_,_conj_prps_,_>CR_,Gen 18:17,Gen. 18:17,0,,0,,,0
8190,Genesis 18:22,Genesis,Genesis,Law,SBH,prose,N,עֹמֵ֖ד,עמד,עמד,<MD[,stand,ptcp,qal,unknown,m,sg,-p,עֹודֶ֥נּוּ עֹמֵ֖ד לִפְנֵ֥י יְהוָֽה׃ ,עֹודֶ֥נּוּ עֹמֵ֖ד לִפְנֵ֥י יְהוָֽה׃ ,וְאַ֨בְרָהָ֔ם עֹודֶ֥נּוּ עֹמֵ֖ד לִפְנֵ֥י יְהוָֽה׃ ,N,Ptcp,Ø,Main,0,_<WD/_,_advb_,_<WD/_,Gen 18:22,Gen. 18:22,0,,0,,,0
8435,Genesis 19:1,Genesis,Genesis,Law,SBH,prose,N,יֹשֵׁ֣ב,ישׁב,ישׁב,JCB[,sit,ptcp,qal,unknown,m,sg,-p,וְלֹ֖וט יֹשֵׁ֣ב בְּשַֽׁעַר־סְדֹ֑ם ,וְלֹ֖וט יֹשֵׁ֣ב בְּשַֽׁעַר־סְדֹ֑ם ,וְלֹ֖וט יֹשֵׁ֣ב בְּשַֽׁעַר־סְדֹ֑ם ,N,Ptcp,Wx,Main,0,_W_LWV=/_,_conj_nmpr_,_W_,Gen 19:1,Gen. 19:1,0,,0,,,0
8695,Genesis 19:13,Genesis,Genesis,Law,SBH,prose,Q,מַשְׁחִתִ֣ים,משׁחתים,שׁחת,CXT[,destroy,ptcp,hif,unknown,m,pl,,כִּֽי־מַשְׁחִתִ֣ים אֲנַ֔חְנוּ אֶת־הַמָּקֹ֖ום הַזֶּ֑ה ,כִּֽי־מַשְׁחִתִ֣ים אֲנַ֔חְנוּ אֶת־הַמָּקֹ֖ום הַזֶּ֑ה ,כִּֽי־מַשְׁחִתִ֣ים אֲנַ֔חְנוּ אֶת־הַמָּקֹ֖ום הַזֶּ֑ה ,NDNQ,Ptcp,Ø,SubAdv,0,_KJ_,_conj_,_KJ_,Gen 19:13,Gen. 19:13,1,VO,0,,,0
8732,Genesis 19:14,Genesis,Genesis,Law,SBH,prose,Q,מַשְׁחִ֥ית,משׁחית,שׁחת,CXT[,destroy,ptcp,hif,unknown,m,sg,,כִּֽי־מַשְׁחִ֥ית יְהוָ֖ה אֶת־הָעִ֑יר ,כִּֽי־מַשְׁחִ֥ית יְהוָ֖ה אֶת־הָעִ֑יר ,כִּֽי־מַשְׁחִ֥ית יְהוָ֖ה אֶת־הָעִ֑יר ,NDNQ,Ptcp,Ø,SubAdv,0,_KJ_,_conj_,_KJ_,Gen 19:14,Gen. 19:14,1,VO,0,,,0
8766,Genesis 19:15,Genesis,Genesis,Law,SBH,prose,Q,נִּמְצָאֹ֔ת,נמצאת,מצא,MY>[,find,ptcp,nif,unknown,f,pl,,הַנִּמְצָאֹ֔ת ,הַנִּמְצָאֹ֔ת ,קַ֨ח אֶֽת־אִשְׁתְּךָ֜ וְאֶת־שְׁתֵּ֤י בְנֹתֶ֨יךָ֙ הַנִּמְצָאֹ֔ת ,NQ,Ptcp,Ø,SubMod,0,_H_,_conj_,_H_,Gen 19:15,Gen. 19:15,0,,0,,,0
