bhsa_node,mother_clause,mother_cl_atom,mother_clause_atom,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,mother_verbplain,mother_intertext,daught_clause,daught_cl_atom,daught_clause_atom,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex,daught_verbplain,daught_intertext
154965,וַיַּ֜עַן דֹּאֵ֣ג הָאֲדֹמִ֗י ,545843,וַיַּ֜עַן דֹּאֵ֣ג הָאֲדֹמִ֗י ,Main,N,wayq,WayX,p3,<NH[,יען,וַיַּ֜עַן דֹּאֵ֣ג הָאֲדֹמִ֗י ,,,,,,,,,,,
154975,רָאִ֨יתִי֙ אֶת־בֶּן־יִשַׁ֔י ,545846,רָאִ֨יתִי֙ אֶת־בֶּן־יִשַׁ֔י ,Main,Q,qtl,ZQt0,p1,R>H[,ראיתי,רָאִ֨יתִי֙ אֶת־בֶּן־יִשַׁ֔י ,,,,,,,,,,,
155084,וּמִ֤י בְכָל־עֲבָדֶ֨יךָ֙ כְּדָוִ֣ד ,545868,וּמִ֤י בְכָל־עֲבָדֶ֨יךָ֙ כְּדָוִ֣ד ,Main,Q,Ø,NmCl,,,,וּמִ֤י בְכָל־עֲבָדֶ֨יךָ֙ כְּדָוִ֣ד ,וַחֲתַ֥ן הַמֶּ֛לֶךְ ,545870,וַחֲתַ֥ן הַמֶּ֛לֶךְ ,Main,Q,Ø,NmCl,,,,וַחֲתַ֥ן הַמֶּ֛לֶךְ 
155090,וַחֲתַ֥ן הַמֶּ֛לֶךְ ,545870,וַחֲתַ֥ן הַמֶּ֛לֶךְ ,Main,Q,Ø,NmCl,,,,וַחֲתַ֥ן הַמֶּ֛לֶךְ ,וְנִכְבָּ֥ד בְּבֵיתֶֽךָ׃ ,545872,וְנִכְבָּ֥ד בְּבֵיתֶֽךָ׃ ,Main,Q,ptcp,Ptcp,unknown,KBD[,נכבד,וְנִכְבָּ֥ד בְּבֵיתֶֽךָ׃ 
155094,וְסָ֥ר אֶל־מִשְׁמַעְתֶּ֖ךָ ,545871,וְסָ֥ר אֶל־מִשְׁמַעְתֶּ֖ךָ ,Main,Q,ptcp,Ptcp,unknown,SWR[,סר,וְסָ֥ר אֶל־מִשְׁמַעְתֶּ֖ךָ ,,,,,,,,,,,
155149,וַיֹּ֣אמֶר הַמֶּ֡לֶךְ לָרָצִים֩ ,545882,וַיֹּ֣אמֶר הַמֶּ֡לֶךְ לָרָצִים֩ ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר הַמֶּ֡לֶךְ לָרָצִים֩ ,,,,,,,,,,,
155165,וְכִ֤י יָֽדְעוּ֙ ,545887,וְכִ֤י יָֽדְעוּ֙ ,SubAdv,Q,qtl,WxQ0,p3,JD<[,ידעו,וְכִ֤י יָֽדְעוּ֙ ,,,,,,,,,,,
155222,וַיָּ֣מֶת׀ בַּיֹּ֣ום הַה֗וּא שְׁמֹנִ֤ים וַחֲמִשָּׁה֙ אִ֔ישׁ ,545898,וַיָּ֣מֶת׀ בַּיֹּ֣ום הַה֗וּא שְׁמֹנִ֤ים וַחֲמִשָּׁה֙ אִ֔ישׁ ,Main,N,wayq,Way0,p3,MWT[,ימת,וַיָּ֣מֶת׀ בַּיֹּ֣ום הַה֗וּא שְׁמֹנִ֤ים וַחֲמִשָּׁה֙ אִ֔ישׁ ,,,,,,,,,,,
155332,לֵאמֹ֑ר ,545918,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,וְהֵ֖מָּה שֹׁסִ֥ים אֶת־הַגֳּרָנֹֽות׃ ,545920,וְהֵ֖מָּה שֹׁסִ֥ים אֶת־הַגֳּרָנֹֽות׃ ,Main,Q,ptcp,Ptcp,unknown,CSH[,שׁסים,וְהֵ֖מָּה שֹׁסִ֥ים אֶת־הַגֳּרָנֹֽות׃ 
155337,הִנֵּ֤ה פְלִשְׁתִּים֙ נִלְחָמִ֣ים בִּקְעִילָ֔ה ,545919,הִנֵּ֤ה פְלִשְׁתִּים֙ נִלְחָמִ֣ים בִּקְעִילָ֔ה ,Main,Q,ptcp,Ptcp,unknown,LXM[,נלחמים,הִנֵּ֤ה פְלִשְׁתִּים֙ נִלְחָמִ֣ים בִּקְעִילָ֔ה ,,,,,,,,,,,
155409,רֵ֣ד קְעִילָ֔ה ,545937,רֵ֣ד קְעִילָ֔ה ,Main,Q,impv,ZIm0,p2,JRD[,רד,רֵ֣ד קְעִילָ֔ה ,,,,,,,,,,,
155505,וַיֵּ֣דַע דָּוִ֔ד ,545956,וַיֵּ֣דַע דָּוִ֔ד ,Main,N,wayq,WayX,p3,JD<[,ידע,וַיֵּ֣דַע דָּוִ֔ד ,,,,,,,,,,,
155527,שָׁמֹ֤עַ שָׁמַע֙ עַבְדְּךָ֔ ,545962,שָׁמֹ֤עַ שָׁמַע֙ עַבְדְּךָ֔ ,Main,Q,qtl,xQtX,p3,CM<[,שׁמע,שָׁמֹ֤עַ שָׁמַע֙ עַבְדְּךָ֔ ,לָבֹ֣וא אֶל־קְעִילָ֑ה ,545964,לָבֹ֣וא אֶל־קְעִילָ֑ה ,SubAdv,Q,infc,InfC,unknown,BW>[,בוא,לָבֹ֣וא אֶל־קְעִילָ֑ה 
155702,וְאַתָּה֙ תִּמְלֹ֣ךְ עַל־יִשְׂרָאֵ֔ל ,545999,וְאַתָּה֙ תִּמְלֹ֣ךְ עַל־יִשְׂרָאֵ֔ל ,Main,Q,yqtl,WXYq,p2,MLK[,תמלך,וְאַתָּה֙ תִּמְלֹ֣ךְ עַל־יִשְׂרָאֵ֔ל וְאָנֹכִ֖י אֶֽהְיֶה־לְּךָ֣ לְמִשְׁנֶ֑ה ,,,,,,,,,,,
155734,לֵאמֹ֑ר ,546006,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,אֲשֶׁ֖ר מִימִ֥ין הַיְשִׁימֹֽון׃ ,546008,אֲשֶׁ֖ר מִימִ֥ין הַיְשִׁימֹֽון׃ ,SubMod,Q,Ø,NmCl,,,,אֲשֶׁ֖ר מִימִ֥ין הַיְשִׁימֹֽון׃ 
155772,וַיֹּ֣אמֶר שָׁא֔וּל ,546016,וַיֹּ֣אמֶר שָׁא֔וּל ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֣אמֶר שָׁא֔וּל ,כִּ֥י חֲמַלְתֶּ֖ם עָלָֽי׃ ,546018,כִּ֥י חֲמַלְתֶּ֖ם עָלָֽי׃ ,SubAdv,Q,qtl,xQt0,p2,XML[,חמלתם,כִּ֥י חֲמַלְתֶּ֖ם עָלָֽי׃ 
155907,וְדָוִ֧ד וַאֲנָשָׁ֛יו מִצַּ֥ד הָהָ֖ר מִזֶּ֑ה ,546046,וְדָוִ֧ד וַאֲנָשָׁ֛יו מִצַּ֥ד הָהָ֖ר מִזֶּ֑ה ,Main,N,Ø,NmCl,,,,וְדָוִ֧ד וַאֲנָשָׁ֛יו מִצַּ֥ד הָהָ֖ר מִזֶּ֑ה ,לָלֶ֨כֶת֙ מִפְּנֵ֣י שָׁא֔וּל ,546048,לָלֶ֨כֶת֙ מִפְּנֵ֣י שָׁא֔וּל ,SubAdv,N,infc,InfC,unknown,HLK[,לכת,לָלֶ֨כֶת֙ מִפְּנֵ֣י שָׁא֔וּל 
155917,וַיְהִ֨י דָוִ֜ד נֶחְפָּ֤ז ,546047,וַיְהִ֨י דָוִ֜ד נֶחְפָּ֤ז ,Main,N,wayq,WayX,p3,HJH[,יהי,וַיְהִ֨י דָוִ֜ד נֶחְפָּ֤ז לָלֶ֨כֶת֙ מִפְּנֵ֣י שָׁא֔וּל ,לְתָפְשָֽׂם׃ ,546050,לְתָפְשָֽׂם׃ ,SubAdv,N,infc,InfC,unknown,TPF[,תפשׂם,לְתָפְשָֽׂם׃ 
155999,וַיִּקַּ֣ח שָׁא֗וּל שְׁלֹ֧שֶׁת אֲלָפִ֛ים אִ֥ישׁ ,546068,וַיִּקַּ֣ח שָׁא֗וּל שְׁלֹ֧שֶׁת אֲלָפִ֛ים אִ֥ישׁ ,Main,N,wayq,WayX,p3,LQX[,יקח,וַיִּקַּ֣ח שָׁא֗וּל שְׁלֹ֧שֶׁת אֲלָפִ֛ים אִ֥ישׁ ,,,,,,,,,,,
156043,וַיָּבֹ֥א שָׁא֖וּל ,546074,וַיָּבֹ֥א שָׁא֖וּל ,Main,N,wayq,WayX,p3,BW>[,יבא,וַיָּבֹ֥א שָׁא֖וּל לְהָסֵ֣ךְ אֶת־רַגְלָ֑יו ,,,,,,,,,,,
156058,אֲֽשֶׁר־אָמַ֧ר יְהוָ֣ה אֵלֶ֗יךָ ,546079,אֲֽשֶׁר־אָמַ֧ר יְהוָ֣ה אֵלֶ֗יךָ ,SubMod,Q,qtl,xQtX,p3,>MR[,אמר,אֲֽשֶׁר־אָמַ֧ר יְהוָ֣ה אֵלֶ֗יךָ ,וְעָשִׂ֣יתָ לֹּ֔ו ,546081,וְעָשִׂ֣יתָ לֹּ֔ו ,Main,Q,wqtl,WQt0,p2,<FH[,עשׂית,וְעָשִׂ֣יתָ לֹּ֔ו 
156201,לֵאמֹ֑ר ,546112,לֵאמֹ֑ר ,SubAdv,Q,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,,,,,,,,,,,
156274,כִּ֡י דַּ֤ע ,546126,כִּ֡י ,SubAdv,Q,Ø,Defc,,,,כִּ֡י בְּכָרְתִי֩ אֶת־כְּנַ֨ף מְעִֽילְךָ֜ וְלֹ֣א הֲרַגְתִּ֗יךָ דַּ֤ע וּרְאֵה֙ כִּי֩ אֵ֨ין בְּיָדִ֜י רָעָ֤ה וָפֶ֨שַׁע֙ וְלֹא־חָטָ֣אתִי לָ֔ךְ ,לְקַחְתָּֽהּ׃ ,546134,לְקַחְתָּֽהּ׃ ,SubAdv,Q,infc,InfC,unknown,LQX[,קחתה,לְקַחְתָּֽהּ׃ 
156316,אַחֲרֵ֨י מִ֤י יָצָא֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל ,546141,אַחֲרֵ֨י מִ֤י יָצָא֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל ,Main,Q,qtl,xQtX,p3,JY>[,יצא,אַחֲרֵ֨י מִ֤י יָצָא֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל ,,,,,,,,,,,
156570,וַיִּשְׁמַ֥ע דָּוִ֖ד בַּמִּדְבָּ֑ר ,546197,וַיִּשְׁמַ֥ע דָּוִ֖ד בַּמִּדְבָּ֑ר ,Main,N,wayq,WayX,p3,CM<[,ישׁמע,וַיִּשְׁמַ֥ע דָּוִ֖ד בַּמִּדְבָּ֑ר ,,,,,,,,,,,
156710,הַיֹּום֙ רַבּ֣וּ עֲבָדִ֔ים ,546234,הַיֹּום֙ רַבּ֣וּ עֲבָדִ֔ים ,Main,Q,qtl,xQtX,p3,RBB[,רבו,הַיֹּום֙ רַבּ֣וּ עֲבָדִ֔ים ,אִ֖ישׁ מִפְּנֵ֥י אֲדֹנָֽיו׃ ,546236,אִ֖ישׁ מִפְּנֵ֥י אֲדֹנָֽיו׃ ,SubAdv,Q,Ø,Ellp,,,,אִ֖ישׁ מִפְּנֵ֥י אֲדֹנָֽיו׃ 
156853,הֱיֹותֵ֥נוּ עִמָּ֖ם ,546265,הֱיֹותֵ֥נוּ עִמָּ֖ם ,SubMod,Q,infc,InfC,unknown,HJH[,היותנו,הֱיֹותֵ֥נוּ עִמָּ֖ם ,,,,,,,,,,,
156919,עִבְר֣וּ לְפָנַ֔י ,546278,עִבְר֣וּ לְפָנַ֔י ,Main,Q,impv,ZIm0,p2,<BR[,עברו,עִבְר֣וּ לְפָנַ֔י ,,,,,,,,,,,
156929,וַתֹּ֤אמֶר לִנְעָרֶ֨יהָ֙ ,546277,וַתֹּ֤אמֶר לִנְעָרֶ֨יהָ֙ ,Main,N,wayq,Way0,p3,>MR[,תאמר,וַתֹּ֤אמֶר לִנְעָרֶ֨יהָ֙ עִבְר֣וּ לְפָנַ֔י הִנְנִ֖י אַחֲרֵיכֶ֣ם בָּאָ֑ה וּלְאִישָׁ֥הּ נָבָ֖ל לֹ֥א הִגִּֽידָה׃ ,וְיֹרֶ֨דֶת֙ בְּסֵ֣תֶר הָהָ֔ר ,546282,וְיֹרֶ֨דֶת֙ בְּסֵ֣תֶר הָהָ֔ר ,Main,N,ptcp,Ptcp,unknown,JRD[,ירדת,וְיֹרֶ֨דֶת֙ בְּסֵ֣תֶר הָהָ֔ר 
156934,וְהָיָ֞ה הִ֣יא׀ רֹכֶ֣בֶת עַֽל־הַחֲמֹ֗ור ,546281,וְהָיָ֞ה הִ֣יא׀ רֹכֶ֣בֶת עַֽל־הַחֲמֹ֗ור ,Main,N,wqtl,WQtX,p3,HJH[,היה,וְהָיָ֞ה הִ֣יא׀ רֹכֶ֣בֶת עַֽל־הַחֲמֹ֗ור ,,,,,,,,,,,
156944,וְהִנֵּ֤ה ,546283,וְהִנֵּ֤ה ,Main,N,Ø,MSyn,,,,וְהִנֵּ֤ה ,לִקְרָאתָ֑הּ ,546285,לִקְרָאתָ֑הּ ,SubAdv,N,infc,InfC,unknown,QR>=[,קראתה,לִקְרָאתָ֑הּ 
156998,אִם־אַשְׁאִ֧יר מִכָּל־עַד־הַבֹּ֖קֶר ,546297,אִם־אַשְׁאִ֧יר מִכָּל־,SubAdv,Q,yqtl,xYq0,p1,C>R[,אשׁאיר,אִם־אַשְׁאִ֧יר מִכָּל־אֲשֶׁר־לֹ֛ו עַד־הַבֹּ֖קֶר ,,,,,,,,,,,
157107,יִֽהְי֤וּ כְנָבָל֙ אֹיְבֶ֔יךָ ,546328,יִֽהְי֤וּ כְנָבָל֙ אֹיְבֶ֔יךָ ,Main,Q,yqtl,ZYqX,p3,HJH[,יהיו,יִֽהְי֤וּ כְנָבָל֙ אֹיְבֶ֔יךָ ,,,,,,,,,,,
157128,וְנִתְּנָה֙ לַנְּעָרִ֔ים ,546333,וְנִתְּנָה֙ לַנְּעָרִ֔ים ,Main,Q,wqtl,WQt0,p3,NTN[,נתנה,וְנִתְּנָה֙ לַנְּעָרִ֔ים ,,,,,,,,,,,
157149,כִּ֣י עָשֹֽׂה־יַעֲשֶׂה֩ יְהוָ֨ה לַֽאדֹנִ֜י בַּ֣יִת נֶאֱמָ֗ן ,546336,כִּ֣י עָשֹֽׂה־יַעֲשֶׂה֩ יְהוָ֨ה לַֽאדֹנִ֜י בַּ֣יִת נֶאֱמָ֗ן ,SubAdv,Q,yqtl,xYqX,p3,<FH[,יעשׂה,כִּ֣י עָשֹֽׂה־יַעֲשֶׂה֩ יְהוָ֨ה לַֽאדֹנִ֜י בַּ֣יִת נֶאֱמָ֗ן ,וְרָעָ֛ה לֹא־תִמָּצֵ֥א בְךָ֖ מִיָּמֶֽיךָ׃ ,546338,וְרָעָ֛ה לֹא־תִמָּצֵ֥א בְךָ֖ מִיָּמֶֽיךָ׃ ,Main,Q,yqtl,WXYq,p3,MY>[,תמצא,וְרָעָ֛ה לֹא־תִמָּצֵ֥א בְךָ֖ מִיָּמֶֽיךָ׃ 
157171,וַיָּ֤קָם אָדָם֙ ,546339,וַיָּ֤קָם אָדָם֙ ,Main,Q,wayq,WayX,p3,QWM[,יקם,וַיָּ֤קָם אָדָם֙ לִרְדָפְךָ֔ וּלְבַקֵּ֖שׁ אֶת־נַפְשֶׁ֑ךָ ,וְאֵ֨ת נֶ֤פֶשׁ אֹיְבֶ֨יךָ֙ ,546343,וְאֵ֨ת נֶ֤פֶשׁ אֹיְבֶ֨יךָ֙ ,Main,Q,Ø,CPen,,,,וְאֵ֨ת נֶ֤פֶשׁ אֹיְבֶ֨יךָ֙ 
157247,וַיֹּ֥אמֶר דָּוִ֖ד לַאֲבִיגַ֑ל ,546355,וַיֹּ֥אמֶר דָּוִ֖ד לַאֲבִיגַ֑ל ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֥אמֶר דָּוִ֖ד לַאֲבִיגַ֑ל ,אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה ,546357,אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה ,SubMod,Q,qtl,xQt0,p3,CLX[,שׁלחך,אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה 
157260,בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ,546356,בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל ,Main,Q,ptcp,Ptcp,unknown,BRK[,ברוך,בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל אֲשֶׁ֧ר שְׁלָחֵ֛ךְ הַיֹּ֥ום הַזֶּ֖ה לִקְרָאתִֽי׃ ,וּבְרוּכָ֣ה אָ֑תְּ ,546360,וּבְרוּכָ֣ה אָ֑תְּ ,Main,Q,ptcp,Ptcp,unknown,BRK[,ברוכה,וּבְרוּכָ֣ה אָ֑תְּ 
157263,וּבָר֥וּךְ טַעְמֵ֖ךְ ,546359,וּבָר֥וּךְ טַעְמֵ֖ךְ ,Main,Q,ptcp,Ptcp,unknown,BRK[,ברוך,וּבָר֥וּךְ טַעְמֵ֖ךְ ,אֲשֶׁ֨ר כְּלִתִ֜נִי הַיֹּ֤ום הַזֶּה֙ ,546361,אֲשֶׁ֨ר כְּלִתִ֜נִי הַיֹּ֤ום הַזֶּה֙ ,SubMod,Q,qtl,xQt0,p2,KL>[,כלתני,אֲשֶׁ֨ר כְּלִתִ֜נִי הַיֹּ֤ום הַזֶּה֙ 
157306,כִּ֣י אִם־נֹותַ֧ר לְנָבָ֛ל ,546371,כִּ֣י אִם־נֹותַ֧ר לְנָבָ֛ל ,SubAdv,Q,qtl,xQt0,p3,JTR[,נותר,כִּ֣י אִם־נֹותַ֧ר לְנָבָ֛ל עַד־אֹ֥ור הַבֹּ֖קֶר ,,,,,,,,,,,
157421,וַיֹּ֡אמֶר ,546398,וַיֹּ֡אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֡אמֶר ,אֲשֶׁ֣ר רָב֩ אֶת־רִ֨יב חֶרְפָּתִ֜י מִיַּ֣ד נָבָ֗ל ,546400,אֲשֶׁ֣ר רָב֩ אֶת־רִ֨יב חֶרְפָּתִ֜י מִיַּ֣ד נָבָ֗ל ,SubMod,Q,qtl,xQt0,p3,RJB[,רב,אֲשֶׁ֣ר רָב֩ אֶת־רִ֨יב חֶרְפָּתִ֜י מִיַּ֣ד נָבָ֗ל 
157509,וְחָמֵשׁ֙ נַעֲרֹתֶ֔יהָ ,546420,וְחָמֵשׁ֙ נַעֲרֹתֶ֔יהָ ,Main,N,Ø,Ellp,,,,וְחָמֵשׁ֙ נַעֲרֹתֶ֔יהָ ,,,,,,,,,,,
157564,לֵאמֹ֑ר ,546429,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,אמר,לֵאמֹ֑ר ,,,,,,,,,,,
157612,וַיִּ֨חַן שָׁא֜וּל בְּגִבְעַ֣ת הַחֲכִילָ֗ה ,546435,וַיִּ֨חַן שָׁא֜וּל בְּגִבְעַ֣ת הַחֲכִילָ֗ה ,Main,N,wayq,WayX,p3,XNH[,יחן,וַיִּ֨חַן שָׁא֜וּל בְּגִבְעַ֣ת הַחֲכִילָ֗ה אֲשֶׁ֛ר עַל־פְּנֵ֥י הַיְשִׁימֹ֖ן עַל־הַדָּ֑רֶךְ ,וַיַּ֕רְא ,546438,וַיַּ֕רְא ,Main,N,wayq,Way0,p3,R>H[,ירא,וַיַּ֕רְא 
157665,וַיַּ֣רְא דָּוִ֗ד אֶת־הַמָּקֹום֙ ,546446,וַיַּ֣רְא דָּוִ֗ד אֶת־הַמָּקֹום֙ ,Main,N,wayq,WayX,p3,R>H[,ירא,וַיַּ֣רְא דָּוִ֗ד אֶת־הַמָּקֹום֙ אֲשֶׁ֣ר שָֽׁכַב־שָׁ֣ם שָׁא֔וּל וְאַבְנֵ֥ר בֶּן־נֵ֖ר שַׂר־צְבָאֹ֑ו ,וְהָעָ֖ם חֹנִ֥ים סְבִיבֹתָֽיו׃,546449,וְהָעָ֖ם חֹנִ֥ים סְבִיבֹתָֽיו׃,Main,N,ptcp,Ptcp,unknown,XNH[,חנים,וְהָעָ֖ם חֹנִ֥ים סְבִיבֹתָֽיו׃
157672,וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל ,546448,וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל ,Main,N,ptcp,Ptcp,unknown,CKB[,שׁכב,וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל ,,,,,,,,,,,
157718,וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ ,546456,וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ ,Main,N,wayq,WayX,p3,BW>[,יבא,וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ ,יָשֵׁן֙ ,546458,יָשֵׁן֙ ,SubMod,N,Ø,AjCl,,,,יָשֵׁן֙ 
157725,וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב בַּמַּעְגָּ֔ל ,546457,וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב ,Main,N,ptcp,Ptcp,unknown,CKB[,שׁכב,וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב יָשֵׁן֙ בַּמַּעְגָּ֔ל ,וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃,546461,וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃,Main,N,ptcp,Ptcp,unknown,CKB[,שׁכבים,וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃
157735,וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו ,546460,וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו ,Main,N,ptcp,Ptcp,unknown,M<K[,מעוכה,וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו ,,,,,,,,,,,
158003,וַיֹּ֕אמֶר ,546525,וַיֹּ֕אמֶר ,Main,N,wayq,Way0,p3,>MR[,יאמר,וַיֹּ֕אמֶר ,כִּ֚י מֶ֣ה עָשִׂ֔יתִי ,546527,כִּ֚י מֶ֣ה עָשִׂ֔יתִי ,SubAdv,Q,qtl,xQt0,p1,<FH[,עשׂיתי,כִּ֚י מֶ֣ה עָשִׂ֔יתִי 
158035,וְאִ֣ם׀ בְּנֵ֣י הָאָדָ֗ם ,546533,וְאִ֣ם׀ בְּנֵ֣י הָאָדָ֗ם ,SubAdv,Q,Ø,NmCl,,,,וְאִ֣ם׀ בְּנֵ֣י הָאָדָ֗ם ,כִּֽי־גֵרְשׁ֣וּנִי הַיֹּ֗ום ,546535,כִּֽי־גֵרְשׁ֣וּנִי הַיֹּ֗ום ,SubAdv,Q,qtl,xQt0,p3,GRC[,גרשׁוני,כִּֽי־גֵרְשׁ֣וּנִי הַיֹּ֗ום 
158182,וַיֹּ֨אמֶר שָׁא֜וּל אֶל־דָּוִ֗ד ,546566,וַיֹּ֨אמֶר שָׁא֜וּל אֶל־דָּוִ֗ד ,Main,N,wayq,WayX,p3,>MR[,יאמר,וַיֹּ֨אמֶר שָׁא֜וּל אֶל־דָּוִ֗ד ,בְּנִ֣י דָוִ֔ד ,546568,בְּנִ֣י דָוִ֔ד ,Main,Q,Ø,Voct,,,,בְּנִ֣י דָוִ֔ד 
158383,וַֽיִּפְשְׁט֛וּ אֶל־הַגְּשׁוּרִ֥י וְהַגִּזְרִ֖י וְהָעֲמָלֵקִ֑י ,546600,וַֽיִּפְשְׁט֛וּ אֶל־הַגְּשׁוּרִ֥י וְהַגִּזְרִ֖י וְהָעֲמָלֵקִ֑י ,Main,N,wayq,Way0,p3,PCV[,יפשׁטו,וַֽיִּפְשְׁט֛וּ אֶל־הַגְּשׁוּרִ֥י וְהַגִּזְרִ֖י וְהָעֲמָלֵקִ֑י ,אֲשֶׁ֣ר מֵֽעֹולָ֔ם ,546602,אֲשֶׁ֣ר מֵֽעֹולָ֔ם ,SubMod,N,Ø,NmCl,,,,אֲשֶׁ֣ר מֵֽעֹולָ֔ם 
158726,הִנֵּ֨ה ,546665,הִנֵּ֨ה ,Main,Q,Ø,NmCl,,,,הִנֵּ֨ה אַתָּ֤ה יָדַ֨עְתָּ֙ אֵ֣ת אֲשֶׁר־עָשָׂ֣ה שָׁא֔וּל אֲשֶׁ֥ר הִכְרִ֛ית אֶת־הָאֹבֹ֥ות וְאֶת־הַיִּדְּעֹנִ֖י מִן־הָאָ֑רֶץ ,לַהֲמִיתֵֽנִי׃ ,546670,לַהֲמִיתֵֽנִי׃ ,SubAdv,Q,infc,InfC,unknown,MWT[,המיתני,לַהֲמִיתֵֽנִי׃ 
158805,אֱלֹהִ֥ים רָאִ֖יתִי ,546689,אֱלֹהִ֥ים רָאִ֖יתִי ,Main,Q,qtl,xQt0,p1,R>H[,ראיתי,אֱלֹהִ֥ים רָאִ֖יתִי ,,,,,,,,,,,
158821,אִ֤ישׁ זָקֵן֙ עֹלֶ֔ה ,546694,אִ֤ישׁ זָקֵן֙ עֹלֶ֔ה ,Main,Q,Ø,NmCl,,,,אִ֤ישׁ זָקֵן֙ עֹלֶ֔ה ,,,,,,,,,,,
158853,צַר־לִ֨י מְאֹ֜ד ,546705,צַר־לִ֨י מְאֹ֜ד ,Main,Q,qtl,ZQt0,p3,YRR[,צר,צַר־לִ֨י מְאֹ֜ד ,וֵֽאלֹהִ֞ים סָ֤ר מֵֽעָלַי֙ ,546707,וֵֽאלֹהִ֞ים סָ֤ר מֵֽעָלַי֙ ,Main,Q,qtl,WXQt,p3,SWR[,סר,וֵֽאלֹהִ֞ים סָ֤ר מֵֽעָלַי֙ 
159134,וַיִּקְבְּצ֧וּ פְלִשְׁתִּ֛ים אֶת־כָּל־מַחֲנֵיהֶ֖ם אֲפֵ֑קָה ,546762,וַיִּקְבְּצ֧וּ פְלִשְׁתִּ֛ים אֶת־כָּל־מַחֲנֵיהֶ֖ם אֲפֵ֑קָה ,Main,N,wayq,WayX,p3,QBY[,יקבצו,וַיִּקְבְּצ֧וּ פְלִשְׁתִּ֛ים אֶת־כָּל־מַחֲנֵיהֶ֖ם אֲפֵ֑קָה ,אֲשֶׁ֥ר בְּיִזְרְעֶֽאל׃ ,546764,אֲשֶׁ֥ר בְּיִזְרְעֶֽאל׃ ,SubMod,N,Ø,NmCl,,,,אֲשֶׁ֥ר בְּיִזְרְעֶֽאל׃ 
