bhsa_node,esv_tags,esv_VBtags,esv_tense,esv_aspect,esv_modality,esv_TAM,esv_TAMtag,niv_tags,niv_VBtags,niv_tense,niv_aspect,niv_modality,niv_TAM,niv_TAMtag,eng_fullparse,eng_TAM,eng_agree
6273,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6279,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6409,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6473,VBD|VBN|VBN|JJ,VBD|VBN|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|VBN|JJ,VBD|VBN|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
6521,VBD|RB,VBD,PAST,,IND,PAST..IND,PAST,VBD|RB,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6560,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6588,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
6619,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
6647,VBP|VBN|JJ,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
6653,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
6661,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6675,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6719,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
6785,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,VBD|IN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6849,PRP|VBD|VB|IN|NN,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VB|IN|NN,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
6869,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6945,VBD|VBN|RB,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
6948,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST..IND ~ PAST.PERF.IND,False
6957,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBN,VBN,,,,,,False,,False
6968,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|DT|NN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
6977,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
7037,VBD|VBN|NNS,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|NNS,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
7053,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7108,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
7122,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7129,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,True,PAST.PERF.IND ~ PRES..IND,False
7186,VBP|PRP|VB,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,VBP|PRP|VB,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
7239,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7273,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7277,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7282,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7306,VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST..IND ~ PAST.PERF.IND,False
7398,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7562,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7583,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND,True
7661,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7663,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES.PERF.IND,False
7749,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
7781,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7799,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7847,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7881,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
7890,PRP|VBP|VBD,VBP|VBD,PAST,,IND,PAST..IND,PAST,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PAST..IND ~ PRES..IND,False
7913,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
7942,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|VBN,VBD|VBN|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
8001,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|IN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
8019,MD|VB,VB,PRES,,MOD,PRES..MOD,MOD,MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..MOD,False
8024,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
8032,VBD|VB,VBD|VB,PRES,,IMPV,PRES..IMPV,IMPV,VBD|VB,VBD|VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
8042,VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,VBP|JJ,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
8067,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
8069,PRP|VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8074,PRP|VBD|VB,VBD|VB,PAST,,IND,PAST..IND,PAST,PRP|VBD|VB,VBD|VB,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8094,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8120,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8146,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8156,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
8160,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,JJ,,,,,,,False,,False
8170,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8172,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8289,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN|RB|JJ,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8368,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN|RB|JJ,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8414,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
8421,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8496,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBG,VBG,PRES,,,PRES..,PRES PART,True,PAST..IND ~ PRES..,False
8507,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8532,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8550,VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES..IMPV,False
8565,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN|IN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8591,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8603,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8644,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8653,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8703,VBZ|VBN|JJ,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,JJ,,,,,,,False,,False
8748,VBD,VBD,PAST,,IND,PAST..IND,PAST,NN,,,,,,,False,,False
8839,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8848,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
8895,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|MD|VB,VB,FUT,,IND,FUT..IND,FUT,True,FUT..IND ~ PRES..IND,False
8910,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
8925,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8932,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
8938,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8942,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
8998,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9021,VBD|RP,VBD,PAST,,IND,PAST..IND,PAST,VBG,VBG,PRES,,,PRES..,PRES PART,True,PAST..IND ~ PRES..,False
9057,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9075,PRP|VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9097,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,VBZ|JJ,VBZ,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
9144,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|JJ|IN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
9162,PRP|VBD|IN,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD|IN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9200,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|JJ|IN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
9233,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9300,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9308,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|IN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9321,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9329,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBP,VBP,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST..IND ~ PAST.PERF.IND,False
9339,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9350,VBP,VBP,PRES,,IND,PRES..IND,PRES,VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
9355,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
9368,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9434,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9438,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|PRP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9441,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9452,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9460,VBD|PRP|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|PRP$|NN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
9462,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,VBG,VBG,PRES,,,PRES..,PRES PART,True,PAST..IND ~ PRES..,False
9472,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9507,VBD|TO|VB,VBD|VB,PAST,,IND,PAST..IND,PAST,VBD|VB,VBD|VB,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9568,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9570,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBG,VBP|VBG,PRES,PROG,IND,PRES.PROG.IND,PRES PROG,True,PRES.PERF.IND ~ PRES.PROG.IND,False
9609,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN|RP,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9624,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD|JJ,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9629,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9637,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9652,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9662,WP|VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,,,,,,,,False,,False
9665,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9680,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PAST.PERF.IND,False
9698,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9709,MD|VB|VBN,VB|VBN,PAST,,SUBJ,PAST..SUBJ,FUT-IN-PAST,MD|VB|VBN,VB|VBN,PAST,,SUBJ,PAST..SUBJ,FUT-IN-PAST,True,PAST..SUBJ,True
9712,MD|VB,VB,PAST,,SUBJ,PAST..SUBJ,FUT-IN-PAST,MD|VB,VB,PAST,,SUBJ,PAST..SUBJ,FUT-IN-PAST,True,PAST..SUBJ,True
9716,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
9745,PRP|VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
9886,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
9928,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10050,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10059,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBG,VBP|VBG,PRES,PROG,IND,PRES.PROG.IND,PRES PROG,True,PRES.PERF.IND ~ PRES.PROG.IND,False
10077,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VBN,VBD|VBN,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
10084,PRP|VBP|VB,VBP|VB,PRES,,IMPV,PRES..IMPV,IMPV,PRP|VB,VB,PRES,,IMPV,PRES..IMPV,IMPV,True,PRES..IMPV,True
10086,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBZ|VBN,VBZ|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10096,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,VBD|VB,VBD|VB,PAST,PERF,IND,PAST.PERF.IND,PAST PERF,True,PAST.PERF.IND,True
10102,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND ~ PRES.PERF.IND,False
10142,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN|RP,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10161,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,PRP|VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10169,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,VBD|VBN,VBD|VBN,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10179,VBD|DT|NN,VBD,PAST,,IND,PAST..IND,PAST,VBD|DT|NN,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10231,VBD,VBD,PAST,,IND,PAST..IND,PAST,VBD,VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10250,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
10304,VBD|VBD,VBD|VBD,PAST,,IND,PAST..IND,PAST,VBD|VBD,VBD|VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10424,VBD|VBD,VBD|VBD,PAST,,IND,PAST..IND,PAST,VBD|VBD,VBD|VBD,PAST,,IND,PAST..IND,PAST,True,PAST..IND,True
10500,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND,True
10507,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10524,VBN,VBN,,,,,,VBN,VBN,,,,,,False,,False
10575,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP,VBP,PRES,,IND,PRES..IND,PRES,True,PRES..IND ~ PRES.PERF.IND,False
10581,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,PRP|VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
10589,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,VBP|VBN,VBP|VBN,PRES,PERF,IND,PRES.PERF.IND,PRES PERF,True,PRES.PERF.IND,True
