bhsa_node,mother_cl,mother_cl_atom,mother_clause,mother_rela,mother_domain2,mother_verbtype,mother_type,mother_verb_ps,mother_verb_lex,daught_cl,daught_cl_atom,daught_clause,daught_rela,daught_domain2,daught_verbtype,daught_type,daught_verb_ps,daught_verb_lex
3849,428232.0,516392.0,בְּאַחַ֨ת וְשֵׁשׁ־מֵאֹ֜ות שָׁנָ֗ה בָּֽרִאשֹׁון֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ חָֽרְב֥וּ הַמַּ֖יִם מֵעַ֣ל הָאָ֑רֶץ ,Main,N,qtl,xQtX,p3,XRB[,428237.0,516397.0,וַיְדַבֵּ֥ר אֱלֹהִ֖ים אֶל־נֹ֥חַ ,Main,N,wayq,WayX,p3,DBR[
3939,428247.0,516409.0,כָּל־הַֽחַיָּ֗ה כָּל־הָרֶ֨מֶשׂ֙ וְכָל־הָעֹ֔וף כֹּ֖ל ,Main,N,Ø,Defc,,,,,,,,,,,
4013,428257.0,516420.0,וְלֹֽא־אֹסִ֥ף עֹ֛וד ,Main,Q,yqtl,WxY0,p1,JSP[,,,,,,,,,
4085,428266.0,516429.0,וּמֹורַאֲכֶ֤ם וְחִתְּכֶם֙ יִֽהְיֶ֔ה עַ֚ל כָּל־חַיַּ֣ת הָאָ֔רֶץ וְעַ֖ל כָּל־עֹ֣וף הַשָּׁמָ֑יִם ,Main,Q,yqtl,WXYq,p3,HJH[,428270.0,516434.0,כָּל־רֶ֨מֶשׂ֙ ,Main,Q,Ø,Defc,,
4098,428270.0,516434.0,כָּל־רֶ֨מֶשׂ֙ ,Main,Q,Ø,Defc,,,,,,,,,,,
4148,428278.0,516443.0,בָּֽאָדָ֖ם דָּמֹ֣ו יִשָּׁפֵ֑ךְ ,Main,Q,yqtl,XYqt,p3,CPK[,,,,,,,,,
4266,428297.0,516464.0,זֹ֤את אֹֽות־הַבְּרִית֙ ,Main,Q,Ø,NmCl,,,428301.0,516469.0,וְהָֽיְתָה֙ לְאֹ֣ות בְּרִ֔ית בֵּינִ֖י וּבֵ֥ין הָאָֽרֶץ׃ ,Main,Q,wqtl,WQt0,p3,HJH[
4360,428314.0,516482.0,זֹ֤את אֹֽות־הַבְּרִית֙ ,Main,Q,Ø,NmCl,,,428316.0,516484.0,אֲשֶׁ֥ר עַל־הָאָֽרֶץ׃ פ ,SubMod,Q,Ø,NmCl,,
4396,428321.0,516490.0,שְׁלֹשָׁ֥ה אֵ֖לֶּה בְּנֵי־נֹ֑חַ ,Main,N,Ø,NmCl,,,,,,,,,,,
4465,428335.0,516504.0,וּפְנֵיהֶם֙ אֲחֹ֣רַנִּ֔ית ,Main,N,Ø,NmCl,,,,,,,,,,,
4475,428338.0,516507.0,וַיֵּ֕דַע ,Main,N,wayq,Way0,p3,JD<[,,,,,,,,,
4589,428354.0,516523.0,בְּנֵ֣י יֶ֔פֶת גֹּ֣מֶר וּמָגֹ֔וג וּמָדַ֖י וְיָוָ֣ן וְתֻבָ֑ל וּמֶ֖שֶׁךְ וְתִירָֽס׃ ,Main,?,Ø,NmCl,,,428358.0,516527.0,אִ֖ישׁ לִלְשֹׁנֹ֑ו ,SubAdv,?,Ø,Ellp,,
4632,428361.0,516531.0,וּבְנֵ֥י רַעְמָ֖ה שְׁבָ֥א וּדְדָֽן׃ ,Main,?,Ø,NmCl,,,428363.0,516533.0,ה֣וּא הֵחֵ֔ל ,Main,?,qtl,XQtl,p3,XLL[
4636,428362.0,516532.0,וְכ֖וּשׁ יָלַ֣ד אֶת־נִמְרֹ֑ד ,Main,?,qtl,WXQt,p3,JLD[,428364.0,516534.0,לִֽהְיֹ֥ות גִּבֹּ֖ר בָּאָֽרֶץ׃ ,SubAdv,?,infc,InfC,unknown,HJH[
4644,428363.0,516533.0,ה֣וּא הֵחֵ֔ל ,Main,?,qtl,XQtl,p3,XLL[,428366.0,516536.0,עַל־כֵּן֙ יֵֽאָמַ֔ר ,Main,?,yqtl,xYq0,p3,>MR[
4679,428368.0,516538.0,וַתְּהִ֨י רֵאשִׁ֤ית מַמְלַכְתֹּו֙ בָּבֶ֔ל וְאֶ֖רֶךְ וְאַכַּ֣ד וְכַלְנֵ֑ה בְּאֶ֖רֶץ שִׁנְעָֽר׃ ,Main,N,wayq,WayX,p3,HJH[,428370.0,516540.0,וַיִּ֨בֶן֙ אֶת־נִ֣ינְוֵ֔ה וְאֶת־רְחֹבֹ֥ת עִ֖יר וְאֶת־כָּֽלַח׃ ,Main,N,wayq,Way0,p3,BNH[
4706,428362.0,516532.0,וְכ֖וּשׁ יָלַ֣ד אֶת־נִמְרֹ֑ד ,Main,?,qtl,WXQt,p3,JLD[,428374.0,516544.0,וְֽאֶת־פַּתְרֻסִ֞ים וְאֶת־כַּסְלֻחִ֗ים ,Main,?,Ø,Ellp,,
4725,428374.0,516544.0,וְֽאֶת־פַּתְרֻסִ֞ים וְאֶת־כַּסְלֻחִ֗ים ,Main,?,Ø,Ellp,,,,,,,,,,,
4734,428373.0,516543.0,וּמִצְרַ֡יִם יָלַ֞ד אֶת־לוּדִ֧ים וְאֶת־עֲנָמִ֛ים וְאֶת־לְהָבִ֖ים וְאֶת־נַפְתֻּחִֽים׃ ,Main,?,qtl,WXQt,p3,JLD[,428377.0,516548.0,וְאֶת־הַיְבוּסִי֙ וְאֶת־הָ֣אֱמֹרִ֔י וְאֵ֖ת הַגִּרְגָּשִֽׁי׃ ,Main,?,Ø,Ellp,,
4779,428376.0,516547.0,וּכְנַ֗עַן יָלַ֛ד אֶת־צִידֹ֥ן בְּכֹרֹ֖ו וְאֶת־חֵֽת׃ ,Main,?,qtl,WXQt,p3,JLD[,428381.0,516552.0,וַֽיְהִ֞י גְּב֤וּל הַֽכְּנַעֲנִי֙ מִצִּידֹ֔ן ,Main,N,wayq,WayX,p3,HJH[
4818,428384.0,516557.0,אֵ֣לֶּה בְנֵי־חָ֔ם לְמִשְׁפְּחֹתָ֖ם לִלְשֹֽׁנֹתָ֑ם בְּאַרְצֹתָ֖ם בְּגֹויֵהֶֽם׃ ס ,Main,?,Ø,NmCl,,,428386.0,516559.0,גַּם־ה֑וּא אֲבִי֙ כָּל־בְּנֵי־עֵ֔בֶר אֲחִ֖י יֶ֥פֶת הַגָּדֹֽול׃ ,Main,?,Ø,NmCl,,
4852,428388.0,516561.0,וּבְנֵ֖י אֲרָ֑ם ע֥וּץ וְח֖וּל וְגֶ֥תֶר וָמַֽשׁ׃ ,Main,?,Ø,NmCl,,,428390.0,516563.0,וְשֶׁ֖לַח יָלַ֥ד אֶת־עֵֽבֶר׃ ,Main,?,qtl,WXQt,p3,JLD[
4857,428389.0,516562.0,וְאַרְפַּכְשַׁ֖ד יָלַ֣ד אֶת־שָׁ֑לַח ,Main,?,qtl,WXQt,p3,JLD[,428391.0,516564.0,וּלְעֵ֥בֶר יֻלַּ֖ד שְׁנֵ֣י בָנִ֑ים ,Main,?,qtl,WxQX,p3,JLD[
4863,428390.0,516563.0,וְשֶׁ֖לַח יָלַ֥ד אֶת־עֵֽבֶר׃ ,Main,?,qtl,WXQt,p3,JLD[,428392.0,516565.0,שֵׁ֣ם הָֽאֶחָ֞ד פֶּ֗לֶג ,Main,?,Ø,NmCl,,
4873,428392.0,516565.0,שֵׁ֣ם הָֽאֶחָ֞ד פֶּ֗לֶג ,Main,?,Ø,NmCl,,,,,,,,,,,
4882,428394.0,516567.0,וְשֵׁ֥ם אָחִ֖יו יָקְטָֽן׃ ,Main,?,Ø,NmCl,,,428396.0,516569.0,וְאֶת־הֲדֹורָ֥ם וְאֶת־אוּזָ֖ל וְאֶת־דִּקְלָֽה׃ ,Main,?,Ø,Ellp,,
4957,428403.0,516576.0,אֵ֣לֶּה מִשְׁפְּחֹ֧ת בְּנֵי־נֹ֛חַ לְתֹולְדֹתָ֖ם בְּגֹויֵהֶ֑ם ,Main,?,Ø,NmCl,,,,,,,,,,,
5013,428415.0,516588.0,וַתְּהִ֨י לָהֶ֤ם הַלְּבֵנָה֙ לְאָ֔בֶן ,Main,N,wayq,WayX,p3,HJH[,,,,,,,,,
5055,428424.0,516597.0,לִרְאֹ֥ת אֶת־הָעִ֖יר וְאֶת־הַמִּגְדָּ֑ל ,SubAdv,N,infc,InfC,unknown,R>H[,,,,,,,,,
5116,428441.0,516614.0,וַֽיַּחְדְּל֖וּ ,Main,N,wayq,Way0,p3,XDL[,428444.0,516617.0,כִּי־שָׁ֛ם בָּלַ֥ל יְהוָ֖ה שְׂפַ֣ת כָּל־הָאָ֑רֶץ ,SubAdv,N,qtl,xQtX,p3,BLL[
5121,428443.0,516616.0,עַל־כֵּ֞ן קָרָ֤א שְׁמָהּ֙ בָּבֶ֔ל ,Main,N,qtl,xQt0,p3,QR>[,428445.0,516618.0,וּמִשָּׁם֙ הֱפִיצָ֣ם יְהוָ֔ה עַל־פְּנֵ֖י כָּל־הָאָֽרֶץ׃ פ ,Main,N,qtl,WxQX,p3,PWY[
5130,428444.0,516617.0,כִּי־שָׁ֛ם בָּלַ֥ל יְהוָ֖ה שְׂפַ֣ת כָּל־הָאָ֑רֶץ ,SubAdv,N,qtl,xQtX,p3,BLL[,,,,,,,,,
5169,428447.0,516620.0,שֵׁ֚ם בֶּן־מְאַ֣ת שָׁנָ֔ה ,Main,N,Ø,NmCl,,,428453.0,516627.0,וַיֹּ֖ולֶד אֶת־שָֽׁלַח׃ ,Main,N,wayq,Way0,p3,JLD[
5198,428452.0,516626.0,וְאַרְפַּכְשַׁ֣ד חַ֔י חָמֵ֥שׁ וּשְׁלֹשִׁ֖ים שָׁנָ֑ה ,Main,N,qtl,WXQt,p3,XJH[,428458.0,516633.0,וַיֹּ֖ולֶד אֶת־עֵֽבֶר׃ ,Main,N,wayq,Way0,p3,JLD[
5377,428489.0,516670.0,וְאֵ֨לֶּה֙ תֹּולְדֹ֣ת תֶּ֔רַח ,Main,N,Ø,NmCl,,,428491.0,516672.0,וְהָרָ֖ן הֹולִ֥יד אֶת־לֹֽוט׃ ,Main,N,qtl,WXQt,p3,JLD[
5387,428490.0,516671.0,תֶּ֚רַח הֹולִ֣יד אֶת־אַבְרָ֔ם אֶת־נָחֹ֖ור וְאֶת־הָרָ֑ן ,Main,N,qtl,XQtl,p3,JLD[,428492.0,516673.0,וַיָּ֣מָת הָרָ֔ן עַל־פְּנֵ֖י תֶּ֣רַח אָבִ֑יו בְּאֶ֥רֶץ מֹולַדְתֹּ֖ו בְּא֥וּר כַּשְׂדִּֽים׃ ,Main,N,wayq,WayX,p3,MWT[
5536,428515.0,516696.0,וַיֵּ֣לֶךְ אַבְרָ֗ם ,Main,N,wayq,WayX,p3,HLK[,,,,,,,,,
5571,428520.0,516701.0,וַיִּקַּ֣ח אַבְרָם֩ אֶת־שָׂרַ֨י אִשְׁתֹּ֜ו וְאֶת־לֹ֣וט בֶּן־אָחִ֗יו וְאֶת־כָּל־רְכוּשָׁם֙ ,Main,N,wayq,WayX,p3,LQX[,,,,,,,,,
5577,428520.0,516703.0,וְאֶת־הַנֶּ֖פֶשׁ ,Main,N,Ø,Defc,,,,,,,,,,,
5697,428544.0,516726.0,וַיְהִ֕י ,Main,N,wayq,Way0,p3,HJH[,428546.0,516728.0,לָבֹ֣וא מִצְרָ֑יְמָה ,SubAdv,N,infc,InfC,unknown,BW>[
5708,428547.0,516729.0,וַיֹּ֨אמֶר֙ אֶל־שָׂרַ֣י אִשְׁתֹּ֔ו ,Main,N,wayq,Way0,p3,>MR[,428549.0,516731.0,כִּ֛י אִשָּׁ֥ה יְפַת־מַרְאֶ֖ה אָֽתְּ׃ ,SubArg,Q,Ø,NmCl,,
5781,428566.0,516748.0,וַתֻּקַּ֥ח הָאִשָּׁ֖ה בֵּ֥ית פַּרְעֹֽה׃ ,Main,N,wayq,WayX,p3,LQX[,428568.0,516750.0,וַֽיְהִי־לֹ֤ו צֹאן־וּבָקָר֙ וַחֲמֹרִ֔ים וַעֲבָדִים֙ וּשְׁפָחֹ֔ת וַאֲתֹנֹ֖ת וּגְמַלִּֽים׃ ,Main,N,wayq,WayX,p3,HJH[
5824,428571.0,516753.0,וַיֹּ֕אמֶר ,Main,N,wayq,Way0,p3,>MR[,428573.0,516755.0,לָ֚מָּה לֹא־הִגַּ֣דְתָּ לִּ֔י ,Main,Q,qtl,xQt0,p2,NGD[
5828,428572.0,516754.0,מַה־זֹּ֖את עָשִׂ֣יתָ לִּ֑י ,Main,Q,qtl,xQt0,p2,<FH[,428574.0,516756.0,כִּ֥י אִשְׁתְּךָ֖ הִֽוא׃ ,SubArg,Q,Ø,NmCl,,
5834,428573.0,516755.0,לָ֚מָּה לֹא־הִגַּ֣דְתָּ לִּ֔י ,Main,Q,qtl,xQt0,p2,NGD[,428576.0,516758.0,אֲחֹ֣תִי הִ֔וא ,Main,Q,Ø,NmCl,,
5910,428589.0,516772.0,וַיֵּ֨לֶךְ֙ לְמַסָּעָ֔יו מִנֶּ֖גֶב וְעַד־בֵּֽית־אֵ֑ל עַד־הַמָּקֹ֗ום ,Main,N,wayq,Way0,p3,HLK[,,,,,,,,,
5927,428589.0,516775.0,אֶל־מְקֹום֙ הַמִּזְבֵּ֔חַ ,Main,N,Ø,Defc,,,,,,,,,,,
5947,428594.0,516778.0,וְגַם־לְלֹ֔וט ,Main,N,Ø,Defc,,,,,,,,,,,
5955,428594.0,516778.0,וְגַם־לְלֹ֔וט ,Main,N,Ø,Defc,,,428597.0,516782.0,לָשֶׁ֣בֶת יַחְדָּ֑ו ,SubAdv,N,infc,InfC,unknown,JCB[
5963,428596.0,516781.0,וְלֹא־נָשָׂ֥א אֹתָ֛ם הָאָ֖רֶץ ,Main,N,qtl,WxQX,p3,NF>[,,,,,,,,,
5968,428596.0,516781.0,וְלֹא־נָשָׂ֥א אֹתָ֛ם הָאָ֖רֶץ ,Main,N,qtl,WxQX,p3,NF>[,428600.0,516785.0,לָשֶׁ֥בֶת יַחְדָּֽו׃ ,SubArg,N,infc,InfC,unknown,JCB[
6092,428619.0,516805.0,וַיִּפָּ֣רְד֔וּ ,Main,N,wayq,Way0,p3,PRD[,428622.0,516808.0,וְלֹ֗וט יָשַׁב֙ בְּעָרֵ֣י הַכִּכָּ֔ר ,Main,N,qtl,WXQt,p3,JCB[
6098,428621.0,516807.0,אַבְרָ֖ם יָשַׁ֣ב בְּאֶֽרֶץ־כְּנָ֑עַן ,Main,N,qtl,XQtl,p3,JCB[,428623.0,516809.0,וַיֶּאֱהַ֖ל עַד־סְדֹֽם׃ ,Main,N,wayq,Way0,p3,>HL[
6118,428621.0,516807.0,אַבְרָ֖ם יָשַׁ֣ב בְּאֶֽרֶץ־כְּנָ֑עַן ,Main,N,qtl,XQtl,p3,JCB[,428626.0,516812.0,אַחֲרֵי֙ הִפָּֽרֶד־לֹ֣וט מֵֽעִמֹּ֔ו ,SubAdv,N,infc,InfC,unknown,PRD[
6229,428646.0,516834.0,וַיְהִ֗י בִּימֵי֙ אַמְרָפֶ֣ל מֶֽלֶךְ־שִׁנְעָ֔ר אַרְיֹ֖וךְ מֶ֣לֶךְ אֶלָּסָ֑ר כְּדָרְלָעֹ֨מֶר֙ מֶ֣לֶךְ עֵילָ֔ם וְתִדְעָ֖ל מֶ֥לֶךְ גֹּויִֽם׃ ,Main,N,wayq,Way0,p3,HJH[,428648.0,516836.0,הִיא־צֹֽעַר׃ ,Main,N,Ø,NmCl,,
6254,428647.0,516835.0,עָשׂ֣וּ מִלְחָמָ֗ה אֶת־בֶּ֨רַע֙ מֶ֣לֶךְ סְדֹ֔ם וְאֶת־בִּרְשַׁ֖ע מֶ֣לֶךְ עֲמֹרָ֑ה שִׁנְאָ֣ב׀ מֶ֣לֶךְ אַדְמָ֗ה וְשֶׁמְאֵ֨בֶר֙ מֶ֣לֶךְ צְבֹויִ֔ם וּמֶ֥לֶךְ בֶּ֖לַע ,Main,N,qtl,ZQt0,p3,<FH[,428650.0,516838.0,ה֖וּא יָ֥ם הַמֶּֽלַח׃ ,Main,N,Ø,NmCl,,
6266,428649.0,516837.0,כָּל־אֵ֨לֶּה֙ חָֽבְר֔וּ אֶל־עֵ֖מֶק הַשִּׂדִּ֑ים ,Main,N,qtl,XQtl,p3,XBR[,428652.0,516840.0,וּשְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה מָרָֽדוּ׃ ,Main,N,qtl,WxQ0,p3,MRD[
6273,428651.0,516839.0,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה עָבְד֖וּ אֶת־כְּדָרְלָעֹ֑מֶר ,Main,N,qtl,xQt0,p3,<BD[,,,,,,,,,
6279,428651.0,516839.0,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה עָבְד֖וּ אֶת־כְּדָרְלָעֹ֑מֶר ,Main,N,qtl,xQt0,p3,<BD[,428654.0,516842.0,אֲשֶׁ֣ר אִתֹּ֔ו ,SubMod,N,Ø,NmCl,,
6409,428672.0,516860.0,וַיִּפְּלוּ־שָׁ֑מָּה ,Main,N,wayq,Way0,p3,NPL[,,,,,,,,,
6473,428683.0,516871.0,וַיִּשְׁמַ֣ע אַבְרָ֔ם ,Main,N,wayq,WayX,p3,CM<[,,,,,,,,,
6521,428691.0,516879.0,וַיָּ֕שֶׁב אֵ֖ת כָּל־הָרְכֻ֑שׁ ,Main,N,wayq,Way0,p3,CWB[,,,,,,,,,
6560,428693.0,516881.0,וַיֵּצֵ֣א מֶֽלֶךְ־סְדֹם֮ ,Main,N,wayq,WayX,p3,JY>[,428700.0,516889.0,וְה֥וּא כֹהֵ֖ן לְאֵ֥ל עֶלְיֹֽון׃ ,Main,N,Ø,NmCl,,
6588,428704.0,516893.0,וּבָרוּךְ֙ אֵ֣ל עֶלְיֹ֔ון ,Main,Q,ptcp,Ptcp,unknown,BRK[,,,,,,,,,
6619,428710.0,516899.0,וַיֹּ֥אמֶר אַבְרָ֖ם אֶל־מֶ֣לֶךְ סְדֹ֑ם ,Main,N,wayq,WayX,p3,>MR[,428712.0,516901.0,אִם־מִחוּט֙ וְעַ֣ד שְׂרֹֽוךְ־נַ֔עַל ,SubAdv,Q,Ø,Ellp,,
6647,428715.0,516904.0,וְלֹ֣א תֹאמַ֔ר ,Main,Q,yqtl,WxY0,p2,>MR[,,,,,,,,,
6653,428718.0,516907.0,רַ֚ק ,Main,Q,Ø,Ellp,,,428720.0,516909.0,וְחֵ֨לֶק֙ הָֽאֲנָשִׁ֔ים ,SubAdv,Q,Ø,NmCl,,
6661,428720.0,516909.0,וְחֵ֨לֶק֙ הָֽאֲנָשִׁ֔ים ,SubAdv,Q,Ø,NmCl,,,,,,,,,,,
6675,,,,,,,,,,428724.0,516914.0,לֵאמֹ֑ר ,SubAdv,?,infc,InfC,unknown,>MR[
6719,428735.0,516925.0,וַיֹּ֣אמֶר אַבְרָ֔ם ,Main,N,wayq,WayX,p3,>MR[,428737.0,516927.0,וְהִנֵּ֥ה בֶן־בֵּיתִ֖י יֹורֵ֥שׁ אֹתִֽי׃ ,Main,Q,ptcp,Ptcp,unknown,JRC[
6785,428755.0,516945.0,אֲנִ֣י יְהוָ֗ה ,Main,Q,Ø,NmCl,,,428757.0,516947.0,לָ֧תֶת לְךָ֛ אֶת־הָאָ֥רֶץ הַזֹּ֖את ,SubAdv,Q,infc,InfC,unknown,NTN[
6849,428767.0,516957.0,וַיִּתֵּ֥ן אִישׁ־בִּתְרֹ֖ו ,Main,N,wayq,Way0,p3,NTN[,,,,,,,,,
6869,428772.0,516962.0,וַיְהִ֤י הַשֶּׁ֨מֶשׁ֙ ,Main,N,wayq,WayX,p3,HJH[,428775.0,516965.0,וְהִנֵּ֥ה אֵימָ֛ה חֲשֵׁכָ֥ה גְדֹלָ֖ה נֹפֶ֥לֶת עָלָֽיו׃ ,Main,N,ptcp,Ptcp,unknown,NPL[
6945,428789.0,516980.0,וַיְהִ֤י ,Main,N,wayq,Way0,p3,HJH[,428791.0,516982.0,וַעֲלָטָ֖ה הָיָ֑ה ,Main,N,qtl,WxQ0,p3,HJH[
6948,428790.0,516981.0,הַשֶּׁ֨מֶשׁ֙ בָּ֔אָה ,Main,N,qtl,XQtl,p3,BW>[,,,,,,,,,
6957,428792.0,516983.0,וְהִנֵּ֨ה תַנּ֤וּר עָשָׁן֙ וְלַפִּ֣יד אֵ֔שׁ ,Main,N,Ø,NmCl,,,,,,,,,,,
6968,428789.0,516980.0,וַיְהִ֤י ,Main,N,wayq,Way0,p3,HJH[,428795.0,516986.0,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[
6977,428795.0,516986.0,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,428797.0,516988.0,אֶת־הַקֵּינִי֙ וְאֶת־הַקְּנִזִּ֔י וְאֵ֖ת הַקַּדְמֹנִֽי׃ ,Main,Q,Ø,Ellp,,
7037,,,,,,,,,,428801.0,516992.0,וְלָ֛הּ שִׁפְחָ֥ה מִצְרִ֖ית ,Main,?,Ø,NmCl,,
7053,428803.0,516994.0,וַתֹּ֨אמֶר שָׂרַ֜י אֶל־אַבְרָ֗ם ,Main,N,wayq,WayX,p3,>MR[,428805.0,516996.0,מִלֶּ֔דֶת ,SubAdv,Q,infc,InfC,unknown,JLD[
7108,428814.0,517005.0,וַתֵּ֨רֶא֙ ,Main,N,wayq,Way0,p3,R>H[,,,,,,,,,
7122,428818.0,517009.0,חֲמָסִ֣י עָלֶיךָ֒ ,Main,Q,Ø,NmCl,,,428820.0,517011.0,וַתֵּ֨רֶא֙ ,Main,Q,wayq,Way0,p3,R>H[
7129,428820.0,517011.0,וַתֵּ֨רֶא֙ ,Main,Q,wayq,Way0,p3,R>H[,,,,,,,,,
7186,428832.0,517023.0,הָגָ֞ר שִׁפְחַ֥ת שָׂרַ֛י ,Main,Q,Ø,Voct,,,428834.0,517025.0,וְאָ֣נָה תֵלֵ֑כִי ,Main,Q,yqtl,WxY0,p2,HLK[
7239,428846.0,517037.0,וְקָרָ֤את שְׁמֹו֙ יִשְׁמָעֵ֔אל ,Main,Q,wqtl,WQt0,p2,QR>[,,,,,,,,,
7273,428852.0,517043.0,וַתִּקְרָ֤א שֵׁם־יְהוָה֙ ,Main,N,wayq,Way0,p3,QR>[,428856.0,517047.0,הֲגַ֥ם הֲלֹ֛ם רָאִ֖יתִי ,Main,Q,qtl,xQt0,p1,R>H[
7277,428855.0,517046.0,כִּ֣י אָֽמְרָ֗ה ,SubAdv,N,qtl,xQt0,p3,>MR[,428857.0,517048.0,אַחֲרֵ֥י רֹאִֽי׃ ,SubArg,Q,ptcp,Ptcp,unknown,R>H[
7282,428852.0,517043.0,וַתִּקְרָ֤א שֵׁם־יְהוָה֙ ,Main,N,wayq,Way0,p3,QR>[,428859.0,517050.0,הִנֵּ֥ה בֵין־קָדֵ֖שׁ וּבֵ֥ין בָּֽרֶד׃ ,Main,N,Ø,NmCl,,
7306,428861.0,517052.0,וַיִּקְרָ֨א אַבְרָ֧ם שֶׁם־בְּנֹ֛ו ,Main,N,wayq,WayX,p3,QR>[,,,,,,,,,
7398,428880.0,517072.0,וְהָיָ֤ה שִׁמְךָ֙ אַבְרָהָ֔ם ,Main,Q,wqtl,WQtX,p3,HJH[,,,,,,,,,
7562,428900.0,517093.0,וְעָרֵ֣ל׀ זָכָ֗ר ,Main,Q,Ø,CPen,,,,,,,,,,,
7583,428908.0,517101.0,וּבֵרַכְתִּ֣י אֹתָ֔הּ ,Main,Q,wqtl,WQt0,p1,BRK[,,,,,,,,,
7661,428924.0,517117.0,וַהֲקִמֹתִ֨י אֶת־בְּרִיתִ֥י אִתֹּ֛ו לִבְרִ֥ית עֹולָ֖ם לְזַרְעֹ֥ו אַחֲרָֽיו׃ ,Main,Q,wqtl,WQt0,p1,QWM[,428926.0,517119.0,הִנֵּ֣ה׀ בֵּרַ֣כְתִּי אֹתֹ֗ו ,Main,Q,qtl,xQt0,p1,BRK[
7663,428925.0,517118.0,וּֽלְיִשְׁמָעֵאל֮ שְׁמַעְתִּיךָ֒ ,Main,Q,qtl,WxQ0,p1,CM<[,428927.0,517120.0,וְהִפְרֵיתִ֥י אֹתֹ֛ו ,Main,Q,wqtl,WQt0,p1,PRH[
7749,428937.0,517130.0,וַיָּ֜מָל אֶת־בְּשַׂ֣ר עָרְלָתָ֗ם בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה ,Main,N,wayq,Way0,p3,MWL[,,,,,,,,,
7781,428939.0,517132.0,וְאַ֨בְרָהָ֔ם בֶּן־תִּשְׁעִ֥ים וָתֵ֖שַׁע שָׁנָ֑ה ,Main,N,Ø,NmCl,,,428944.0,517137.0,וְכָל־אַנְשֵׁ֤י בֵיתֹו֙ יְלִ֣יד בָּ֔יִת וּמִקְנַת־כֶּ֖סֶף מֵאֵ֣ת בֶּן־נֵכָ֑ר נִמֹּ֖לוּ אִתֹּֽו׃ פ ,Main,N,qtl,WXQt,p3,MWL[
7799,428943.0,517136.0,בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה נִמֹּ֖ול אַבְרָהָ֑ם וְיִשְׁמָעֵ֖אל בְּנֹֽו׃ ,Main,N,qtl,xQtX,p3,MWL[,,,,,,,,,
7847,428956.0,517150.0,אֲדֹנָ֗י ,Main,Q,Ø,Voct,,,428958.0,517152.0,אַל־נָ֥א תַעֲבֹ֖ר מֵעַ֥ל עַבְדֶּֽךָ׃ ,Main,Q,yqtl,xYq0,p2,<BR[
7881,428964.0,517158.0,אַחַ֣ר תַּעֲבֹ֔רוּ ,Main,Q,yqtl,xYq0,p2,<BR[,,,,,,,,,
7890,428967.0,517161.0,כֵּ֥ן תַּעֲשֶׂ֖ה ,Main,Q,yqtl,xYq0,p2,<FH[,,,,,,,,,
7913,428969.0,517163.0,וַיְמַהֵ֧ר אַבְרָהָ֛ם הָאֹ֖הֱלָה אֶל־שָׂרָ֑ה ,Main,N,wayq,WayX,p3,MHR[,428975.0,517169.0,וַיִּקַּ֨ח בֶּן־בָּקָ֜ר רַ֤ךְ וָטֹוב֙ ,Main,N,wayq,Way0,p3,LQX[
7942,428979.0,517173.0,וַיִּקַּ֨ח חֶמְאָ֜ה וְחָלָ֗ב וּבֶן־הַבָּקָר֙ ,Main,N,wayq,Way0,p3,LQX[,,,,,,,,,
8001,428993.0,517187.0,וְאַבְרָהָ֤ם וְשָׂרָה֙ זְקֵנִ֔ים ,Main,N,Ø,AjCl,,,428996.0,517190.0,לִהְיֹ֣ות לְשָׂרָ֔ה ,SubAdv,N,infc,InfC,unknown,HJH[
8019,428998.0,517193.0,לֵאמֹ֑ר ,SubAdv,N,infc,InfC,unknown,>MR[,428999.0,517194.0,אַחֲרֵ֤י בְלֹתִי֙ ,SubAdv,Q,infc,InfC,unknown,BLH[
8024,429000.0,517195.0,הָֽיְתָה־לִּ֣י עֶדְנָ֔ה ,Main,Q,qtl,ZQtX,p3,HJH[,,,,,,,,,
8032,429002.0,517197.0,וַיֹּ֥אמֶר יְהוָ֖ה אֶל־אַבְרָהָ֑ם ,Main,N,wayq,WayX,p3,>MR[,429004.0,517199.0,לֵאמֹ֗ר ,SubAdv,Q,infc,InfC,unknown,>MR[
8042,429005.0,517200.0,הַאַ֥ף אֻמְנָ֛ם אֵלֵ֖ד ,Main,Q,yqtl,xYq0,p1,JLD[,,,,,,,,,
8067,429011.0,517206.0,לֵאמֹ֛ר ,SubAdv,N,infc,InfC,unknown,>MR[,,,,,,,,,
8069,429010.0,517205.0,וַתְּכַחֵ֨שׁ שָׂרָ֧ה׀ ,Main,N,wayq,WayX,p3,KXC[,,,,,,,,,
8074,429015.0,517210.0,לֹ֖א ,Main,Q,Ø,NmCl,,,,,,,,,,,
